Term,Term-id,Term-frequency
drinker,5626,1
newport's,6089,1
block,1023,4
switch,3447,2
lowkey,2161,5
himlaugh,4174,1
dave's,7824,1
delete,8438,1
flawed,4101,2
sesame,2704,2
retweets,5923,2
just,68,573
fifth,3886,1
lemme,7775,1
guy,1109,67
retraining,5998,1
theme,2391,2
juss,5897,1
excited,1527,21
#truetweet,8458,1
degree,4503,3
jusy,3473,1
taxes,350,92
despite,209,3
swift,3153,2
sguelo,8128,1
forgetful,5752,1
hurting,2110,4
mini'mma,4653,1
softening,4674,1
outsourcedespecially,3656,1
child's,4035,1
unpopular,3682,1
totally,752,12
gym,7631,1
swing,7357,1
anniversaryhe,4859,2
people's,685,1
lolrt,4509,2
#democrats,2813,3
shifty,3200,1
disapprove,7605,1
alaska,4493,3
anekdote,8331,1
paint,8107,2
strip,544,2
#idk,4801,1
homestead,4388,2
jump,6382,3
hisses,4320,3
smack,1233,7
#citizen,268,1
1st,246,39
venice,5241,1
smacc,7649,1
russell,7355,1
cartwheeled,4380,1
lavoro,7156,1
turno,4087,1
ashamed,7030,1
north,5079,4
hilarious,3022,3
ahahaahahaahaa,3894,1
turns,2465,2
messing,4013,1
simpsons,7345,1
sharing,6737,1
cosmetics,5679,1
#wordsofwisdom,8329,1
exist,5281,1
harlem,8057,1
hurts,1172,1
dalam,1750,2
#michelleobama,8286,1
university,231,10
leadership,5914,1
touted,3444,1
#vftcdebate,4873,2
potential,6934,1
smartest,1555,3
borntrade,4199,1
#noobama,5756,1
eyesthey,6108,1
begin,2313,16
2idiots,7319,1
jobless,4602,1
tower,978,2
#newjobs,3655,1
anniversaries,1385,4
getbuck,5961,1
matchn,3112,1
rifle,4665,2
standin,6997,1
slogans,7603,1
pathnot,8081,2
pasty,630,1
jeez,6917,1
said,196,161
dogs,3662,1
arrogant,493,3
noted,6275,1
college,66,36
ge,3898,2
ghost,7661,1
personality,2950,2
lord,3842,4
continued,7183,1
gb,7710,1
privatize,1529,2
#breakfast2012,3281,1
sausage,6983,1
fk,1111,2
deed,2425,1
politics,15,44
references,4024,2
childish,3366,1
fl,4855,1
solely,6541,1
l'endroit,1306,1
fs,4915,1
tonight#obama2012,8076,1
fr,6439,1
fu,3382,1
virgil,8373,1
deer,7562,1
breath,570,3
endorses,2358,1
administrations,8095,1
plate,8355,1
favorably,1285,1
hosting,3008,1
hd,2865,3
miles,3125,1
ha,2980,34
slimeball,5042,1
breast,2921,2
gm,252,6
magic,1484,3
torments,3415,1
keeping,856,9
gp,6897,1
continues,1468,3
go,183,149
doin,4668,3
yea,2242,8
du,1217,2
taxpayer,5249,1
idea,778,27
gift,5932,2
indicate,817,2
excellent,1155,5
stareout,5715,1
ed,4852,3
narrates,6904,1
de,608,32
shouts,3711,4
df,6401,3
di,1754,2
dj,1899,1
loop,1418,2
0mg,324,1
cracked,5063,2
dn,3432,1
gifs,583,1
dr,3876,2
look,213,153
ew,669,2
safe,2628,3
ex,5058,1
violence,966,1
debt,2442,14
nifty,3095,1
needs,600,43
wreck,3373,1
cracker,8257,1
fa,7829,1
operator,7293,1
fb,1135,5
fc,8338,1
#obamapride,4681,1
beenbecause,8456,1
leiden,6591,1
eh,1788,1
yes,298,57
yer,6916,1
independent,650,15
yep,2986,5
el,2010,19
hacking,2928,2
20e,1300,1
urself,3675,1
#cleanenergy,5039,1
en,2047,16
em,2035,13
et,2056,4
notes,217,13
handsome,1268,7
angeles,7795,1
es,2215,5
er,3315,1
yet,1048,20
ca,5796,1
player,8067,1
versus,6057,1
meteen,3325,1
plays,4692,2
dear,979,12
long,592,28
bs,1242,18
d4,4820,1
wallet,7365,1
bt,5994,1
skewedoh,8258,1
#fight4jobs,5439,1
bo,1496,9
unattractive,7091,1
romneypromoted,2071,1
describes,4555,3
bj,2300,1
deal,680,9
dean,7777,1
jugular,993,1
liberal,3300,6
patriotismthat,6935,1
dead,2188,5
depends,3728,2
bc,2468,16
dc,3595,7
da,626,13
flavor,5081,1
itch,4006,1
rappels,3520,1
ct,6632,1
holiday,7547,1
loll,7278,2
decided,723,9
co,795,9
liars,546,1
played,462,3
patriotismo,5090,1
#nbcpolitics,1166,13
trash,853,6
lols,3076,1
eloquent,3812,7
seeming,4482,1
accuses,5148,2
ce,5577,1
enforce,5312,1
cc,3048,1
#nowplaying,7687,1
frequency,8267,1
b4,3769,1
expects,4714,1
recommend,1161,2
accused,4648,1
sack,8500,1
eulogy,7152,1
romneywhats,7281,1
treats,7247,2
counterpunch,6422,1
ice,1238,3
cray,8252,2
forform,4966,1
members,6068,2
crap,2207,8
cran,5845,1
ay,7856,1
inperson,5055,2
strobing,1573,6
apes,7445,1
positionsand,2194,1
prediction,3523,1
promising,8190,1
aw,2815,2
zeggen,3317,1
referenced,4232,1
idk,529,9
memory,3037,2
yay,5211,3
instill,6106,1
al,1789,5
#lucky,7321,1
ap,1400,3
color,293,11
idc,5699,7
ad,4578,1
mindless,4782,1
badly,8303,1
yal,2646,1
aa,4428,2
spewing,4443,2
forget,2803,10
ah,1205,4
yah,2337,5
growth,2753,10
af,2068,8
nu,3471,1
#amen,4385,1
obama#justsaying,6010,1
sterke,3321,1
#doubtit,7984,1
dems,5634,4
#voteforobama,1963,1
grinch,2127,10
makeup,1820,14
nn,8088,1
door,6674,3
crosses,4949,1
ithe,4958,1
iin,8086,3
ny,1517,1
bother,6339,2
fixed,2124,4
ob,3725,1
#pdslive,2285,1
#god,2351,1
tuition,501,57
ok,983,30
ol,1610,3
commercial,1802,6
oh,933,66
texts,6533,1
os,4085,3
windsor,8368,1
#shevotes,1633,2
ou,5015,1
maybe,153,20
oo,2893,3
q1,1125,2
#republicans,4237,2
cliff,7354,2
done,95,48
questions,1866,35
pursuit,6181,1
downsize,785,1
priorities,1883,2
melol,5265,1
trans,5212,1
ijs,7213,1
pa,8474,1
fasfa,8425,1
dont,283,70
uhhhh's,6316,1
yikes,2213,3
po,5782,2
comment,2988,8
warfare,1897,5
small,169,162
fastest,6978,1
lo,4550,3
plans,1204,32
ll,7431,1
specifics,1286,22
click,6599,1
aside,4217,3
#cantaffor,3138,1
omgosh,7426,1
ma,3256,1
mf,2546,4
situation,8247,1
outrageous,2245,1
mi,5476,1
speach,7070,1
mm,1673,1
dope,762,1
mo,1129,1
mr,672,73
mt,4234,1
collected,4525,3
ms,1254,1
#somfs,8031,1
vague,2312,8
mu,3119,1
ihm,3530,1
delicious,3663,2
yearolds,7086,1
cloyingly,2098,1
ihs,7598,1
gonei,7057,1
na,1240,6
plane,7340,2
teaching,4069,3
nc,3267,1
impressing,5766,1
route,2500,4
nd,3111,2
moest,6590,1
described,1344,2
imo,7199,1
reveal,3647,1
technology,2836,2
#goodplan,4844,1
blackness,8226,1
jr,7546,1
cousin,4798,3
#swoon,4425,1
chinese,7851,2
#failingagenda,6297,2
jk,2172,2
love,128,138
mayer,8108,1
ind,5124,2
blackface,4891,2
trail,3629,3
train,792,5
noble,1687,1
conservatives,5855,1
everywhere,2504,3
kw,4628,1
challenges,6722,1
lots,1473,7
hometown,5788,2
glance,8340,1
int,6965,1
remembering,1970,3
idek,2112,1
angelou,4277,1
ini,2092,1
ink,4875,1
warms,1157,1
pursued,7581,1
impediment,7071,1
challenged,6853,1
loud,2262,5
enjoys,4016,1
le,1299,5
homework,715,10
#killme,6197,1
la,1379,19
challenger,2781,6
pinocchio,8482,1
smirks,2935,2
parents,69,23
lost,2462,17
loss,4032,5
ht,5456,2
insight,2109,1
drift,7739,2
hi,2574,5
touts,3804,3
hl,8273,1
id,5113,5
faceor,6021,1
dona,7833,1
ain't,1026,33
ie,6265,2
eehhh,3895,1
smirky,3094,2
celebrate,1694,16
careerthat's,7957,1
agenda,1988,5
#mittromney,403,54
doll,1508,3
ill,890,16
knoo,4339,1
crib,5280,1
pubs,4074,1
energyyou,7103,1
ik,4825,2
smash,5478,1
#gop,1421,17
il,1134,3
rapid,6379,1
know,83,221
melly,4264,1
filling,2696,1
knot,4315,1
lose,3333,14
ima,3788,4
je,3313,3
twenty,473,1
fixes,2968,1
quotes,3483,3
blue,1098,50
hostile,712,1
iz,331,1
pube,4131,1
crip,7650,1
dolt,3027,1
ilu,6845,1
smart,470,23
greater,5769,1
romneyu're,4730,1
metropolitan,1193,1
knew,305,6
viable,2899,2
winner,1774,20
supremacy,1649,2
lmaooo,5065,1
ready,220,43
spot,1846,5
c'mon,4754,3
clint,4357,1
cayman,4778,1
forgot,378,11
place,45,45
serious,1005,12
knee,7461,1
#confused,6053,1
outraged,415,1
puureeee,4426,1
wh,5406,1
#fuckyall,7821,1
postkatrina,1326,1
isnt,889,5
wl,6565,1
#debatedenver#denverdebate,5820,1
#englishmuffinbread,3280,1
hoy,7303,1
wo,6816,2
evidencebased,1911,1
loan,4903,3
cookie,3439,2
work#tcot,4360,1
headlights,7563,1
men's,5883,2
mientras,3939,1
hot,1018,9
load,4646,1
papo,8434,1
wa,1986,3
hoo,6561,1
#thingsiadmireinacandidate,4316,1
executes,1861,1
vaginal,7992,1
climb,7347,1
fuckin,506,10
wasteful,2800,1
twitter's,7178,1
give,339,67
vi,3970,1
events,976,3
brought,480,3
vs,936,25
eats,2115,5
punk,218,2
vp,4036,1
x3,7339,1
hoe,4824,5
critical,6766,1
easy,2019,7
ve,8146,1
caaaant,6990,1
vc,8058,1
#debate2012#obama2012,1120,1
va,4152,2
puny,2827,1
initiative,2130,2
entitled,6087,1
tripp,4799,1
smirked,876,2
uk,3241,1
#getobama,4238,1
previous,2443,4
estamos,2217,2
park,3809,2
voluntarily,4249,1
dunkbain,4638,1
matrix,1617,2
uh,3487,23
foxnews,7975,1
ur,310,14
us,382,176
front,1071,15
mmmerica,4377,1
philadelphia,7599,1
speaks,1634,17
niggz,6567,1
um,1647,12
un,1303,2
yall,2147,23
para,2051,7
weeks,1036,4
field,4505,4
ty,5210,1
tx,2452,1
#ohwell,4498,2
nigga,504,65
tu,3943,1
tt,2644,1
#whitewine,2560,1
tv,349,59
hmm,475,7
nervoso,7161,1
reinforce,5750,1
daaayum,5819,1
ya'll,2389,3
part,618,34
incumbent,3528,1
#essencedebate,2428,5
happens,5275,5
funciona,4148,1
responds,3493,3
tl,1903,14
hug,3276,5
huh,2709,13
pull,3632,6
#geteducated,7814,1
#immigrants,1971,1
tf,845,13
round,2666,6
te,3940,2
hub,5730,2
pacquio,7762,1
bathroom,4372,3
th,7349,1
sorority,2973,1
amount,2762,4
#romneyforpresident,7891,1
conservative,4369,3
on#youtubepolitics,6129,1
htt,6614,1
ta,6283,2
su,2044,8
brainwashing,4839,1
ss,8056,1
shingle,6484,1
perfected,7823,1
dept,4528,2
welcome,2543,2
bristol,6631,1
suggests,5866,1
barack's,4586,4
#bitchslap,6232,1
text,2741,8
derp,4182,1
sm,1318,2
sp,6058,1
jerker,4946,1
mexico,944,2
impression,4359,5
sr,5580,1
prioritise,4868,1
effort,540,1
pump,1089,1
pale,4127,2
providing,7875,1
se,2011,8
#thegreatdebate,674,1
intended,5684,1
hablando,6663,1
reduce,3578,15
si,1259,7
palm,1153,1
milliondollar,4329,1
jameson,1967,1
counting,3045,5
sa,3543,1
amped,3526,1
#ohio,4025,1
natural,393,4
rx,7722,1
birthday,2608,1
fucked,1347,15
needahh,4338,1
acknowledge,1362,2
rn,8363,1
motherfkers,8276,1
trade,1426,35
nakatomi,977,2
cites,1683,1
outlined,2189,1
alt5dsign,7586,1
re,3654,5
appears,5885,2
consume,6193,1
reach,2355,2
outlines,7697,1
deny,1844,4
huwelijk,7258,1
implement,7067,1
bunch,346,9
qs,7168,2
amiright,3309,1
#toocute,4702,1
#prepareyourselves,691,1
hre,3389,1
track,2997,10
provides,4901,1
qb,6280,1
qa,6546,2
avoided,4650,1
fucker,6333,2
school,835,27
kalinya,1749,2
ehhuhh,6335,1
frickin,3363,1
pt,3627,4
provided,8256,1
richards,3611,2
handles,7690,1
pr,7413,1
ps,2716,2
flooding,8464,1
examine,3801,1
test,1969,4
sucking,1600,2
insist,7220,1
applies,5008,2
bs'ing,8075,1
sarcastic,2549,3
#debatefest,3924,2
whether,1360,11
addressed,2999,4
course,2173,14
open,703,41
frightening,3514,1
refuses,1548,1
page,1528,3
clarify,6760,1
hym,7048,1
margin,8478,1
essay,198,1
refused,5511,2
ignoring,6187,1
brothers,3472,1
#wtf,7147,1
bitchass,8172,1
#icantdeal,8037,1
himym,6345,1
prepare,7524,1
monotone,7451,1
nappy,7121,1
adults,4605,1
viewpoint,5003,1
addresses,1247,2
chainsaw,6100,1
shoutout,164,6
tomorrow,322,8
#mancrush,7179,1
pair,4742,3
wastes,4067,1
#watchtherace,2824,1
finally,1230,6
#pbdebates,3608,1
contact,7032,1
prethink,3808,1
#winning,6858,3
paid,1064,12
iverson,8011,1
foodstamps,2590,1
southern,5745,1
wasted,1768,2
engage,751,1
fantastic's,5658,1
spin,2581,1
#imhereivote,1973,2
#drink,7376,1
hun,4830,2
walked,1176,7
logs,5145,1
mayor,521,11
speak,1871,27
evenly,6355,2
#mittsthetits,7315,2
appeals,2438,1
footer,4620,1
goblin,4705,1
motherfucker,185,3
pushin,5150,1
doat,3854,1
24hrs,3418,1
lolololol,6924,2
attack,2247,9
pryde,3274,1
stones,3773,1
#fracking,6113,1
stoner,7966,1
#catchup,2559,1
#garyjohnsonforpresident,1914,13
little,864,39
gist,5047,1
determination,5563,1
#youtubepolitics,3171,5
pack,5486,1
alive,3849,3
though,1895,42
butler,7953,1
pertains,7509,1
globonews,6832,1
spkr,2289,1
puts,2966,4
fuckkk,5666,1
fightingwhoever,2387,1
priceless,4465,5
fishes,4791,1
proper,694,2
republicanos,612,1
nervous,1558,29
schoolwork,5667,1
millionaire,4609,2
someboy,8206,1
#economicpatriotism,5547,1
toothed,4391,1
rough,1457,2
importance,6563,1
contain,6578,1
#personallife,1459,1
repackage,5671,1
#bringjobshome,7235,1
itnot,7386,1
prepared,1873,8
gands,4259,1
babies,7886,1
yard,8196,1
dummies,3237,1
tearing,8278,1
beneficial,6264,1
slashfic,4093,1
#goromney,8069,1
object,3428,1
girl,2974,7
##denverdebate,8176,1
attempts,7855,2
intrigue,5426,1
ye,6459,3
daaaang,4757,1
obama#denverdebate,3936,1
havin,5251,2
ya,661,26
strategy,2021,4
walkin,7651,1
refers,5740,1
george,3993,8
studden,1480,1
term,668,20
yr,1833,4
poorer,1569,7
#blatantpartisan,4255,1
yo,1932,18
pushed,4135,1
guarantee,5846,1
president,3,887
chiddy,2860,1
developed,5382,1
chance,1591,13
#talkpoverty,5329,3
#jusgramm,1837,1
#realmen,5494,1
muthafuckin,6530,1
#teachers,5402,1
comin,8485,1
trick,5389,1
screaming,5500,5
kenny,6582,1
crook,3537,2
canned,7767,2
comic,7582,1
coonin,8035,1
clearer,3702,1
hashtag,4794,7
sticked,7685,1
overloaded,5827,1
turnaround,7968,1
fed,3772,3
#yolo,4351,3
grinning,2237,1
sticker,2250,1
romneyhis,7950,1
#hellofuture,2695,1
ouch,1170,1
palin,5278,2
comparing,5831,1
made,1836,49
jayz,3207,1
trekavengers,6797,1
#typical,4136,1
token,1608,1
#denverdebateyeah,8305,1
antione's,3075,1
usually,34,6
rhetoric,1443,6
conversation,5828,3
foundation,4856,1
sarah,5277,3
#fuckromney,2809,1
trial,4735,3
ridiculous,3100,2
purple,4687,2
rivals,5435,2
winging,4104,1
solar,896,16
enjoy,3512,3
#ndaa,418,3
#alrightnow,5445,1
including,5741,4
predict,7205,2
guess,2203,27
multimillionaire,3634,1
guest,5071,1
#tax,1927,2
succinct,4952,1
bullet,799,1
change,1249,28
settings,8131,1
hahah,2525,2
regulations,2241,5
lead,3495,2
spoken,2878,4
capital,2141,6
industrials,6059,1
fbi,4106,1
7th,6360,1
barock,3916,1
standardstestingevaluations,6364,1
mixing,7669,1
obamaromney,8060,1
technological,7882,1
#bah,8332,1
condescending,1370,3
clooney,3994,1
lewinsky,5169,1
remarkstouching,1756,1
lapel,1366,11
amazingly,3811,1
pandering,4783,3
fav,7408,1
wheels,6937,1
luck,2055,6
fat,411,7
ultrasound,7944,1
far,1832,43
display,2645,3
fam,588,3
fan,2335,9
borrow,1886,5
confrontation,2876,1
fag,8375,1
soaking,8024,1
#justcurious,6488,1
elected,1234,6
fab,894,1
badgers,3124,1
opinions,4216,7
luce,6871,1
restored,7515,1
suicides,1853,1
minajthe,1738,1
make,553,135
backbone,2814,1
hunters,7662,1
underwater,253,1
#familyguy,2557,1
whispers,4929,2
table#debatewatch,3878,1
indication,4688,2
occasion,2403,2
tried,925,8
#clearchoice,5781,1
#latinos2012,7401,1
education,303,133
cheats,3601,3
#helooksamused,2566,1
kool,4303,5
2000s,7898,1
pretending,4214,4
#horrible,2825,1
glee,6780,1
tries,2222,6
fucktards,1619,1
presidentromney,6887,1
long's,6214,1
injected,2256,1
dubya,937,2
watchin,5995,4
#shariahmarried,6539,1
main,2733,6
expected,2156,2
obnoxious,1940,2
myers,3330,1
fck,2626,2
inside,4583,4
maid,7952,1
nate's,4797,1
asshole,1434,13
glow,3405,2
insecure,2923,1
disgusted,5372,2
obvious,6146,3
lefty,1028,1
jeezy,3701,3
errors,6509,2
limiting,6519,1
puzzles,7949,1
asks,851,4
report,7055,1
carries,4698,2
hangover,7525,1
croft,6331,1
forehead,4587,2
hunkered,4928,1
suspense,8263,1
diverts,5635,1
echoes,2375,1
idiots,1763,4
vacation,7191,1
silence,3780,2
#realissues,6445,1
indeed,1312,2
finest,8144,1
phil,6415,1
bored,2926,5
#flowersforalgernongameproper,8401,1
franklin,2234,1
build,1594,2
blatantly,4911,1
moneyif,6827,1
#cantafford4more,99,19
trademarks,3156,1
empowers,4361,1
menghadapi,2095,1
#boooo,4636,1
sellouts,6115,1
built,3737,5
crowded,6480,1
smallest,2975,1
deficits,616,1
ssttuttering,3926,1
americayou,7723,1
tener,5460,1
pussyfoot,1433,1
fourth,5054,2
sending,222,4
encanta,6662,1
thinks,1544,21
club,545,3
clue,1448,5
improvement,1132,4
unclear,332,1
zach,3860,1
literally,1495,10
teeelinn,8237,1
blazerthere,6036,1
capsule,143,1
maar,3318,2
jobsnew,4044,1
smirking,875,9
youll,2519,1
almost,813,15
nbombs,4223,1
infamous,2913,1
action,5594,2
seriously,520,23
eye,447,5
#ohmitt,6776,1
schoolgirl,6942,1
punch,1881,15
damage,3952,2
softball,4806,1
madonna,3785,1
beats,5120,2
corporate,455,24
mucho,7026,1
glued,7309,1
acting,6671,1
blah,3291,30
emmanuel,3516,1
fulfilling,6090,1
scale,2943,4
#romneyzingers,6825,2
mommy,2029,2
shaking,1828,12
bullshitting,3020,1
bipolar,6979,1
insanely,4450,1
relevant,6694,2
major,1054,21
camper,891,1
alluding,4904,1
retread,4927,1
tweeters,6581,1
grammar,6508,1
momma,2163,1
luxury,5860,2
schedule,6479,1
anxious,3934,2
actualy,1265,1
thingy,6553,1
brownie,6348,2
things,585,51
primer,5990,4
morals,6005,1
overtime,8396,1
conserves,2538,1
embarrassing,5432,1
timeout,5668,1
couldnt,7859,2
#cnnpresidentialdebate,6798,1
#yourvote,1841,1
etc,3863,5
everyday,6322,1
blunt,6246,2
blew,8483,1
plugin,7106,1
pipelines,6968,1
sentiment,6598,1
eso,5641,1
est,6835,1
wud,3673,1
communicate,4023,1
appealing,8382,1
cmpn,6408,1
it'll,4208,3
pissin,5252,1
#thisbitch,3542,1
jake,7796,1
asss,7392,1
transgender,2873,1
austerity,2776,2
preview,6463,1
meboutta,1582,1
pregnant,5554,3
#getreal,2736,1
eve,5737,1
yrssmh,4724,1
visualize,644,1
broaden,1770,1
tissue,4512,1
dodges,7108,1
excuses,2811,1
outs,2609,2
cringe,7771,1
written,5069,3
dodged,753,2
sentance,8443,1
catdaddy,7927,1
carter,4843,2
pisses,2669,7
sooooo,1654,1
learning,923,3
jail,2003,1
matt,8345,1
young,435,19
math,1860,26
picking,5803,2
nobodys,8512,1
narrow,491,1
arguments,5849,1
koch,5219,1
ismitt,6248,1
gangsta,2616,2
wtf,1425,13
quickly,3372,4
wth,3986,2
repeatedly,6151,2
exported,6647,1
perform,5567,1
#presidentialdebate2012,698,17
loses,6923,2
loser,6368,1
pissed,2206,4
#qualified,2201,1
chine,5139,1
uhhhhh,2743,2
#politicalsciencenerd,6241,1
blurt,7383,1
china,968,83
shared,7269,1
scary,3035,4
orange,2413,2
cuentas,5473,1
ducks,7337,1
cuentan,4090,1
places,802,3
youth,3369,3
leveraged,7113,1
explains,5407,3
romney'nin,8087,1
ibeen,7277,1
shares,2278,3
independant,1317,1
inin,3228,1
discussess,6788,1
ceiling,7936,1
islands,4779,1
scare,1709,1
#dumbass,8339,1
powers,7785,1
famous,5736,2
lmaoo,6399,4
era,7447,1
gagosian,7111,1
child,2450,10
evening#debates,1588,1
precious,2177,2
wwf,8422,1
unusual,5385,1
bobby,5541,5
compassionate,8392,1
wwe,6351,1
question,39,193
uglass,5786,1
savino,7061,1
#merica,4368,2
payers,3670,2
approachable,3210,1
statisticians,5105,1
unleash,7809,1
chill,6060,3
adult,4312,1
maya,4276,1
farts,3831,1
crackdown,2526,2
youre,3921,2
esa,6290,1
originally,4812,2
effect,4848,1
ninja,4756,1
device,7940,1
embracing,7116,1
#ncis,6190,1
buttttt,6219,1
graceful,4083,3
cspan,2619,1
xstar,1314,1
shitting,7636,1
stare,4066,3
#oct3presdebate,5264,3
leaves,8294,1
wme,5267,1
info,2614,3
sacrifice,7506,1
obstructing,6371,1
#biggovernment,7202,1
arrived,6908,1
industry,249,32
singing,6784,1
gritty,4945,1
theyll,6918,1
approached,6326,1
packs,6955,1
many,132,41
solid,636,7
rehearsed,5236,7
reganomics,6817,1
start,54,86
takeover,713,1
stars,3394,1
#obamavsromney,5451,2
saving,1859,3
mano,2012,3
creditor,4938,1
propaganda,2875,2
#ryan,6883,1
mama,7329,1
halting,1050,1
baby#debate2012,8023,1
filth,7457,1
sacrifices,8315,1
succeedbest,5763,1
techniques,6205,1
watched,3744,2
upset,4591,2
aggressive,4441,2
end,344,12
unemployed,1885,22
observation,912,3
shudder,8082,1
male,6554,1
youve,2785,5
#presidentaldebate,2388,3
already,191,143
stoked,5632,3
represents,4444,1
osten,7453,1
beady,4472,2
cowboys,4766,1
bloody,7537,2
bloods,3013,2
hmmmhow,5631,1
skit,646,5
mall,8291,1
reading,2297,9
beliefs,7200,1
aired,1503,1
#506nml,6824,1
beach,5242,2
egg,7182,1
skip,2553,1
mash,3792,1
skin,3476,5
mass,6175,2
agame,481,1
rehashes,7360,1
#yesitdoesha,5229,1
annecdotes,6673,1
organs,7487,1
dreck,2722,1
chief,2832,1
scoundrel,995,1
kissing,2005,3
dream,8030,1
#teapartylol,1810,1
agencies,1049,1
wearhouse,6626,1
beyonce,2126,2
mark,905,3
comes,370,38
fuentes,7137,1
mars,6745,1
moderator,1646,9
intimidar,6287,1
rehearsin,3399,1
mary,8051,1
administration,1436,2
senior,1162,1
devils,7473,1
bettering,7244,1
issue,1353,6
wstrange,8476,1
state,1099,10
achieve,7225,1
#respecttho,5772,1
blog,5986,3
credible,1156,1
disadvantage,4961,1
#twib2012,2558,3
legit,194,3
wow,1320,24
chick,4722,2
lunchtrae,5861,1
details,3724,8
farms,7308,1
tradition,2779,1
leader,989,3
mitchell,5732,1
wom,4607,2
4yrs,5546,1
woo,6560,1
won,474,16
blow,2424,4
#republican,2907,5
incl,7465,1
roundnot,4287,1
tense,5398,1
replacing,7907,1
struggled,3386,1
jackassy,3137,1
amercia's,6514,1
bullst,5137,2
address,719,3
centering,7417,1
disconnect,1363,1
special,767,2
fundamental,720,1
detroit,1188,2
consulted,4815,1
sharks,4790,1
kicks,2472,5
educate,1345,5
need,301,113
using,423,18
civilizados,2018,2
fish,8236,1
threatening,965,2
pblicos,2958,1
missing,3177,4
oven,6992,1
aaaalllready,8036,1
clbrer,1309,2
#idbedarned,4718,1
commentator,155,1
laughs,1864,1
laught,6606,1
creative,1989,1
reappropriation,4283,1
number,289,13
psychological,5807,1
smoke,6086,2
uttered,5888,2
oneliners,8322,1
newsradio,6995,1
dumping,1243,1
fist,1052,5
hayal,5345,1
undependableover,7865,1
80s,3565,2
deadmau5,8359,1
oneonone,1772,1
whoville,522,6
#watchingthedabate,2967,1
#ksatdebate,4647,1
gm's,7782,1
screw,3998,2
novella,8134,1
horrible,3025,5
endeavors,1685,1
#garyjohnson,8249,1
hindari,1876,1
gagging,3036,1
trouble,5801,4
stake,5300,1
stairs,8215,1
electromagnetic,6948,1
sync,2693,1
wet,4510,1
wen,3397,5
crashed,7711,1
wel,8334,1
streaming,1262,2
micigan,6176,1
weh,3890,1
firm,7919,1
wed,4814,2
dictatorship,1778,1
spiltscreen,2914,1
films,8050,1
web,2692,2
metaphorically,6518,1
wea,4427,2
fire,1424,10
votelmao,7189,1
vampire,8462,1
woah,7317,1
wealthy,1776,14
ayude,5091,1
vendors,6686,1
ldcs,7876,1
banks,3691,1
proves,2132,1
jigging,1532,1
proven,5248,1
82k,4567,1
losing,1852,7
askedoh,3989,1
deets,6667,1
#abc,1076,1
knijp,4827,1
#answerthequestion,7909,1
close,2639,20
stained,7538,2
negro,4158,2
#snark,2478,2
#etatsunis2012,1310,1
facts,3496,14
depressionalready,4490,1
likeeeeeee,8266,1
opinion,2874,5
circa,2063,1
oval,3810,3
gen,6764,1
enacts,6155,1
#twotermz,2086,1
get,21,292
huffpost,1164,1
legree,5318,1
near,3551,5
offstage,7880,1
murders,4866,1
gel,4967,1
stockholm,6733,1
neck,1043,3
gdp,2918,1
understanding,2606,1
former,1150,3
safely,2354,1
throw,468,15
goodmotherfuckingbye,836,1
england,5222,1
area,7991,1
style,5491,6
wit,956,10
bumper,442,1
taxpayers,900,1
underworked,3787,1
wih,325,1
wig,7595,1
screwed,1764,9
five,290,19
biofuels,3509,7
roast,2162,3
win,886,55
persons,6646,1
message,4717,2
stand,197,28
#vs2012,3326,3
opponent's,7450,1
stank,7672,1
#debatewatch,1518,9
dunk,6070,1
