Term,Term-id,Term-frequency
#greatestideaever,10006,1
teller,8013,1
national,740,21
wink,5838,3
#nickiminaj,2348,1
prevent,1039,3
#bigbirdi,8186,1
applause,8785,1
teachersyet,3457,1
#essencedebates,9032,1
criticize,7857,1
seekin,5133,1
shrine,2245,1
tax,665,76
immaletyoufinish,3576,1
winn,7171,1
language,5460,7
#asktwitter,3276,1
tan,4640,1
wins,489,122
it#presidentialdebate,4456,1
wantslol,6198,1
america,24,146
#clutch,7484,1
monarchy,9721,1
mentioned,684,23
butthurt,5530,2
tcc,9572,2
allbut,2564,1
domestically,7297,1
stomped,6804,2
title,2834,8
seems,650,38
#youthieve,8292,1
media's,8317,1
agreeing,2114,3
contracts,473,1
studdering,9063,1
#aloof,10193,1
concede,5117,3
rely,10052,1
lincoln's,4144,1
segregate,10177,1
talksits,6008,1
eachother,4225,1
claus,8928,1
wipe,3532,6
doughboy,7451,1
lockout,8631,1
#backward,9897,1
motherinlaws,7146,1
democrats,1196,13
bloodsrt,7968,1
moochers,4389,2
smartphone,5264,1
buena,10689,1
clark,9039,1
dies,6535,2
#blackconservativesforromney,6096,1
wish,1426,46
ruin,2879,5
wise,5639,6
eyyyyye,8534,1
reese's,7010,1
transformed,8094,1
#deathsquaddebate,8713,1
clary,2805,1
breakups,1919,1
manfather,9284,1
anyway,2689,6
explorer,6413,1
ufattelig,1675,1
compromise,6583,2
died,4029,3
jerks,7810,1
worldview,1213,1
budgets,5507,1
hushpuppy,7608,1
#biden,4012,2
bushkerry,9593,1
crayyyy,5080,1
murder,2796,3
augustliars,5963,1
joked,6302,1
wire,3491,1
tellin,3417,3
class,290,134
dockers,4641,1
#republicanmediabias,10540,1
winning,1037,36
joker,7127,1
environment,4355,1
ambassador,2810,13
jokes,5405,7
expresses,9905,1
world's,5523,2
beating,357,4
mathew,4021,1
summon,8280,1
clase,7711,1
rest,3745,15
clash,4512,2
birdhow,8242,1
politicsbut,7574,1
blige,6995,1
upperclass,4653,2
ithomegirl,5591,1
baked,6543,1
milwaukee,10583,1
gay's,6896,1
ladenactually,4406,1
dice,48,3
baldwin,6932,1
churro,6235,1
triple,8901,2
friendships,8376,1
rule,703,11
dick,1582,19
shuts,4303,1
africa,3020,12
chillin,5181,2
dealt,1918,1
sassing,5387,1
circumstances,9298,1
flowing,6737,1
africanamerican,6952,1
deals,2145,5
gentleman's,8290,1
teanagers,7536,1
sweating,5724,2
wits,9775,1
mrpresident,1382,3
skipped,28,3
rubbish,5520,1
assassin,10426,1
manly,9283,1
ganging,8221,1
segregation,8121,1
#proudauntie,1144,1
#nomoralvictories,6396,1
anniversaryi,10163,1
obvs,3916,1
#fckromney,2512,1
meticulousness,9695,1
creates,9601,1
smoked,3773,3
#sisapgov,9801,1
#vote,2672,4
oscar,544,7
#meangirls,2170,2
ironic,8191,3
#team,2591,1
#2chaiinzz,9749,1
compared,1880,6
obvi,9246,1
created,3828,10
wayward,7407,1
distraction,4412,2
salary,6592,1
jabbing,6428,2
#stoplikingman,10704,1
else,311,35
compares,9035,1
nickname,10302,1
immigrants,3402,3
deserves,1048,8
dabate,5973,1
stupidity,8941,1
biz,6471,1
conditions,809,30
contradicts,10087,1
bit,3355,10
bio,6812,1
urge,6997,1
nephew,1142,1
polticos,10683,1
12rounds,8810,1
#ufeelme,1654,1
bil,10588,1
constipated,8514,1
sick,3085,19
vamos,8027,1
bin,1320,22
big,21,178
smokes,6244,1
shorter,3379,13
crawley,7863,1
distracting,4159,3
heshe,9780,1
knowledge,7673,3
unique,5717,1
#stfu,5856,4
#myopinion,7535,2
interested,1390,8
training,3654,3
lmaooooo,10115,1
#dumbfucks,7867,1
selalu,7480,1
blr,7356,1
concerned,557,4
toilet,9544,1
apocalypse,8905,1
side,1275,16
samething,7511,1
#yourloss,5561,1
nathan,6397,1
#romeny,5233,2
contrived,8239,1
goomorrow,7116,1
#sesamestreet,2051,2
romneybut,2001,1
sido,8025,1
rousseau,3262,1
chappell,10004,1
keys,6578,1
bli,1672,1
immorally,7833,1
charities,2009,1
burning,3798,3
manners,3686,7
drown,7363,1
crazies,10231,1
invest,6671,1
forks,9934,1
#homieneedsanewdebatecoach,5074,1
flytte,1682,1
yelling,1328,3
picks,3318,2
unkind,7918,1
stateobama,1240,1
#orcot,6280,1
hahahahahahha,1996,1
#sitdown,10641,1
strongly,4210,4
precisely,7769,1
planed,459,1
mrromney,9865,1
yessss,7088,2
drinking,125,23
teeanagers,5293,1
hillarious,10606,1
boi,8156,1
rusty,3495,3
#equivocating,10613,1
pattonoswalt,8214,1
ahit,6123,1
bog,3960,1
sier,8505,1
unlikeable,7917,1
terrorists,4773,2
crazyyay,7362,1
stewart,2337,3
planet,1602,3
graduated,5424,1
pct,9204,1
snuff,7265,1
reelected,1934,10
pcs,6973,1
#sankofaeffect,2202,1
cruce,918,1
perspective,5191,1
mizzou,5470,1
planes,4596,2
contributions,1473,2
844k,1469,2
#notevenclose,5212,3
newports,5811,1
#imjustsayin,5173,2
colors,258,4
crack,3592,6
scares,1325,4
#whereisthechangeandhope,10552,1
#mets,7352,1
scared,2199,11
viendo,4572,2
virtually,4687,2
utter,4894,1
centrist,9770,2
sign,2386,9
destroying,4307,3
gotten,494,4
hussein,5435,3
#stem,8755,2
#obamaisntworking,7169,1
60yo,4903,1
pbs,1493,43
serving,8108,1
delivering,4630,2
talks,445,66
#p21,3625,2
sigh,4375,4
#lastword,5605,1
imoboiling,8718,1
nightmares,2958,1
talkn,8835,2
#preside,8711,1
#not,1645,4
#glbt,4298,1
#debatemake,8106,1
legitimate,10273,1
diffs,7374,1
exercise,4793,2
analysis,10647,1
pbo,5994,1
flattery,8645,1
balls,3540,10
electedhaiiilllll,4409,1
captioning,10532,1
muting,7882,1
funnier,10274,1
name,563,63
statements,248,16
drifted,9466,1
#sorryboutit,6186,1
pay,664,80
ttill,6160,1
#listentoyourmoderator,8083,1
depend,4870,2
surveyed,7079,1
pal,8438,2
vacations,6038,2
informed,1755,4
abrir,2735,1
neither,132,17
boo,2492,21
#sunlive,859,2
#prezbate,8971,1
youtfeverybody,9034,1
box,4447,3
bow,3299,1
pineapple,4891,1
boy,1763,16
#npr,10123,1
phd,7445,1
nasa,7152,1
reducir,10687,1
knowing,2686,4
strangers,4503,1
shxt,7815,1
beya,7961,1
roleend,2013,1
verify,1824,1
energa,7713,1
involve,5673,2
demonizing,9006,1
belgian,9614,1
bbc,6432,1
educationwhere,8543,1
retirement,6358,1
awesome,329,15
desperate,5250,1
nullify,7238,1
playstation,4877,1
bbw,9310,1
terrorist,872,3
backyard,8559,1
smile,1327,23
bbq,3319,1
reelecting,3336,1
bam,6207,2
ban,1355,4
final,4847,1
alleyoop,10308,1
bag,1009,12
shyt,3903,6
career,1765,5
hopes,542,4
bac,4258,1
bad,80,81
volunteering,4766,3
overregulation,2285,1
secretly,914,2
deducti,5348,1
prone,1121,1
#blackamerican,2273,1
dictator,7544,2
bay,4845,2
valucity,9056,1
actuarial,1573,1
bat,3107,2
bar,2941,1
supporter,5008,7
pfc,9451,1
lincolnwho,7632,1
proof,6827,1
#masshole,4228,1
cruel,8243,2
gossip,9804,1
normally,7383,1
supported,4526,2
hiring,2788,9
butt,5646,5
denies,7099,2
kept,1354,11
louis,1697,1
deemed,1712,1
greatbut,4196,1
creature,9807,2
beautiful,5688,4
denied,2370,3
brings,1029,6
snapback,6810,1
lottery,9617,1
fantastic,5026,5
#weird,5912,1
ileana,9320,1
pen,8377,1
reelection,3081,3
peo,10158,1
camino,8023,1
per,2490,16
pet,2659,4
scrooge,10321,1
r's,7155,3
twist,5126,3
pee,8052,2
translate,8202,2
force,3504,2
fock,6967,1
props,3881,2
closely,4985,1
devastated,2310,1
pla,2425,1
finds,7309,1
innocent,2695,2
bets,376,2
tougher,6290,1
elmo,2596,6
#vote4obama,5241,2
ahaa,10310,1
difficulty,5776,1
sassy,6409,2
pulls,506,2
neighbor,4869,1
changee,9266,1
changed,520,11
pls,8747,4
downfalls,9908,1
exact,3984,6
buzz,4001,3
plz,10364,1
smokin,8085,1
fusion,7425,2
#cfpod,10285,1
required,2711,1
offone,10495,1
pueden,52,1
scheming,10230,1
nfl's,6606,1
cycle,6082,1
beh,10703,1
beg,3505,3
checkup,2253,1
bed,265,12
asshat,10427,1
means,616,18
incomes,5284,1
googling,7690,1
efficiently,223,2
meant,790,10
enter,3534,2
#gop2012,4810,2
ben,7057,1
mutherfuckin,2358,1
quallan,5714,1
happyness,7060,1
#nfl,8825,1
dullest,8124,1
kinda,374,18
#debate201,864,1
fined,5481,1
whole,144,45
bless,3461,4
bet,288,90
strangely,6332,1
#debatedrinkinggames,9799,1
freaking,2698,12
surely,3750,3
deserved,1270,1
quick,3601,8
bho,3733,3
restricting,6511,1
matrise,7037,1
#period,3207,1
#hahaha,8999,1
tribute,973,41
smirk,2084,24
econom,4695,1
goooood,5960,1
blahzae,10679,1
innovation,7051,1
meand,143,1
denial,3536,1
revenue,5090,4
added,8322,2
applaud,7521,2
rolled,7642,1
tiiiime,9490,1
moose,2701,1
play,709,28
embarrassed,40,4
#takeastand,10191,1
pic,2813,2
fcking,2347,2
meall,1841,1
hahaha,3015,14
illuminati,6529,2
buys,2634,1
boggles,4837,1
hides,7894,2
#china,5701,2
objectives,2158,2
football,2456,5
plan,155,289
faltan,9362,1
pin,524,26
#romneyryan2012lol,8149,1
unmoving,1746,1
pit,6604,2
proud,4122,8
consistent,8456,2
changer,10715,1
presidency,3870,3
energy,3896,9
changes,535,10
kicking,539,8
#romneyr,8775,1
pow,8634,1
heroes,146,2
enterprisesdo,3596,1
waisted,7420,1
gays,2229,10
por,4890,3
presidentword,5788,1
admiral,8944,1
pop,3717,6
#whitegirl,8823,1
interruption,6651,2
olympics,10220,1
hammy,9128,1
cutler,2931,1
ruben,6540,1
quantity,9254,3
provo,9703,1
selfrespecting,5845,1
downton,5216,1
sneaky,10157,3
prove,6355,4
whoop,4868,2
heads,2427,4
consistency,6372,1
became,1392,15
quiet,1178,8
satan,8849,1
siri,10656,1
ppv,8811,1
badger,4415,1
goin,1369,8
obey,9307,1
ppl,1226,33
vacuous,10618,1
dummy,4539,2
macaroni,5043,1
#arithmetic,10062,1
#randomfact,9642,1
norquist,9530,1
complex,7175,2
bums,3856,1
chronic,7983,1
bump,6278,2
whore,5494,2
useless,8952,2
interrupting,845,25
#thatcountstome,5368,1
businessman,8893,3
laiden,8314,1
surfing,8828,1
adrunk,1724,1
leadpresident,7845,1
golf,483,5
best,754,104
repping,1197,2
carton,2463,1
gold,1058,4
reptile,4043,2
pepsi,4543,2
gamesdeadddd,10462,1
#milton,2705,1
bull,8844,2
tossing,9244,1
tweetsi'd,7753,1
puking,9480,2
gave,4093,19
corpus,8176,3
sits,1876,4
hype,6685,1
bert,3626,1
october,6154,7
#latinos,5933,1
colbert,2338,1
bust,5229,2
goof,7366,1
tactic,6000,1
busy,5624,6
haveunless,7502,1
absent,2045,1
good,148,235
#lincolnisnthere,3430,1
coaches,3587,1
#byebye,6448,1
vagina,2147,7
finna,5574,2
gong,1312,2
bush,1031,61
modeled,10601,1
crash,3979,1
partidos,10682,1
#lazy,7659,1
hogwarts,9619,1
mainstream,5489,1
belief,8764,1
#seenixon,8100,1
whose,5162,4
willingness,5443,1
electric,4438,1
burt,2881,13
incompetent,4381,1
bury,8294,1
economia,7342,1
behind,2136,30
gone,1546,39
lothe,936,1
leaderu,5240,1
evolving,10642,1
leaders,6548,2
moments,1442,3
pub,4699,1
scoundrels,8730,1
gona,6460,6
economic,6072,8
salute,8806,1
momento,7726,1
difference,691,41
bell,6648,2
whimpering,6468,1
#jumpoffthebandwagon,4815,1
sneering,10492,1
scheduled,7330,1
#officespace,2704,2
awards,3661,1
belt,1266,3
rameys,10461,1
ann's,8017,1
burn,2821,2
pts,5446,3
immediately,5336,3
car,1820,14
meatball,9242,1
babbling,7796,2
cat,2026,12
crush,4610,1
cap,2734,2
obam,6790,2
children,1878,39
#barak,8985,1
patriot,10489,1
livetweet,8544,1
cam,5747,2
stammering,1027,3
gnight,7698,1
#cantaffordnot2,591,1
shuffling,8756,1
psa,9437,1
preobamacare,3045,2
reference,2787,10
interrupt,714,31
#kanyewest,2563,1
korean,5833,1
golfing,7995,1
reminds,1006,11
couch,590,1
anything,1117,71
coverage,3902,7
pre,807,6
goon,10101,1
freight,6293,1
pro,5787,4
championing,1575,1
saidon,2994,1
coulda,6623,1
coached,2786,1
somewhat,4950,1
mismatch,5521,1
competition,2418,5
clause,2190,1
bein,8351,1
unpolished,6566,1
ruined,2640,4
dayum,764,2
chargetake,7394,1
beyond,2637,8
gosh,3344,5
womens,4076,1
silently,4236,1
bugs,6210,1
bro,2125,8
shiiiiiiit,10027,1
buildings,9808,1
pithy,655,1
apperance,10556,1
spending,2391,15
filibusterer,3288,1
abbey,5217,2
#fuckery,10581,1
equals,7850,1
satin,8032,1
jealous,7202,1
aisle,1565,5
reaping,8913,1
heals,3962,1
everytime,2033,9
lgbt,9551,1
pacifier,7245,1
planning,7453,5
gore,2466,1
rachel,2230,1
#republicanstrong,3822,1
lakers,5998,1
put,168,52
sims,6650,1
outline,9960,1
gots,4014,1
slimed,5070,1
twice,3012,7
eaten,10202,1
brandon,4431,1
governmentmedia,7174,1
drowning,10558,1
musburger,7959,1
maddow,2231,1
btb,3091,1
extreme,6046,3
stockdale,8945,1
rooney,5774,1
btw,7837,2
friendly,7523,1
factual,10263,1
usar,2744,1
loans,226,8
peanutsbut,3459,1
snuffleupagas,10255,1
disrespect,5817,3
beforehand,8254,1
bum,7194,2
buh,7792,1
bug,3946,1
curse,1606,2
gang,14,7
improving,3496,2
pattys,8057,1
govt,695,41
costing,904,2
managers,2453,1
ranked,1890,11
bus,775,14
buy,3514,12
beef,2209,3
replacementref,7737,1
introduce,6175,2
submission,9657,1
raising,2175,4
statuses,7911,1
used,2423,34
#2012presidentialdebates,1807,3
suckbut,4449,1
rumble,7405,1
xanadu,6163,1
beer,176,7
ahahahahaha,3094,1
unselfish,9752,1
regenerate,5038,1
obamasthat,9492,1
longer,2898,9
offn,10296,1
connection,8726,1
situations,4212,2
tongue,8157,1
guessed,9949,1
majority,4149,4
offi,8489,1
stronger,405,3
offf,2721,1
picture,3256,3
vouchers,3245,3
bieber,6690,1
beds,7947,1
timeat,7273,1
stories,189,4
sing,3580,1
stretch,8979,1
#ronmey,10403,1
pitch,6439,2
douchebag,3278,6
obsms,10450,1
presidents,1634,16
connecting,3174,1
jajajajj,8010,1
gary,4178,3
xvideos,9510,1
audacity,8760,1
calling,533,21
ruining,6557,1
reproduc,2889,1
blackobama,1939,1
8mile,5156,1
gavel,2473,2
joking,4130,1
toyota,9444,1
strongif,8621,1
gearing,4921,1
upper,558,7
teachersi,4942,1
#jimlehrer,3143,10
presidenti,10522,1
dictated,8622,1
#hellobrooklyn,3343,1
comprehend,8170,2
#debt,9876,1
yeahhhh,6730,1
gonvernment,8427,1
beginning,2988,3
funding,4232,14
bipartisanship,1536,3
sweeping,6849,2
opens,2845,4
bye,4184,12
mooch,10126,1
9th,10478,1
#dead,1626,7
cantor,10398,1
quite,9280,3
uses,2541,6
pentameter,6507,1
kidney,4175,1
promoteprotect,9898,1
#romneyryan12,7540,1
incredibly,7095,1
antichrist,8033,1
adressing,5223,1
#denverdebateit,9577,1
store,8355,1
bunker,6118,1
aka,3684,7
stephens,2037,2
bullshit,1850,24
gaff,9652,1
eagles,8827,1
failing,1552,5
storm,5516,1
story,2846,7
curly,9501,1
placebitch,5132,1
moms,4017,4
#mercyrule,3395,2
lehr,8705,3
government,224,201
should've,6865,2
untwinkly,10544,1
gaga,10415,1
christians,5775,4
#thedream,8232,1
#romneytrumpedbo,3236,2
promised,3905,6
mood,6011,2
image,9910,1
obamabut,4813,1
#isthisreallife,8698,1
bwah,9125,1
kumons,2612,1
fustratingrt,9392,1
#denv,5685,1
blowing,1544,3
infested,7547,1
talkoing,9334,1
dinosaur,2400,2
ain,9391,1
#ushistory,8937,1
#stayontopic,8065,1
butter,6726,3
reservation,10543,1
nicholas,6415,1
promises,3682,7
air,2584,9
200k,4342,1
mono,8188,1
jobunder,3183,1
embraced,4762,1
baltasar,5086,1
mole,7294,1
barely,3161,6
mold,5213,2
raise,954,24
#utpol,9296,1
founding,1209,7
aid,2306,12
#smirk,6143,1
shrug,2540,1
zing,5046,4
repeating,1710,9
stops,5176,3
faster,7324,1
consider,3833,6
ahh,8016,2
current,3539,11
ahs,7225,2
left,482,47
monologue,2561,2
sheet,6228,2
stood,6943,1
weekly,4351,1
bear,4531,2
lineas,919,1
beat,507,13
michalle,4962,1
bogged,9576,1
bird's,1906,4
#smartchild,4533,1
squidward,8058,1
moderator's,819,2
islamofacists,7280,1
aha,7403,1
gain,5495,6
chocolate,1350,2
mexicans,5978,1
moly,3516,1
beak,3590,7
romneyhe,5921,1
garaunteed,9272,1
legs,7998,2
ago,1302,25
swearing,10351,1
waive,7197,1
amendment,1341,29
shes,3634,1
catnap,2987,1
tactical,8080,1
#knowdet,1561,1
normal,7072,3
driving,2486,10
bahamian,10702,1
flawless,9312,1
transportation,4359,1
#poorandstupid,5957,1
obamabidenclinton,2965,1
spinning,5211,2
#boring,2450,1
winlemme,5167,1
chilll,10437,1
ayooo,5967,1
hilary,5668,1
choosing,7019,4
teenager,2249,2
ann,4168,5
respectable,4459,1
victory,4931,2
seeing,330,11
spycam,522,1
likely,1191,4
groove,3428,1
ventanas,2736,1
leherer,2194,2
#dialdebate,4580,1
sleeper,3543,1
lens,9902,1
drain,7807,1
mmmmrrrrr,5961,1
anc,6048,1
skool,9879,1
romneyobama,8802,1
time's,8327,1
mathscience,4532,1
roman,9733,2
thrive,9316,2
phase,10648,1
gymnastics,10221,2
dazed,7653,1
stomp,6367,4
lehrers,10164,1
aint,183,35
specs,812,1
mirrors,2707,1
#debatetunup,7902,1
sociology,2144,1
chipotle,3257,1
existing,808,6
husband,1620,3
stole,9240,3
laughing,1511,8
#professorobama,7454,1
defence,5381,1
gala,9631,1
waits,7104,1
hands,850,21
cappuccino,1020,1
attractive,4680,4
nicely,10668,1
splitscreen,7376,1
qet,9973,1
moderatortime,8043,1
procrasting,9538,1
houses,2822,2
studios,9740,1
speed,8131,2
alf,10481,1
cocks,3582,2
#lehrer's,5330,1
ala,9069,1
madcow,9385,1
game,126,48
obamateam,9745,1
dad's,9554,1
topics,658,8
racial,8120,2
retweet,1082,6
michael,4507,3
pierced,4999,1
pregnancy,3123,1
lehrerpushes,5121,1
declaring,7663,1
approach,3853,5
manner,2664,1
defends,6524,3
workout,10218,1
uppercuts,7583,1
basketball,6875,3
abc,6029,7
abe,1174,11
gover,5146,1
gallons,3728,1
politeness,8472,1
slimy,4045,1
#obamafail,2221,3
#nerd,7008,1
ultimate,2074,2
#respecttheman,4514,1
#reprohealth,10720,1
legislature,2864,2
mccaini,8898,1
nahsty,5711,1
abt,475,9
abs,4635,1
slime,5825,1
correct,3986,6
button,3792,5
#brock,5355,1
ramblingso,6955,1
#coopgovt,10652,1
idiot,1509,20
debatenot,7669,2
deval,2280,1
regime,6758,1
aca,6822,1
#themoderator,2844,1
move,805,38
wonderful,10705,1
#army,9117,1
frustration,2656,4
samesex,9754,1
aaa,3284,1
#ofa,4177,2
ballooned,7626,1
aah,6767,1
threaten,20,4
#mittromneyreally,7047,1
clinica,55,1
#debate101,3511,1
trivializes,4341,1
ipsum,10516,1
committed,9214,1
month,962,9
#informed2012,8581,1
tightening,7282,1
bodies,5164,4
pluto,6402,1
canidate,5206,2
expert,7041,2
#presidentialdebate,124,277
#mittens,5918,4
tenemos,10680,1
patients,4485,3
obsession,10441,1
misstepping,10039,1
#oomf,10131,1
wrangle,7839,1
sharper,5192,2
realest,2336,6
yearsyou,7428,1
stepped,4605,2
lovin,6657,2
#odd,1153,1
mott,5866,1
#presdebate,3032,4
#voteromney,2676,2
wingers,10094,1
product,6214,2
#unemployment,7772,1
wayne,10476,1
additional,4723,2
#2012debate,553,25
account,6588,5
sometime,8970,1
bitch,3,66
earth,4923,4
fragil,7344,1
produce,1975,3
regina,3134,8
#epicfail,5894,2
skilled,8880,2
carvey,10713,1
healthcarecomplete,9871,1
accountability,9827,1
studies,2161,1
unfollowing,5128,1
caused,6262,5
accomplished,5375,2
accusing,4127,1
relaxed,4736,1
age,4683,9
carvel,9718,1
value,9050,1
miserably,10145,1
spell,929,8
lover,1084,1
professionalism,4080,1
loves,242,42
stove,10200,1
scream,737,4
loophole,1615,1
#noclue,10602,1
juveniles,3253,1
expressions,6503,4
studied,1463,9
matching,8688,1
mosh,6603,1
douglas,4508,1
#iadebatewatch,8732,2
thoughtful,5103,1
targeting,2445,1
sucked,10086,1
adl,7478,1
ethics,8969,1
theory,9809,1
listened,1786,2
zijn,8144,1
add,5528,6
clinics,3506,1
wipes,4650,1
everever,19,3
playing,1038,18
achieved,3212,1
#wigop,10625,1
panels,1576,6
crazy,227,18
semblance,2850,1
mccarthy,3357,2
sucker,3544,1
spent,469,9
lest,5350,1
zoning,10653,1
less,1026,31
romneyto,6741,1
aida,8753,1
millionairebillionaire,4420,1
biden,1157,16
#dragrace,9887,1
#independents,5309,1
exper,6903,1
loved,2597,2
devil,5884,5
inclusion,2213,1
spend,83,13
#slippinromney,7026,1
aids,3790,1
pissing,2083,9
jenner,719,1
times#obama,2353,1
abusing,9916,1
combover,3416,3
#stateshavepower,2471,1
pletcher,9182,1
frustrating,2465,2
necessary,3538,1
local,2309,5
act,1664,25
lets,1224,44
proobama,7577,2
aheads,4454,1
folksno,5816,1
elevator,2678,4
washington,1172,4
borring,9370,1
underfunded,8433,2
veteran,10491,1
yankee,4685,1
nazi,4161,2
haters,6025,1
frontin,10324,1
dudes,5488,3
composed,896,2
highincome,6179,1
jschool,5471,1
#dbatusa,7044,1
grabs,7250,2
obviousobamacare,6797,1
governer,3013,2
hmmmmmm,9526,1
stayswe,6317,1
grace,1380,7
lungren,4777,1
prescriptions,4812,2
deuhh,9546,1
emphasises,7993,1
excels,9033,1
owns,8843,3
osama,2262,17
mitts,6380,4
killed,3218,24
prescription,8381,1
choice,2457,21
mitty,10270,1
hardly,5947,3
snorted,8819,1
reasons,3095,5
segements,5082,1
running,151,50
plot,5125,6
ikno,1842,1
personal,1873,4
fierce,3040,1
grade,261,21
kills,3915,5
blamed,4721,1
govnr,10468,1
hard,899,38
killp,4115,2
ability,5718,4
axe,5815,2
bipartisan,322,8
inclino,4889,1
ayo,8035,2
lookin,1847,8
smith,2783,4
blames,624,1
#math101,7587,1
suggested,1966,2
#nohands,6205,1
slick,8706,2
proportionately,1438,1
banana,4437,1
#annoyed,783,1
seconds,275,31
#blogforobama,2761,5
frighten,1519,1
tweets,531,49
cancer,2980,3
aye,8267,4
keep,106,212
afford,670,35
conspiracy,10216,1
hall,6791,2
octagon,7829,1
thinghe,9496,1
half,530,38
bloated,345,1
outright,6765,1
keef,3939,3
#usproblems,6856,1
#suckstosuck,948,2
it#denverdebate2012,2992,1
handbook,8298,1
abstractly,8097,1
westeros,5203,1
#barackobama,9167,2
dessert,5188,1
classuntil,5227,1
versa,3711,1
toughest,8420,1
bailouts,5666,1
kylie,717,1
socalled,6707,1
nation,201,52
helpful,6885,2
james,6547,1
finish,1745,40
#equality,3702,2
#warmonger,5752,1
thatbut,10361,1
homeless,4959,1
continually,3418,3
govis,9937,1
shopping,6751,1
#debates2012,1648,23
killer,2921,4
nathian,4387,1
forum,1345,2
archaic,6296,1
repeal,399,13
interpret,3850,3
signal,4474,2
repeat,6573,2
rushes,5267,1
hang,9977,2
manatees,8569,1
renigg,6206,1
quo,6858,1
hand,2176,28
#thankyou,9422,1
shut,379,76
stacking,7436,1
que,49,6
poltergeist,10629,1
rfttttt,7705,1
four,910,45
#vote4morefor44,8334,1
drawn,4347,3
confession,3782,1
defense,1040,16
separate,2143,1
cleaning,3230,3
racist,1288,25
#romneyso,7567,1
sincere,3740,2
#sensata,2636,1
woodshed,8422,2
thanksgiving,7115,1
#teamobamaobiden2012,10020,1
assassinated,7227,2
forty,7243,1
medicaid,3242,3
#hideyokidshideyowife,9997,1
euthanized,2234,1
anticolonialist,9275,1
mighty,5445,2
romny,6316,1
#backpeddlethatone,1668,2
legged,3743,1
increasingly,9564,1
grader,9399,1
inauthentic,8240,1
praise,4170,1
racism,2953,3
#livenow,8590,1
forth,2542,4
shell,6565,1
mofo,5421,2
screams,8660,2
romeo,6808,4
relax,5986,1
disclaimer,5582,1
excuse,1228,14
#nojoke,3282,1
governor,94,109
fooled,142,1
worldstar,6877,2
pluck,9965,1
#normal,2107,1
city,1640,2
spokesperson,7803,1
expect,2062,11
dealer,3706,1
circular,7406,1
rascist,2403,1
matzah,8189,1
govts,5506,1
describe,9995,1
lennon,6922,1
arm,1522,3
ark,3993,1
plus,496,10
fork,1965,1
problems,582,9
form,4260,7
heartless,8244,1
art,3522,2
#roadwarrior,8978,1
#deadass,3083,1
booyah,10272,1
#bigpimping,9991,1
killin,1293,3
cite,5821,2
#johnmajor,9653,1
present,3404,2
asf,5818,1
#basement,8090,1
brimley,5137,1
plug,3579,1
charmed,4252,1
costa,7345,1
biatch,6868,1
ask,1570,45
exams,8160,1
shit,1047,174
harder,3651,5
mcdoubles,7173,2
patrick's,2281,1
shiv,1329,1
instate,3351,1
flocka,8405,1
dallas,8571,1
#hhrs,5662,1
vilifying,1571,1
shid,3600,1
stranger,9778,1
ahahhahah,5597,1
hangs,7603,2
howeva,6978,1
costs,1993,17
empowering,10345,1
#yourwelcome,6238,1
mode,2855,7
buzzfeed,7662,2
typical,9071,1
segue,8646,1
mittnot,7190,1
money,618,101
righthe,4156,1
gottah,3035,1
sulks,4398,1
viewers,1423,9
seconly,9693,1
signed,8305,3
pyramid,852,1
#landslide,9041,1
mittens,2021,34
8th,4636,3
insurers,10389,1
ahhhh,4304,1
owes,7636,2
doomed,2483,3
point,149,64
shakes,9293,1
deduced,5607,1
twolice,6159,1
transcript,10557,1
shop,6236,2
#order,2065,1
hate,965,55
foot,4606,6
ridiculed,6958,1
jersey,5081,4
humiliating,3998,1
show,728,45
sachs,4873,2
shudnt,6189,2
shot,815,10
fool,3443,16
clarifying,8261,1
hats,7092,2
#denverdebates,5414,8
#sayfie,3811,1
stripper,2670,1
rings,9738,2
avg,7635,1
systems,9051,2
alvarez,8703,1
except,4071,18
faithful,2120,2
technically,6530,1
#nwo,6914,1
depended,6749,1
toprotect,9938,1
hass,7253,1
hoodie,4390,1
pathetic,3861,3
cleveland's,9463,1
food,3113,18
identical,9802,1
#mubi,4352,1
plantell,700,1
reject,4969,3
specific,1259,22
ass,97,182
embalmed,1018,1
dishonest,3669,1
#pnpcbc,1271,3
treating,2794,5
#imdrunk,7200,1
fresh,2632,5
tomar,4657,1
houseromney,7992,1
ate,6085,7
oookaaaayy,9979,1
bullpenexpect,7990,1
sherb,7877,1
forms,8006,2
#respect,2722,2
attempting,1976,2
nearly,3287,7
flaired,3720,1
forma,9589,1
yearfor,7493,2
#salute,9252,1
wayyy,8072,1
ideals,6073,4
romey,7595,2
doortodoor,5829,1
aus,1515,1
#maddow,91,7
negative,6888,2
freeloaders,5210,1
envisioning,1779,1
referencing,3077,3
uninspiring,9045,1
angrily,6137,1
loopholes,3927,4
#presidentialdebateshe,6303,1
nonspecified,5739,1
doesnt,1398,22
whoopi,8958,1
whoops,7086,3
nailed,5848,3
knock,2057,9
thanks,104,20
roll,830,15
#massachusetts,10360,2
#logicfail,9892,1
role,694,113
dinosaurs,9605,1
kickin,8165,1
bought,2499,7
right,364,225
uapband,10182,1
borders,4855,2
samuel,6675,2
firmware,848,1
essential,5239,3
intimidated,9750,2
nhl,8630,2
#medicaid,4487,1
house#ijs,5567,1
partial,4730,1
