key,173,15,NNP,NN,JJ,
trainingchange,1497,1,
eager,6085,1,NNP,
#fail,4030,4,NN,
boda,7305,1,FW,
script,4651,1,NN,
#breadncircus,8413,1,NN,
topped,4566,5,VBD,VBN,
concretes,6710,1,NNS,
better,363,98,JJR,RB,RBR,NNP,
5steps,8232,1,NNS,
walk,2390,17,NN,VB,VBP,
constitution,5608,1,NNP,
wall,5479,3,NN,NNP,
salty,5709,1,NN,
ignored,3631,1,VBD,
saying,195,108,VBG,
nite,3776,2,NN,JJ,
congratulations,4816,5,NNS,NNP,
wake,5983,2,NN,VB,
touched,3901,7,VBN,VBD,
nixon,1263,3,NNP,
artist,4274,2,NN,
cheating,2059,8,NN,VBG,
voting,101,57,VBG,NN,NNP,
#awkward,48,3,JJ,RB,NN,
justfunny,3395,1,
#b,7948,1,NN,
#e,5878,1,NN,
audio,5859,1,NNP,
society,4362,3,NN,
communication,2624,1,NN,
singers,6781,1,NNS,
#g,7588,1,NN,VBP,
funny,874,41,JJ,NNP,
audit,3229,1,NNP,
shaver,4132,1,NN,
unsure,3146,1,JJ,
feud,4571,1,NN,
#o,1842,2,NN,
#obamabiden2012,8045,1,
ignores,4849,3,VBZ,
anew,4457,1,RB,
#t,2224,1,NN,
wedding,181,28,NN,
m'fuckas,7295,1,
suit,913,10,NN,
laying,4689,2,VBG,
#cserocksthevote,5557,1,NNP,
#importantissues,3456,1,NNS,
fell,3885,3,VBD,
#paulryanvp,5960,1,NN,
anniversaire,1301,2,NN,FW,
#firstcouple,3818,1,NN,
confirmed,8078,1,VBN,
convenience,5918,1,NN,
deliver,4301,2,VB,
grabbing,4556,2,VBG,
anybody,705,8,NN,
sorriso,7158,1,NN,
damnnnnn,5184,1,NNP,
educated,4080,9,NNP,VBN,
programs,2282,6,NNS,
#earnhardt,8007,1,NN,
noticing,5963,1,VBG,
delivers,1334,1,VBZ,
charging,4298,1,VBG,
murdered,6412,2,VBN,
shadey,5128,2,NN,JJ,
steps,1092,3,NNS,
stripes,5283,1,NNS,
emotion,5937,2,NN,
funds,4461,2,NNS,
earlier,3249,2,NNP,RBR,
bazillion,3866,1,NN,
delivery,6609,2,NN,
thee,2261,1,RB,
follower,4760,2,NN,
#us2012,6593,1,
irritated,5366,2,JJ,
showdown,2182,1,NN,
followed,5498,2,VBN,
generalities,4942,1,NNS,
kos,5375,1,NNP,
hawaiian,6138,1,JJ,
wskills,4105,1,
emanating,5839,1,VBG,
#envivo,7792,1,NNP,
irritates,4477,2,VBZ,
jacket,1892,4,NN,
usual,1179,11,JJ,
hotter,7208,1,JJR,
larger,3817,4,JJR,
guessing,8281,1,VBG,
capitalizes,7031,1,NNS,
barry,1703,9,NNP,
15th,2830,1,JJ,
dimulai,2093,1,NNP,
it'd,4478,1,
within,4865,9,IN,
#ummmmwhat,7676,1,NN,
#natgas,6055,1,NNP,
imitated,6334,1,VBD,
expenditure,8410,1,NN,
incrementar,7733,1,NNP,
second,430,10,NN,JJ,
equity,4291,1,NN,
#fuckpolitics,548,1,NNS,
#embarrassing,4634,1,VBG,
study,2622,3,VB,
slimebag,4224,1,NN,
middle,390,75,JJ,NNP,NN,
infomercial,7985,1,JJ,
preps,6094,1,NNS,
#blue,6077,2,JJ,
looks,205,190,VBZ,NNS,
results,7961,2,NNS,
hardcore,3797,1,NN,
gather,5381,1,VBP,
facebook,2607,4,NNP,
#knowledge,5943,1,NNP,
educ,4504,2,JJ,NN,
kongratulated,5259,1,VBD,
appropriate,7798,1,JJ,
fuckboy,7813,1,NN,
controlled,8420,1,VBN,
doubt,5274,3,VBP,NN,
crrrying,5928,1,NN,
suck,768,15,VB,VBP,NNP,
offering,1711,5,VBG,NN,
forthright,3142,1,JJ,
league,2839,2,NNP,
#thetruth,4176,1,NNP,
jabbed,4342,1,VBN,
#g442,2633,3,
stuff,1879,14,NN,NNP,
cnbcnyt,1740,1,
chents,4710,1,NNS,
millionaires,1835,3,NNS,
included,1972,3,VBD,
kno,5397,2,NN,VB,
srsly,7336,1,NNP,
whooping,3566,1,JJ,
appreciate,2801,5,VB,VBP,
gibson,3592,1,NNP,
asswiper,4130,1,NN,
busted,5155,1,VBN,
#immaletyoufinish,7556,1,JJ,
includes,4564,3,VBZ,
affect,5981,2,VB,
sends,2636,1,VBZ,
smaller,368,7,JJR,
wack,4146,1,NNP,
stupidly,1029,1,RB,
messaging,6899,1,NN,
stuck,769,6,VBN,VBD,NN,
giants,2429,2,NNS,NNPS,
kkk,7080,1,NN,
skipping,4343,1,VBG,
iraq,7402,1,NNP,
recognizes,568,1,VBZ,
keymaster,4878,1,NN,
felt,2493,2,VBN,
imagining,6850,1,VBG,
loosen,3935,1,VB,
condoms,6313,1,NNS,
hashtags,5676,1,NNS,
runner,7564,1,NN,
