Word1,Word2,Likilihood Ratio,Frequency,Mean Distance,StandardDeviation,Variance
#romney,sounds,11.508652458366498,2,1.0,0.0,0.0
mess,need,7.964848093339995,1,2.0,0.0,0.0
#romney,first,10.469603617381836,5,1.4,2.5099800796022267,6.300000000000001
answer,#romney,8.746347756521573,3,1.0,2.6457513110645907,7.0
comes,house,9.046232068005907,1,3.0,0.0,0.0
green,lines,12.983910497325084,1,1.0,0.0,0.0
couple,everyone,9.948245763213933,1,1.0,0.0,0.0
#obama,#romney,200.83776550894572,34,0.5294117647058825,1.6557575235604685,2.741532976827095
offer,green,12.362671895768102,1,2.0,0.0,0.0
society,people,19.54292142969253,2,2.0,0.0,0.0
history,first,12.305551713157527,2,0.5,3.5355339059327378,12.5
ann,r,12.47885863296149,1,1.0,0.0,0.0
teacher,base,13.663215438919892,1,2.0,0.0,0.0
#romney,#debate,27.545646253416407,7,0.2857142857142857,1.6035674514745464,2.5714285714285716
details,mitt,7.895910613790392,2,0.5,3.5355339059327378,12.5
ohio,haha,10.10009426328324,1,1.0,0.0,0.0
become,popular,15.617357398232166,1,1.0,0.0,0.0
anniversary,stage,10.352184722263345,2,2.5,0.7071067811865476,0.5
#mitt,lost,11.205070084273501,1,2.0,0.0,0.0
voice,barak,24.937120109905123,2,2.0,1.4142135623730951,2.0
horrible,please,8.753586271001183,1,1.0,0.0,0.0
20th,anniversary,427.8859938703312,46,1.3043478260869568,0.46521513386061175,0.2164251207729469
see,better,9.585275195852091,2,2.5,0.7071067811865476,0.5
barak,ye,31.547236108774825,2,2.5,0.7071067811865476,0.5
republican,calls,9.11316323402231,1,1.0,0.0,0.0
id,vote,7.9006438697600885,1,1.0,0.0,0.0
night,#crnc,11.640091480688469,1,1.0,0.0,0.0
lake,city,13.663215438908956,1,1.0,0.0,0.0
science,#presidentialdebates,11.130971342802269,1,2.0,0.0,0.0
anniversary,prove,12.570658880710873,2,3.0,0.0,0.0
cut,taxes,10.362140032458768,1,1.0,0.0,0.0
informed,voter,10.834661390159425,1,1.0,0.0,0.0
congratulations,anniversary,22.190981513972588,3,3.0,0.0,0.0
tonight,barack,10.23244205996366,3,2.0,0.0,0.0
luck,mr,19.250918802301946,2,1.0,0.0,0.0
barack,y,28.560316194621038,4,1.25,1.5,2.25
blog,barack,7.920985014954262,1,1.0,0.0,0.0
barry,year,9.626155253064269,1,2.0,0.0,0.0
sound,moderate,12.186585326794372,1,1.0,0.0,0.0
rick,says,10.355568841914263,1,2.0,0.0,0.0
last,yrs,8.655093634082917,1,1.0,0.0,0.0
hope,realize,9.262458493343686,1,2.0,0.0,0.0
applause,hall,15.250515493915763,1,3.0,0.0,0.0
hell,yea,9.814099185317332,1,1.0,0.0,0.0
political,statement,8.089233553073313,1,1.0,0.0,0.0
vote,#garyjohnsonforpresident,15.41787735894053,2,1.0,0.0,0.0
see,action,9.881366931714354,1,2.0,0.0,0.0
fight,#cantafford4more,8.589364591964511,1,2.0,0.0,0.0
tried,us,8.113635491707306,1,3.0,0.0,0.0
entire,band,15.11207255922643,1,1.0,0.0,0.0
lick,w,12.510381213752215,1,2.0,0.0,0.0
problems,schools,12.186585326794372,1,2.0,0.0,0.0
someone,white,8.927268129324432,1,3.0,0.0,0.0
breathy,thing,10.3729244430019,1,3.0,0.0,0.0
camera,much,8.393096717570046,1,2.0,0.0,0.0
voter,coming,10.584414004163847,1,3.0,0.0,0.0
putting,ideas,10.682535245620883,1,1.0,0.0,0.0
success,unpatriotic,15.617357398239768,1,2.0,0.0,0.0
johnson,vote,26.591809467742422,3,0.33333333333333326,2.886751345948129,8.333333333333334
gary,vote,27.348809336876712,3,1.3333333333333333,2.886751345948129,8.333333333333334
bad,bad,25.92927160051761,3,1.3333333333333333,0.5773502691896257,0.3333333333333333
watch,#election2012,27.33081386407713,4,2.25,0.5,0.25000000000000006
run,everything,12.791321692283077,1,1.0,0.0,0.0
college,slots,11.464816906253475,1,1.0,0.0,0.0
domestic,watch,24.90637021089806,3,0.6666666666666666,2.3094010767585034,5.333333333333334
see,used,13.598767729292462,2,2.5,0.7071067811865476,0.5
id,information,15.11207255922643,1,3.0,0.0,0.0
election,#election2012,8.927647971599626,1,2.0,0.0,0.0
denver,watch,20.556508816753308,3,1.6666666666666667,0.5773502691896257,0.3333333333333333
tack,like,8.233622441138447,1,3.0,0.0,0.0
someone,changed,11.1309713428044,1,3.0,0.0,0.0
fight,fight,30.396978720296232,3,1.3333333333333333,0.5773502691896257,0.3333333333333333
smaller,took,9.879963512616882,1,3.0,0.0,0.0
colleges,keeping,12.112191494408961,1,1.0,0.0,0.0
makeup,beat,26.740653029762477,2,1.0,0.0,0.0
systems,educational,15.617357398239768,1,3.0,0.0,0.0
trickledown,failed,8.223453335786473,1,2.0,0.0,0.0
mejor,la,11.347218430794996,1,3.0,0.0,0.0
team,failed,12.791321692283077,1,1.0,0.0,0.0
#election2012,second,8.927647971599626,1,3.0,0.0,0.0
soo,cute,11.464816906253475,1,1.0,0.0,0.0
ask,parents,11.205070084273501,1,2.0,0.0,0.0
begun,watch,13.432331501533298,2,1.0,0.0,0.0
tells,people,13.3943779444283,2,3.0,0.0,0.0
hub,hub,17.343333359188808,1,1.0,0.0,0.0
dig,o,11.044316984885917,1,2.0,0.0,0.0
changed,came,12.186585326802089,1,3.0,0.0,0.0
us,mess,15.517177423599932,2,3.0,0.0,0.0
changed,vote,9.079288470725146,1,2.0,0.0,0.0
sweet,knows,23.588883082529804,2,3.0,0.0,0.0
pretty,joke,15.64225918549215,2,3.0,0.0,0.0
put,presidential,9.959828204852329,2,2.5,0.7071067811865476,0.5
fit,better,9.721364487678365,1,1.0,0.0,0.0
speakers,course,12.368538274170419,1,3.0,0.0,0.0
teenager,pregnant,16.296895307688843,1,3.0,0.0,0.0
taking,office,9.508496218596775,1,1.0,0.0,0.0
closing,loopholes,30.729313500658762,2,2.0,0.0,0.0
making,confront,11.981161560970218,1,2.0,0.0,0.0
choose,network,13.837352044086117,1,3.0,0.0,0.0
science,honey,12.176360855674034,1,3.0,0.0,0.0
facts,facts,33.98871917151146,3,1.3333333333333333,0.5773502691896257,0.3333333333333333
front,podiums,12.768778478292521,1,2.0,0.0,0.0
came,asked,18.2657209181732,2,3.0,0.0,0.0
teenager,class,10.122637583505597,1,3.0,0.0,0.0
1st,3rd,9.559651090972217,1,2.0,0.0,0.0
dayton,sucks,9.135132023025733,1,1.0,0.0,0.0
seeing,biased,12.568756447130099,1,3.0,0.0,0.0
w,filter,12.510381213750748,1,2.0,0.0,0.0
romney,appear,8.08793289308727,2,2.5,0.7071067811865476,0.5
like,australia,8.233622441138447,1,1.0,0.0,0.0
economy,enough,8.297644232382453,1,2.0,0.0,0.0
economics,spinning,14.374584822506066,1,2.0,0.0,0.0
kind,dancing,12.649191281212154,1,2.0,0.0,0.0
bush,white,9.814099185319861,1,3.0,0.0,0.0
want,increased,7.890804627943865,1,1.0,0.0,0.0
romney's,hair,45.11535848193921,6,0.33333333333333326,1.632993161855452,2.666666666666667
talking,wife,13.613103991959633,3,3.0,0.0,0.0
que,sweet,9.517937729373642,1,1.0,0.0,0.0
let,explain,24.097275623471365,2,0.0,2.8284271247461903,8.0
president,seconds,8.29301497105783,2,1.0,2.8284271247461903,8.0
speaking,wtf,9.428636245811688,1,1.0,0.0,0.0
failures,#tcot,9.934446776974475,1,1.0,0.0,0.0
republican,challenger,36.53400344904061,3,1.0,0.0,0.0
seen,human,7.972409594880702,1,3.0,0.0,0.0
just,like,9.795957535085336,5,1.6,0.5477225575051661,0.3
ooh,women,11.50762988790008,1,2.0,0.0,0.0
celebrating,20th,15.506256112724373,2,2.0,0.0,0.0
born,republican,11.031046169244831,1,3.0,0.0,0.0
husband,just,10.218396845590092,2,2.0,0.0,0.0
just,let,23.686076034109078,5,0.4,1.3416407864998738,1.8
half,answering,9.879963512619383,1,2.0,0.0,0.0
message,trickle,10.355568841914263,1,1.0,0.0,0.0
got,fist,8.477266881427802,1,3.0,0.0,0.0
offered,funny,12.791321692283077,1,2.0,0.0,0.0
pulled,barack,8.961824497438496,1,1.0,0.0,0.0
re,working,13.386446039892313,1,1.0,0.0,0.0
coming,#cnn,12.112191494408961,1,3.0,0.0,0.0
different,australia,12.176360855682308,1,3.0,0.0,0.0
wedding,anniversaries,23.05226628933042,2,1.0,0.0,0.0
#debate,#denverdebate,45.16324788120892,12,0.5,1.1677484162422844,1.3636363636363635
gotta,talk,17.236164237945218,2,2.0,1.4142135623730951,2.0
just,say,28.54391248429647,7,1.0,0.0,0.0
cnn,co,10.834661390159425,1,2.0,0.0,0.0
liked,women,12.186585326794372,1,2.0,0.0,0.0
making,fun,9.018238747939051,1,1.0,0.0,0.0
days,practicing,16.29689530769746,1,2.0,0.0,0.0
#obamacare,replace,16.29689530769746,1,2.0,0.0,0.0
mittens,#presidentialdebate,9.229076749218876,2,1.0,0.0,0.0
keep,prices,19.66652633109421,2,2.0,0.0,0.0
whose,sound,11.50762988790008,1,2.0,0.0,0.0
credit,education,9.498594538064602,1,3.0,0.0,0.0
mittens,ap,13.23244092471029,1,3.0,0.0,0.0
work,may,28.487216042864958,3,2.0,0.0,0.0
get,em,15.213048630923481,2,1.0,0.0,0.0
see,candidates,9.299286344059624,2,1.5,0.7071067811865476,0.5
year,glass,11.348868571102141,1,3.0,0.0,0.0
year,prison,11.348868571102141,1,2.0,0.0,0.0
square,debate,12.350422524003577,2,3.0,0.0,0.0
added,trillion,14.57103582388546,1,1.0,0.0,0.0
barack,republican,18.123029005163062,3,3.0,0.0,0.0
mil,next,10.595051602881092,1,2.0,0.0,0.0
something,stupid,8.991761761784232,1,1.0,0.0,0.0
mitt,head,13.066089362490715,3,0.6666666666666666,2.3094010767585034,5.333333333333334
ladies,wishing,8.297644232382453,1,2.0,0.0,0.0
barack,shouts,17.944093378741755,2,1.0,0.0,0.0
please,watch,31.813217664323247,5,1.8,1.0954451150103324,1.2000000000000002
even,tweet,8.257770121308369,1,3.0,0.0,0.0
public,school,46.320510472099954,4,5.551115123125783E-17,2.0,4.000000000000001
training,force,14.065809225995537,1,3.0,0.0,0.0
tax,plan,9.722642880546005,2,1.0,0.0,0.0
even,began,22.499910270964698,2,1.0,0.0,0.0
mitt,romneys,19.225755991626045,4,1.0,0.0,0.0
tweet,thoughts,12.144197664751317,1,3.0,0.0,0.0
next,min,8.678334219769752,1,1.0,0.0,0.0
tax,reform,8.945600152855476,1,1.0,0.0,0.0
voter,line,9.814099185319861,1,2.0,0.0,0.0
showing,robot,13.38644603989276,1,3.0,0.0,0.0
got,paid,7.974954503985927,1,1.0,0.0,0.0
year,#fraudward,11.348868571102141,1,1.0,0.0,0.0
cans,full,13.614728549334206,1,1.0,0.0,0.0
flag,pin,334.35110790157,24,1.2083333333333337,0.4148511169990534,0.1721014492753623
govt,solutions,24.62276528718796,2,2.0,1.4142135623730951,2.0
watch,live,127.74295172718621,16,0.6875000000000001,1.0781929326423914,1.1625000000000003
#anniversary,#president,16.29689530769746,1,1.0,0.0,0.0
social,media,30.729313500658762,2,1.0,0.0,0.0
counters,sweetheart,16.29689530769746,1,2.0,0.0,0.0
program,heart,13.837352044086117,1,3.0,0.0,0.0
damn,thought,9.490289246000827,1,3.0,0.0,0.0
common,hashtag,15.617357398232166,1,1.0,0.0,0.0
sense,props,12.362671895767505,1,3.0,0.0,0.0
allow,shit,8.468315150482354,1,3.0,0.0,0.0
slots,good,8.047312283844661,1,1.0,0.0,0.0
trying,pass,10.668612555668382,1,1.0,0.0,0.0
anyone,blink,13.837352044086117,1,1.0,0.0,0.0
bring,teleprompter,8.84101368805949,1,2.0,0.0,0.0
programs,keep,8.774652679216778,1,2.0,0.0,0.0
keep,power,8.774652679216778,1,1.0,0.0,0.0
act,mitt,8.486625453353028,2,3.0,0.0,0.0
cut,left,10.112009164325883,1,2.0,0.0,0.0
boring,auditorium,12.568756447140487,1,1.0,0.0,0.0
start,route,8.851810622672474,1,3.0,0.0,0.0
wow,mitt,8.986590791482683,3,1.6666666666666667,0.5773502691896257,0.3333333333333333
everyone,#imhereivote,12.176360855682308,1,3.0,0.0,0.0
everyone,included,12.176360855682308,1,2.0,0.0,0.0
brain,trust,13.386446039892313,1,1.0,0.0,0.0
watch,debate,124.1217930748603,23,1.7391304347826084,1.5729934203280245,2.4743083003952573
hands,suit,10.406590180482056,1,3.0,0.0,0.0
hair,color,8.062767240415951,1,1.0,0.0,0.0
high,single,12.281614400583969,1,1.0,0.0,0.0
focus,#election2012,18.99400156928897,2,3.0,0.0,0.0
much,bullshit,9.916911907851215,1,2.0,0.0,0.0
cross,guys,13.23244092471029,1,3.0,0.0,0.0
watch,presidential,67.5701866408931,12,1.0833333333333333,1.9286515936521478,3.7196969696969693
already,leg,9.934446776974475,1,3.0,0.0,0.0
kossacks,#denverdebates,15.617357398239768,1,3.0,0.0,0.0
term,double,11.205070084273501,1,1.0,0.0,0.0
congratulates,obamas,10.16425977813509,1,1.0,0.0,0.0
undecided,#mittsthetits,12.392724475118229,1,2.0,0.0,0.0
move,sweet,8.204069213694083,1,1.0,0.0,0.0
sound,bite,13.23244092471029,1,1.0,0.0,0.0
line,bet,8.961154560100596,1,3.0,0.0,0.0
eloquent,pretty,22.575916314794526,2,0.5,2.1213203435596424,4.5
fine,president,8.886803233514328,2,3.0,0.0,0.0
changed,based,14.571035823888472,1,3.0,0.0,0.0
ideas,mittens,8.807797218888368,1,3.0,0.0,0.0
family,family,9.889851713880972,1,2.0,0.0,0.0
fucking,honey,15.11207255922643,1,3.0,0.0,0.0
obamas,family,8.671576482884745,1,2.0,0.0,0.0
remarks,#decision2012,24.496179165120004,2,1.0,0.0,0.0
ideas,solid,9.946445580735144,1,2.0,0.0,0.0
run,lets,8.392862282248814,1,3.0,0.0,0.0
many,business,9.336316387794838,1,2.0,0.0,0.0
young,definitely,10.266604825608312,1,3.0,0.0,0.0
stage,full,10.362140032458768,1,2.0,0.0,0.0
office,slash,13.614728549334206,1,3.0,0.0,0.0
hair,zing,37.820093244871146,3,1.0,0.0,0.0
offer,#denverdebate,10.718892570561252,2,2.0,0.0,0.0
opener,talking,10.48310167461467,1,3.0,0.0,0.0
high,fucking,10.053324503304907,1,1.0,0.0,0.0
1st,lady,54.11257434218351,6,1.0,0.0,0.0
wife,20th,13.2372866028918,3,3.0,0.0,0.0
dancing,girls,12.983910497319982,1,1.0,0.0,0.0
city,name,10.280582241468096,1,1.0,0.0,0.0
numbers,better,9.04404086937214,1,2.0,0.0,0.0
lying,knows,11.741836865894399,1,2.0,0.0,0.0
romney's,rebuttal,8.982385021810234,1,2.0,0.0,0.0
prep,sure,9.849165806373158,1,2.0,0.0,0.0
talk,friend,10.816817685809653,1,3.0,0.0,0.0
teachers,#denverdebate,13.065649020496721,4,1.5,0.5773502691896257,0.3333333333333333
hes,fucking,15.11207255922643,1,2.0,0.0,0.0
ur,perfect,11.205070084273942,1,1.0,0.0,0.0
hire,math,113.7452442831507,10,1.9,0.5676462121975467,0.32222222222222224
first,laugh,8.481252547680413,2,1.0,0.0,0.0
bush's,unpatriotic,14.70942052933291,1,3.0,0.0,0.0
#denverdebate,bad,17.953003054943338,4,1.0,2.160246899469287,4.666666666666667
offered,solution,13.663215438908956,1,2.0,0.0,0.0
weird,rap,17.343333359188808,1,1.0,0.0,0.0
whose,ahead,14.57103582388546,1,1.0,0.0,0.0
joke,personal,14.917836133861215,2,1.5,0.7071067811865476,0.5
begins,#decision2012,9.268098185605993,1,1.0,0.0,0.0
showing,empathy,14.57103582388546,1,1.0,0.0,0.0
lo,es,14.065809225993782,1,3.0,0.0,0.0
next,presidency,9.011771589979958,1,3.0,0.0,0.0
mentioned,dayton,8.366681788735775,1,1.0,0.0,0.0
patriot,barack,19.66458724443058,2,2.0,0.0,0.0
romney's,technical,8.982385021810234,1,2.0,0.0,0.0
straight,months,11.130971342802269,1,1.0,0.0,0.0
born,months,11.130971342802269,1,1.0,0.0,0.0
speech,thanking,11.130971342802269,1,2.0,0.0,0.0
education,#denverdebate,13.412192986980017,5,1.0,2.23606797749979,5.0
old,gray,14.70942052933291,1,2.0,0.0,0.0
get,rid,7.962204056724879,1,1.0,0.0,0.0
orange,nigga,12.510381213752215,1,2.0,0.0,0.0
barack,20th,26.7950303184449,5,2.0,2.23606797749979,5.0
keep,tuition,356.5634308292306,32,1.03125,0.1767766952966369,0.03125
#zingers,work,8.929484743267238,1,1.0,0.0,0.0
turn,channels,12.768778478292521,1,3.0,0.0,0.0
full,coverage,10.362140032458768,1,1.0,0.0,0.0
traduzindo,o,12.768778478292521,1,1.0,0.0,0.0
100k,stem,31.547236108774825,2,1.5,0.7071067811865476,0.5
con,mitt,10.070539273227908,2,2.5,0.7071067811865476,0.5
success,laying,15.617357398239768,1,2.0,0.0,0.0
blue,honesty,10.923399385302396,1,2.0,0.0,0.0
sector,r,10.280582241467712,1,2.0,0.0,0.0
story,sound,8.291153334197986,1,3.0,0.0,0.0
bell,#obama2012,8.658855875358988,1,2.0,0.0,0.0
says,expand,10.355568841914263,1,3.0,0.0,0.0
traduzindo,tipo,17.343333359188808,1,3.0,0.0,0.0
dear,#mittromney,9.142932509184106,1,1.0,0.0,0.0
put,hot,9.142932509184106,1,3.0,0.0,0.0
mittens,reminded,11.50762988790008,1,2.0,0.0,0.0
blue,brings,8.297644232382453,1,3.0,0.0,0.0
mention,fix,10.434289187190089,1,3.0,0.0,0.0
tie,#debatefest,9.445727254216198,1,3.0,0.0,0.0
change,channel,12.368538274172266,1,2.0,0.0,0.0
fist,national,12.112191494408961,1,3.0,0.0,0.0
dear,mention,9.814099185317332,1,2.0,0.0,0.0
reducing,always,12.186585326794372,1,3.0,0.0,0.0
npr,story,12.392724475118229,1,1.0,0.0,0.0
yr,front,11.723097649532981,1,2.0,0.0,0.0
hahaha,hell,10.434289187190089,1,1.0,0.0,0.0
public,twitter,8.346232338440586,1,2.0,0.0,0.0
supporting,school,11.723097649532981,1,2.0,0.0,0.0
mitt's,term,10.982679598101015,1,1.0,0.0,0.0
big,deal,11.1309713428044,1,1.0,0.0,0.0
celebrate,#ndaaruling,11.589781892634392,1,2.0,0.0,0.0
just,lost,11.091265687513555,2,1.0,0.0,0.0
straight,heard,12.568756447140487,1,3.0,0.0,0.0
mind,call,8.356627961902234,1,3.0,0.0,0.0
ass,bullshit,10.166750181056386,1,3.0,0.0,0.0
looking,hearing,19.536312974969803,2,3.0,0.0,0.0
details,facts,9.814099185317332,1,2.0,0.0,0.0
even,elected,9.495298629061985,1,3.0,0.0,0.0
box,amazing,13.414452125078952,1,3.0,0.0,0.0
thoughts,remember,11.384865637981108,1,1.0,0.0,0.0
ladies,homework,11.205070084273942,1,3.0,0.0,0.0
people,trained,8.901388485838208,1,3.0,0.0,0.0
better,#funny,10.765588312555511,1,2.0,0.0,0.0
wishes,wife,30.767586903172088,4,2.0,0.0,0.0
ap,history,14.374584822502811,1,2.0,0.0,0.0
class,decided,8.402839590004362,1,3.0,0.0,0.0
nice,neighbor,11.563207704038145,1,1.0,0.0,0.0
doe,might,12.144197664757655,1,3.0,0.0,0.0
working,lady,8.929484743260787,1,2.0,0.0,0.0
create,loopholes,10.166750181054724,1,2.0,0.0,0.0
kid,class,10.122637583505597,1,2.0,0.0,0.0
nice,bringing,11.563207704038145,1,2.0,0.0,0.0
becoming,informed,14.087948942946525,1,2.0,0.0,0.0
messed,last,11.282247836810527,1,3.0,0.0,0.0
president,began,11.63400548654603,2,2.5,0.7071067811865476,0.5
began,msnbc,15.617357398239768,1,3.0,0.0,0.0
indication,president's,14.087948942951378,1,3.0,0.0,0.0
president's,laying,14.087948942951378,1,3.0,0.0,0.0
prepared,specifics,10.836300452822272,1,1.0,0.0,0.0
wishing,anniversary,13.71731864661706,4,3.0,0.0,0.0
okay,teenager,14.70942052933291,1,3.0,0.0,0.0
start,debate,17.130679140564098,5,2.4,0.5477225575051662,0.30000000000000004
president,lady,15.542235415585424,5,1.4,2.5099800796022267,6.3
club,2nd,14.065809225995537,1,2.0,0.0,0.0
wishing,happy,151.0578935895553,18,2.7777777777777772,0.42779263194649864,0.18300653594771243
acknowledging,wife,9.066820966925519,1,2.0,0.0,0.0
break,familiar,14.70942052933291,1,2.0,0.0,0.0
fed,court,17.343333359188808,1,1.0,0.0,0.0
class,best,159.89506687195762,18,1.7222222222222219,1.1785113019775793,1.388888888888889
role,american,9.82505661978523,1,2.0,0.0,0.0
sitting,president,11.63400548654603,2,1.0,0.0,0.0
learning,tonight,8.377803717412704,1,3.0,0.0,0.0
low,information,10.355568841914263,1,1.0,0.0,0.0
plan,outfits,10.05067241312204,1,2.0,0.0,0.0
president,nervous,10.609792156060792,3,2.6666666666666665,0.5773502691896258,0.33333333333333337
en,comienza,11.589781892634392,1,3.0,0.0,0.0
obama's,box,9.00316033605597,1,1.0,0.0,0.0
20th,#anniversary,22.475986170326024,2,1.0,0.0,0.0
el,es,23.49027354168534,2,0.5,2.1213203435596424,4.5
govt,phrase,10.112009164325883,1,2.0,0.0,0.0
dice,el,24.674222466397048,2,1.5,0.7071067811865476,0.5
shout,wife,24.934534427796507,4,0.4999999999999999,2.886751345948129,8.333333333333334
mitt's,seems,8.560932574856508,1,3.0,0.0,0.0
barry,next,9.91691190784507,1,1.0,0.0,0.0
nite,wife,9.066820966925519,1,3.0,0.0,0.0
human,face,10.16221314143013,1,1.0,0.0,0.0
#presidential,now,9.110422213401499,1,2.0,0.0,0.0
basic,issues,11.865960003684393,1,1.0,0.0,0.0
works,#nobama,11.890279409346078,1,1.0,0.0,0.0
truth,bring,9.575937919684861,1,2.0,0.0,0.0
baby,statement,8.589364591964511,1,2.0,0.0,0.0
segments,increased,15.617357398232166,1,3.0,0.0,0.0
never,thought,8.36164665343972,1,1.0,0.0,0.0
houses,retirement,16.296895307688843,1,2.0,0.0,0.0
gas,important,11.589781892630079,1,3.0,0.0,0.0
fan,mr,9.153832415928363,1,2.0,0.0,0.0
work,force,10.110695016785762,1,1.0,0.0,0.0
nominee,republican,40.3509912899384,3,0.33333333333333337,2.3094010767585034,5.333333333333334
#denverdebate,congratulates,12.941768912691728,2,2.0,0.0,0.0
ass,idgaf,10.845064706356375,1,2.0,0.0,0.0
speech,creation,9.546642363564246,1,3.0,0.0,0.0
going,acknowledge,8.411478896277686,1,2.0,0.0,0.0
one,proposed,8.961824497438496,1,3.0,0.0,0.0
full,house,9.889851713880972,1,1.0,0.0,0.0
wishing,michelle,108.66078684842637,13,1.153846153846154,0.554700196225229,0.30769230769230765
going,wear,21.410801082790556,3,2.0,0.0,0.0
full,episode,12.568756447130099,1,2.0,0.0,0.0
one,bloods,8.961824497438496,1,1.0,0.0,0.0
one,crips,8.961824497438496,1,3.0,0.0,0.0
para,q,13.328437976593499,1,1.0,0.0,0.0
ran,president,11.63400548654603,2,2.0,0.0,0.0
turned,use,12.510381213752215,1,3.0,0.0,0.0
channel,couple,14.065809225995537,1,3.0,0.0,0.0
biggest,increase,14.374584822506066,1,2.0,0.0,0.0
breast,checks,16.29689530769746,1,1.0,0.0,0.0
oil,use,9.260239643302839,1,1.0,0.0,0.0
number,one,13.097400490782945,2,1.0,0.0,0.0
aww,mittens,9.730537140995466,1,1.0,0.0,0.0
many,small,9.336316387794838,1,1.0,0.0,0.0
creating,#election2012,20.424033455602938,2,3.0,0.0,0.0
says,gained,9.311869798384173,1,2.0,0.0,0.0
dan,se,59.812736554937615,4,1.0,2.309401076758503,5.333333333333333
dan,mano,30.8096901309342,2,2.0,0.0,0.0
barak,barak,12.076439584509046,1,2.0,0.0,0.0
yes,matters,11.489174964032191,1,2.0,0.0,0.0
wont,#fail,16.296895307688843,1,3.0,0.0,0.0
voz,friends,15.617357398239768,1,3.0,0.0,0.0
mitt,used,10.425395735271394,3,1.3333333333333333,0.5773502691896257,0.3333333333333333
hearts,amazing,12.368538274170419,1,2.0,0.0,0.0
hope,candidates,12.47884097848356,2,0.5,2.1213203435596424,4.5
well,sort,10.816817685809653,1,3.0,0.0,0.0
end,lies,12.791321692286715,1,2.0,0.0,0.0
goes,mitt,10.425395735271394,3,1.0,2.6457513110645907,7.0
expand,government,9.947373491583484,1,2.0,0.0,0.0
bad,#tcot,23.37674008316094,3,2.3333333333333335,0.5773502691896258,0.33333333333333337
screen,undecided,22.811860796924634,2,2.0,1.4142135623730951,2.0
spend,wedding,46.64241107308828,5,2.8,0.447213595499958,0.20000000000000004
wife,hello,8.02568950511732,1,2.0,0.0,0.0
starts,video,8.790168982052307,1,2.0,0.0,0.0
even,sense,7.97288236627341,1,2.0,0.0,0.0
educated,#teamobama,9.147616398699228,1,1.0,0.0,0.0
flirt,barack,8.961824497438496,1,2.0,0.0,0.0
see,sides,8.162385609985684,1,2.0,0.0,0.0
state,blue,17.922850234228548,2,0.5,2.1213203435596424,4.5
wait,see,12.19132177540564,2,2.0,0.0,0.0
played,joker,16.296895307688843,1,2.0,0.0,0.0
dodging,point,9.772535560391844,1,2.0,0.0,0.0
gay,marriage,65.39184532618097,5,1.0,0.0,0.0
nicholson,played,17.343333359188808,1,3.0,0.0,0.0
lets,smh,8.927647971599626,1,3.0,0.0,0.0
amazing,manufacturing,11.18476397270365,1,2.0,0.0,0.0
econ,plan,9.007439957523985,1,1.0,0.0,0.0
lets,human,7.972409594880702,1,2.0,0.0,0.0
act,barack,15.13029326966739,2,1.0,0.0,0.0
hoping,something,7.97288236627341,1,1.0,0.0,0.0
offer,stands,14.087948942951378,1,2.0,0.0,0.0
ruin,tonight,9.419810861543567,1,3.0,0.0,0.0
getting,planned,11.031046169244831,1,3.0,0.0,0.0
em,lehrer,10.648309894855245,1,2.0,0.0,0.0
question,pro,8.458550085664271,1,3.0,0.0,0.0
common,sense,14.087948942951378,1,1.0,0.0,0.0
socialist,county,14.065809225995537,1,1.0,0.0,0.0
promises,economic,8.540970386020518,1,1.0,0.0,0.0
question,asked,31.401060296949368,5,1.0,2.449489742783178,6.0
cut,bush,9.342160450876634,1,1.0,0.0,0.0
record,run,10.33422487624648,1,2.0,0.0,0.0
personal,good,11.035888197253144,2,0.5,3.5355339059327378,12.5
weird,video,14.709420529332107,1,2.0,0.0,0.0
fix,economy,8.297644232382453,1,2.0,0.0,0.0
relaxed,tone,13.38644603989276,1,1.0,0.0,0.0
school,policies,8.346232338440586,1,2.0,0.0,0.0
tell,us,33.67798357504853,5,1.0,0.0,0.0
ahead,book,15.250515493915763,1,3.0,0.0,0.0
reduce,high,10.053324503311572,1,3.0,0.0,0.0
wore,red,30.079286545227376,3,0.3333333333333335,2.886751345948129,8.333333333333334
good,switch,9.088502136400464,1,3.0,0.0,0.0
looking,proud,10.78615276626163,1,2.0,0.0,0.0
ideas,substance,12.91169909051516,1,2.0,0.0,0.0
progress,ideas,40.796438545851004,3,3.0,0.0,0.0
science,major,8.075955181976383,1,1.0,0.0,0.0
well,#america,9.772535560398296,1,3.0,0.0,0.0
true,form,12.112191494408961,1,2.0,0.0,0.0
celebrating,next,18.102924935433236,2,2.5,0.7071067811865476,0.5
good,dude,8.04731228384776,1,1.0,0.0,0.0
opened,joke,11.03599613598422,1,3.0,0.0,0.0
like,enter,8.233622441138447,1,2.0,0.0,0.0
primer,de,9.495298629061985,1,2.0,0.0,0.0
sweet,smart,20.41812815365745,2,1.0,0.0,0.0
light,president's,14.087948942951378,1,3.0,0.0,0.0
getting,votes,10.352615098922527,1,2.0,0.0,0.0
answer,questions,59.76969430564884,7,1.142857142857143,1.0690449676496976,1.1428571428571428
forced,answer,8.456412303481152,1,2.0,0.0,0.0
wow,got,13.235819030947368,2,1.5,0.7071067811865476,0.5
teachers,unions,19.10402696325403,2,1.0,0.0,0.0
call,trickledown,15.882581117734844,2,3.0,0.0,0.0
