Word,Prob,Freq,Index
aint,0.00082,25,1478
cause,0.00082,25,1235
listening,0.00082,25,1209
cant,0.00082,25,837
open,0.00082,25,703
tweets,0.00082,25,689
create,0.00082,25,638
since,0.00082,25,623
seems,0.00082,25,479
year,0.00082,25,281
#election2012,0.00082,25,238
talks,0.00082,25,127
laugh,0.00079,24,1682
little,0.00079,24,864
kind,0.00079,24,735
come,0.00079,24,273
dude,0.00079,24,172
uh,0.00076,23,3487
lot,0.00076,23,1510
head,0.00076,23,1339
word,0.00076,23,920
hope,0.00076,23,671
fake,0.00076,23,601
anyone,0.00076,23,565
comes,0.00076,23,370
hair,0.00076,23,203
please,0.00076,23,199
four,0.00076,23,150
fact,0.00076,23,130
screen,0.00072,22,1229
bet,0.00072,22,852
idea,0.00072,22,778
great,0.00072,22,666
might,0.00072,22,343
sound,0.00072,22,175
smirk,0.00072,22,122
done,0.00072,22,95
last,0.00072,22,5
future,0.00069,21,2171
companies,0.00069,21,2119
must,0.00069,21,1342
understand,0.00069,21,1270
deficit,0.00069,21,1248
stage,0.00069,21,559
keep,0.00069,21,417
world,0.00069,21,306
full,0.00069,21,124
cuts,0.00069,21,110
y'all,0.00069,21,82
n,0.00066,20,2316
champion,0.00066,20,1595
lies,0.00066,20,1383
w,0.00066,20,1187
eyes,0.00066,20,862
making,0.00066,20,831
#mitt,0.00066,20,815
sorry,0.00066,20,801
someone,0.00066,20,771
best,0.00066,20,700
answers,0.00066,20,525
away,0.00066,20,467
guys,0.00066,20,433
wins,0.00066,20,342
let,0.00066,20,75
million,0.00066,20,9
winner,0.00062,19,1774
around,0.00062,19,1718
cheat,0.00062,19,969
lehrer,0.00062,19,749
mr,0.00062,19,672
else,0.00062,19,590
point,0.00062,19,319
lie,0.00062,19,247
ready,0.00062,19,220
stand,0.00062,19,197
jim,0.00059,18,2991
attention,0.00059,18,2640
latin,0.00059,18,1593
hands,0.00059,18,1122
#nobama,0.00059,18,1084
tonight's,0.00059,18,1083
ryan,0.00059,18,918
big,0.00059,18,915
kill,0.00059,18,869
part,0.00059,18,618
another,0.00059,18,531
seriously,0.00059,18,520
times,0.00059,18,515
nice,0.00059,18,356
debates,0.00059,18,146
college,0.00059,18,66
speaking,0.00059,18,27
minute,0.00056,17,2657
type,0.00056,17,2479
walk,0.00056,17,2390
gov,0.00056,17,2281
yall,0.00056,17,2147
listen,0.00056,17,1854
speaks,0.00056,17,1634
#gop,0.00056,17,1421
fox,0.00056,17,1355
breaking,0.00056,17,1239
whole,0.00056,17,1199
#p2,0.00056,17,1066
office,0.00056,17,1041
try,0.00056,17,843
schools,0.00056,17,745
news,0.00056,17,733
life,0.00056,17,311
candidate,0.00056,17,297
ago,0.00056,17,282
poor,0.00056,17,257
kinda,0.00056,17,239
next,0.00056,17,159
put,0.00056,17,73
parents,0.00056,17,69
speak,0.00053,16,1871
far,0.00053,16,1832
thinks,0.00053,16,1544
change,0.00053,16,1249
becomes,0.00053,16,987
asked,0.00053,16,951
play,0.00053,16,948
political,0.00053,16,901
solar,0.00053,16,896
speech,0.00053,16,878
playing,0.00053,16,809
ya,0.00053,16,661
obamas,0.00053,16,377
dick,0.00053,16,223
tho,0.00053,16,188
biz,0.00053,16,170
today,0.00049,15,1994
punch,0.00049,15,1881
heard,0.00049,15,1705
training,0.00049,15,1631
remember,0.00049,15,1616
smile,0.00049,15,1371
god,0.00049,15,1272
shot,0.00049,15,1001
hand,0.00049,15,909
worst,0.00049,15,664
independent,0.00049,15,650
words,0.00049,15,643
throw,0.00049,15,468
vitality,0.00049,15,408
restore,0.00049,15,407
government,0.00049,15,336
roaring,0.00049,15,274
getting,0.00049,15,219
thought,0.00049,15,81
tie,0.00049,15,80
wish,0.00049,15,49
lose,0.00046,14,3333
#debatedenver,0.00046,14,2723
ignorant,0.00046,14,2345
guess,0.00046,14,2203
yo,0.00046,14,1932
stuff,0.00046,14,1879
questions,0.00046,14,1866
drink,0.00046,14,1858
gone,0.00046,14,1825
wealthy,0.00046,14,1776
sit,0.00046,14,1621
corporations,0.00046,14,1551
balanced,0.00046,14,1499
bitches,0.00046,14,1296
code,0.00046,14,1250
started,0.00046,14,1212
yet,0.00046,14,1048
may,0.00046,14,962
boy,0.00046,14,934
tryna,0.00046,14,844
term,0.00046,14,668
stfu,0.00046,14,655
americans,0.00046,14,535
candidates,0.00046,14,340
many,0.00046,14,132
least,0.00046,14,89
idiot,0.00046,14,88
raise,0.00043,13,2492
coming,0.00043,13,2184
call,0.00043,13,1978
solyndra,0.00043,13,1944
half,0.00043,13,1906
afford,0.00043,13,1814
day,0.00043,13,1700
hes,0.00043,13,1613
asshole,0.00043,13,1434
pretty,0.00043,13,1332
took,0.00043,13,1063
vs,0.00043,13,936
thinking,0.00043,13,910
tf,0.00043,13,845
without,0.00043,13,826
#presidentialdebate2012,0.00043,13,698
use,0.00043,13,678
straight,0.00043,13,593
long,0.00043,13,592
tune,0.00043,13,587
run,0.00043,13,528
trust,0.00043,13,518
stay,0.00043,13,445
ppl,0.00043,13,444
instead,0.00043,13,424
probably,0.00043,13,399
racist,0.00043,13,184
haha,0.00043,13,176
live,0.00043,13,129
wonder,0.00043,13,24
smiling,0.00039,12,3157
ugly,0.00039,12,2724
ask,0.00039,12,2705
line,0.00039,12,2040
lower,0.00039,12,1925
shaking,0.00039,12,1828
crazy,0.00039,12,1784
clearly,0.00039,12,1716
cuz,0.00039,12,1604
keeps,0.00039,12,1546
skills,0.00039,12,1466
wind,0.00039,12,1388
smh,0.00039,12,1358
b,0.00039,12,1237
check,0.00039,12,1216
used,0.00039,12,1116
supposed,0.00039,12,1045
spending,0.00039,12,1032
serious,0.00039,12,1005
night,0.00039,12,942
paul,0.00039,12,917
lets,0.00039,12,867
gets,0.00039,12,849
school,0.00039,12,835
suck,0.00039,12,768
came,0.00039,12,740
dad,0.00039,12,527
running,0.00039,12,409
points,0.00039,12,320
maybe,0.00039,12,153
likes,0.00039,12,78
movie,0.00036,11,3995
tonights,0.00036,11,3796
liar,0.00036,11,3209
feed,0.00036,11,2837
close,0.00036,11,2639
smooth,0.00036,11,2540
mad,0.00036,11,2347
creepy,0.00036,11,2238
republicans,0.00036,11,2210
reminds,0.00036,11,1981
tl,0.00036,11,1903
#cnndebate,0.00036,11,1827
increase,0.00036,11,1785
whatever,0.00036,11,1766
nervous,0.00036,11,1558
sexy,0.00036,11,1545
balance,0.00036,11,1428
fucked,0.00036,11,1347
bs,0.00036,11,1242
goes,0.00036,11,1127
blue,0.00036,11,1098
drunk,0.00036,11,1046
fix,0.00036,11,982
ill,0.00036,11,890
hire,0.00036,11,805
overseas,0.00036,11,787
da,0.00036,11,626
food,0.00036,11,621
campaign,0.00036,11,619
laughing,0.00036,11,602
early,0.00036,11,578
means,0.00036,11,576
govt,0.00036,11,537
mayor,0.00036,11,521
kick,0.00036,11,427
path,0.00036,11,410
pres,0.00036,11,333
s,0.00036,11,259
cares,0.00036,11,243
honestly,0.00036,11,189
working,0.00036,11,133
turn,0.00036,11,123
top,0.00036,11,86
view,0.00033,10,4572
financial,0.00033,10,4488
sources,0.00033,10,3862
nobody,0.00033,10,3212
trillion,0.00033,10,2942
growth,0.00033,10,2753
somebody,0.00033,10,2647
street,0.00033,10,2547
bc,0.00033,10,2468
lil,0.00033,10,2138
grinch,0.00033,10,2127
cool,0.00033,10,1995
either,0.00033,10,1965
declares,0.00033,10,1902
glad,0.00033,10,1816
also,0.00033,10,1707
became,0.00033,10,1644
lmfao,0.00033,10,1571
towards,0.00033,10,1535
literally,0.00033,10,1495
fire,0.00033,10,1424
personal,0.00033,10,1294
follow,0.00033,10,1137
showing,0.00033,10,1121
language,0.00033,10,1095
body,0.00033,10,1094
production,0.00033,10,1051
mitt's,0.00033,10,1010
together,0.00033,10,980
#teamromney,0.00033,10,921
investments,0.00033,10,895
almost,0.00033,10,813
doesnt,0.00033,10,803
potus,0.00033,10,709
economic,0.00033,10,676
expect,0.00033,10,662
mittens,0.00033,10,654
woman,0.00033,10,569
rather,0.00033,10,543
republican,0.00033,10,514
smart,0.00033,10,470
eat,0.00033,10,438
creating,0.00033,10,389
housing,0.00033,10,275
omg,0.00033,10,193
michelle,0.00033,10,179
thats,0.00033,10,167
become,0.00033,10,151
economics,0.00033,10,108
votes,0.00030,9,4910
within,0.00030,9,4865
reduce,0.00030,9,3578
happened,0.00030,9,3446
able,0.00030,9,3149
hit,0.00030,9,3077
clear,0.00030,9,2870
reply,0.00030,9,2742
true,0.00030,9,2587
lost,0.00030,9,2462
war,0.00030,9,2330
jus,0.00030,9,2314
registered,0.00030,9,2294
move,0.00030,9,2134
dollars,0.00030,9,2024
evil,0.00030,9,1982
promise,0.00030,9,1976
none,0.00030,9,1907
bain,0.00030,9,1826
screwed,0.00030,9,1764
policies,0.00030,9,1713
lookin,0.00030,9,1670
record,0.00030,9,1598
tweet,0.00030,9,1587
specifics,0.00030,9,1286
interested,0.00030,9,1213
mom,0.00030,9,1210
basically,0.00030,9,1072
major,0.00030,9,1054
#mockthevote,0.00030,9,991
ok,0.00030,9,983
waiting,0.00030,9,938
hey,0.00030,9,880
smirking,0.00030,9,875
taking,0.00030,9,765
friend,0.00030,9,739
weird,0.00030,9,738
#teaparty,0.00030,9,734
#romney2012,0.00030,9,707
starting,0.00030,9,693
stamps,0.00030,9,622
important,0.00030,9,617
matter,0.00030,9,586
kids,0.00030,9,542
focus,0.00030,9,539
idk,0.00030,9,529
hold,0.00030,9,510
mind,0.00030,9,483
side,0.00030,9,446
#ndaaruling,0.00030,9,413
end,0.00030,9,344
wrong,0.00030,9,312
presidents,0.00030,9,242
wife,0.00030,9,165
seen,0.00030,9,8
george,0.00026,8,3993
richer,0.00026,8,3508
agreed,0.00026,8,3056
text,0.00026,8,2741
resends,0.00026,8,2740
ones,0.00026,8,2732
weak,0.00026,8,2667
paying,0.00026,8,2638
step,0.00026,8,2596
anyway,0.00026,8,2569
child,0.00026,8,2450
ann,0.00026,8,2406
millions,0.00026,8,2349
crap,0.00026,8,2207
shook,0.00026,8,2152
buying,0.00026,8,2118
#debates2012,0.00026,8,2102
cheating,0.00026,8,2059
seconds,0.00026,8,1769
jokes,0.00026,8,1733
excuse,0.00026,8,1674
staring,0.00026,8,1660
um,0.00026,8,1647
chance,0.00026,8,1591
niggas,0.00026,8,1538
send,0.00026,8,1451
free,0.00026,8,1427
moving,0.00026,8,1398
creates,0.00026,8,1311
#,0.00026,8,1206
sad,0.00026,8,1196
canada,0.00026,8,1115
less,0.00026,8,1065
wit,0.00026,8,956
dog,0.00026,8,932
bottle,0.00026,8,903
differences,0.00026,8,833
anybody,0.00026,8,705
gotta,0.00026,8,628
home,0.00026,8,606
exactly,0.00026,8,574
talkin,0.00026,8,512
tuition,0.00026,8,501
house,0.00026,8,484
won,0.00026,8,474
corporate,0.00026,8,455
young,0.00026,8,435
#jobs,0.00026,8,402
bunch,0.00026,8,346
system,0.00026,8,304
begun,0.00026,8,276
annoying,0.00026,8,267
1st,0.00026,8,246
low,0.00026,8,137
idc,0.00023,7,5699
rehearsed,0.00023,7,5236
succeed,0.00023,7,4398
fair,0.00023,7,4394
buy,0.00023,7,3735
biofuels,0.00023,7,3509
ding,0.00023,7,3469
per,0.00023,7,3410
#cspan2012,0.00023,7,3390
coal,0.00023,7,3292
accent,0.00023,7,3247
balls,0.00023,7,3246
earth,0.00023,7,3055
reagan,0.00023,7,3043
feeling,0.00023,7,3018
girl,0.00023,7,2974
breaks,0.00023,7,2934
pisses,0.00023,7,2669
swear,0.00023,7,2599
sign,0.00023,7,2568
dropped,0.00023,7,2449
green,0.00023,7,2371
flip,0.00023,7,2362
quite,0.00023,7,2328
heart,0.00023,7,2196
#sorrynotsorry,0.00023,7,2178
response,0.00023,7,2158
sir,0.00023,7,2117
hungry,0.00023,7,2103
sell,0.00023,7,2099
read,0.00023,7,2083
kept,0.00023,7,1977
grey,0.00023,7,1946
stream,0.00023,7,1939
abc,0.00023,7,1938
yrs,0.00023,7,1929
losing,0.00023,7,1852
went,0.00023,7,1715
smug,0.00023,7,1585
gaffe,0.00023,7,1575
severely,0.00023,7,1572
poorer,0.00023,7,1569
avoid,0.00023,7,1469
parts,0.00023,7,1465
list,0.00023,7,1438
via,0.00023,7,1391
lazy,0.00023,7,1295
killed,0.00023,7,1275
holy,0.00023,7,1274
handsome,0.00023,7,1268
calling,0.00023,7,1241
smack,0.00023,7,1233
walked,0.00023,7,1176
swag,0.00023,7,1175
channel,0.00023,7,1114
cute,0.00023,7,1080
worked,0.00023,7,928
bit,0.00023,7,914
women,0.00023,7,860
gay,0.00023,7,858
o,0.00023,7,828
called,0.00023,7,790
totally,0.00023,7,752
camera,0.00023,7,681
depression,0.00023,7,667
friends,0.00023,7,589
daddy,0.00023,7,524
fuckin,0.00023,7,506
car,0.00023,7,451
using,0.00023,7,423
huge,0.00023,7,365
threw,0.00023,7,348
five,0.00023,7,290
seem,0.00023,7,287
notes,0.00023,7,217
#pmtdebate,0.00023,7,212
dnt,0.00023,7,190
key,0.00023,7,173
giving,0.00023,7,163
ideas,0.00023,7,114
created,0.00023,7,13
raised,0.00020,6,6082
blaming,0.00020,6,4741
split,0.00020,6,4645
dnc,0.00020,6,4604
joe,0.00020,6,4406
aid,0.00020,6,4304
helping,0.00020,6,4128
#education,0.00020,6,4119
sincere,0.00020,6,4084
#fb,0.00020,6,3908
terms,0.00020,6,3857
enough,0.00020,6,3846
bankrupt,0.00020,6,3789
tan,0.00020,6,3688
complete,0.00020,6,3672
pull,0.00020,6,3632
happening,0.00020,6,3593
winning,0.00020,6,3535
#denverdebates,0.00020,6,3494
name,0.00020,6,3385
snl,0.00020,6,3284
bills,0.00020,6,3180
opportunity,0.00020,6,3178
worse,0.00020,6,2944
hating,0.00020,6,2789
fun,0.00020,6,2765
kidding,0.00020,6,2748
main,0.00020,6,2733
handle,0.00020,6,2701
shipping,0.00020,6,2650
changing,0.00020,6,2642
truly,0.00020,6,2630
gate,0.00020,6,2564
slap,0.00020,6,2514
personally,0.00020,6,2494
family,0.00020,6,2488
fan,0.00020,6,2335
currently,0.00020,6,2228
talked,0.00020,6,2225
tender,0.00020,6,2202
#economy,0.00020,6,2157
capital,0.00020,6,2141
hahaha,0.00020,6,2006
promises,0.00020,6,1975
pussy,0.00020,6,1953
quit,0.00020,6,1931
mic,0.00020,6,1894
p,0.00020,6,1775
obviously,0.00020,6,1731
met,0.00020,6,1702
marry,0.00020,6,1699
tvfirst,0.00020,6,1574
strobing,0.00020,6,1573
room,0.00020,6,1543
excited,0.00020,6,1527
along,0.00020,6,1452
tear,0.00020,6,1435
wtf,0.00020,6,1425
repeat,0.00020,6,1406
history,0.00020,6,1401
community,0.00020,6,1382
sleep,0.00020,6,1377
act,0.00020,6,1324
answering,0.00020,6,1293
na,0.00020,6,1240
finally,0.00020,6,1230
double,0.00020,6,1220
plans,0.00020,6,1204
difference,0.00020,6,1112
seeing,0.00020,6,1108
military,0.00020,6,1105
paid,0.00020,6,1064
mccain,0.00020,6,1042
nose,0.00020,6,1007
die,0.00020,6,986
explain,0.00020,6,972
investing,0.00020,6,926
sentence,0.00020,6,842
show,0.00020,6,806
specific,0.00020,6,800
looked,0.00020,6,779
stuck,0.00020,6,769
team,0.00020,6,706
cutting,0.00020,6,684
deal,0.00020,6,680
clean,0.00020,6,663
failed,0.00020,6,640
debating,0.00020,6,584
facial,0.00020,6,580
#vote,0.00020,6,563
silly,0.00020,6,534
whoville,0.00020,6,522
told,0.00020,6,509
thanks,0.00020,6,472
opening,0.00020,6,431
rebuild,0.00020,6,386
except,0.00020,6,369
interesting,0.00020,6,357
ur,0.00020,6,310
support,0.00020,6,309
gm,0.00020,6,252
r,0.00020,6,226
set,0.00020,6,148
past,0.00020,6,117
#cantafford4more,0.00020,6,99
#2012debate,0.00020,6,96
notice,0.00020,6,93
student,0.00020,6,67
media,0.00020,6,62
imagine,0.00020,6,43
prefer,0.00016,5,6847
owns,0.00016,5,6620
single,0.00016,5,5545
bobby,0.00016,5,5541
screaming,0.00016,5,5500
stick,0.00016,5,5448
f,0.00016,5,5437
apologize,0.00016,5,5390
happens,0.00016,5,5275
moron,0.00016,5,5179
develop,0.00016,5,5038
topic,0.00016,5,4889
trickling,0.00016,5,4847
hoe,0.00016,5,4824
citizens,0.00016,5,4715
rnc,0.00016,5,4603
#current2012,0.00016,5,4598
topped,0.00016,5,4566
cat,0.00016,5,4492
crisis,0.00016,5,4489
priceless,0.00016,5,4465
barrack,0.00016,5,4435
mute,0.00016,5,4375
impression,0.00016,5,4359
didnt,0.00016,5,4288
background,0.00016,5,4155
educated,0.00016,5,4080
given,0.00016,5,4071
calm,0.00016,5,4053
douchebag,0.00016,5,3990
foreign,0.00016,5,3977
age,0.00016,5,3917
offshore,0.00016,5,3693
beating,0.00016,5,3646
others,0.00016,5,3645
#china,0.00016,5,3600
kid,0.00016,5,3599
hates,0.00016,5,3570
version,0.00016,5,3564
fast,0.00016,5,3511
uhh,0.00016,5,3457
wen,0.00016,5,3397
exact,0.00016,5,3368
cnn,0.00016,5,3365
goin,0.00016,5,3364
ugh,0.00016,5,3352
across,0.00016,5,3346
hour,0.00016,5,3307
remind,0.00016,5,3283
bin,0.00016,5,3225
position,0.00016,5,3213
register,0.00016,5,3206
pedophile,0.00016,5,3194
mit,0.00016,5,3172
track,0.00016,5,2997
admit,0.00016,5,2949
stiff,0.00016,5,2909
dollar,0.00016,5,2891
piece,0.00016,5,2890
employment,0.00016,5,2850
appreciate,0.00016,5,2801
youve,0.00016,5,2785
cable,0.00016,5,2731
gotten,0.00016,5,2707
round,0.00016,5,2666
spoke,0.00016,5,2490
changes,0.00016,5,2454
debt,0.00016,5,2442
find,0.00016,5,2348
reading,0.00016,5,2297
sister,0.00016,5,2290
loud,0.00016,5,2262
regulations,0.00016,5,2241
nah,0.00016,5,2236
dead,0.00016,5,2188
comedy,0.00016,5,2167
sounded,0.00016,5,2137
christmas,0.00016,5,2129
eats,0.00016,5,2115
unfollow,0.00016,5,2084
youtube,0.00016,5,2077
af,0.00016,5,2068
handshake,0.00016,5,2058
em,0.00016,5,2035
dat,0.00016,5,2033
worth,0.00016,5,2022
graded,0.00016,5,1974
pimp,0.00016,5,1952
shorter,0.00016,5,1943
respect,0.00016,5,1905
warfare,0.00016,5,1897
borrow,0.00016,5,1886
television,0.00016,5,1882
anymore,0.00016,5,1855
makeup,0.00016,5,1820
shade,0.00016,5,1818
commercial,0.00016,5,1802
massachusetts,0.00016,5,1798
worried,0.00016,5,1795
democrats,0.00016,5,1794
al,0.00016,5,1789
unless,0.00016,5,1786
noticed,0.00016,5,1782
neither,0.00016,5,1765
nicki,0.00016,5,1737
bro,0.00016,5,1723
clown,0.00016,5,1722
botox,0.00016,5,1717
outsource,0.00016,5,1708
barry,0.00016,5,1703
disagree,0.00016,5,1697
boost,0.00016,5,1686
fine,0.00016,5,1671
sneaky,0.00016,5,1635
commercials,0.00016,5,1612
add,0.00016,5,1577
internet,0.00016,5,1524
bo,0.00016,5,1496
til,0.00016,5,1481
everybody,0.00016,5,1477
opened,0.00016,5,1461
#politics,0.00016,5,1440
grow,0.00016,5,1413
educate,0.00016,5,1345
sec,0.00016,5,1267
#mitt2012,0.00016,5,1266
central,0.00016,5,1246
figure,0.00016,5,1231
usual,0.00016,5,1179
excellent,0.00016,5,1155
fb,0.00016,5,1135
creation,0.00016,5,1126
interest,0.00016,5,1119
happen,0.00016,5,1102
forward,0.00016,5,1082
constantly,0.00016,5,1079
telling,0.00016,5,1070
bottom,0.00016,5,1061
pick,0.00016,5,1040
completely,0.00016,5,1015
longer,0.00016,5,981
mention,0.00016,5,958
strong,0.00016,5,957
whenever,0.00016,5,950
ball,0.00016,5,945
boring,0.00016,5,935
tried,0.00016,5,925
crush,0.00016,5,924
suit,0.00016,5,913
keeping,0.00016,5,856
gives,0.00016,5,855
destroy,0.00016,5,846
somewhere,0.00016,5,766
problem,0.00016,5,721
topdown,0.00016,5,711
lame,0.00016,5,708
patriotism,0.00016,5,677
three,0.00016,5,660
wanting,0.00016,5,651
uhhh,0.00016,5,649
skit,0.00016,5,646
ways,0.00016,5,637
dis,0.00016,5,629
expressions,0.00016,5,581
self,0.00016,5,551
raising,0.00016,5,541
bastard,0.00016,5,494
death,0.00016,5,449
spent,0.00016,5,429
charge,0.00016,5,337
works,0.00016,5,315
confused,0.00016,5,296
risepresident,0.00016,5,277
quick,0.00016,5,263
awkward,0.00016,5,260
marriage,0.00016,5,256
intelligent,0.00016,5,235
governor,0.00016,5,208
prez,0.00016,5,201
starts,0.00016,5,177
approach,0.00016,5,87
broke,0.00016,5,65
place,0.00016,5,45
#4moreyears,0.00013,4,7174
#masen,0.00013,4,6725
google,0.00013,4,6573
advice,0.00013,4,6418
lmaoo,0.00013,4,6399
physically,0.00013,4,6359
hurt,0.00013,4,6278
les,0.00013,4,6210
attractive,0.00013,4,5799
including,0.00013,4,5741
miss,0.00013,4,5677
satan,0.00013,4,5561
holding,0.00013,4,5527
planning,0.00013,4,5471
brother,0.00013,4,5416
ham,0.00013,4,5395
ive,0.00013,4,5358
children,0.00013,4,5332
families,0.00013,4,5331
devil,0.00013,4,5209
north,0.00013,4,5079
opposite,0.00013,4,5036
lack,0.00013,4,5030
windows,0.00013,4,4989
extra,0.00013,4,4776
bag,0.00013,4,4744
inside,0.00013,4,4583
field,0.00013,4,4505
honest,0.00013,4,4500
accounts,0.00013,4,4455
struggle,0.00013,4,4335
lip,0.00013,4,4228
confident,0.00013,4,4225
g,0.00013,4,4113
golf,0.00013,4,4055
pissing,0.00013,4,3992
beat,0.00013,4,3988
throat,0.00013,4,3983
#bain,0.00013,4,3974
sports,0.00013,4,3931
water,0.00013,4,3879
homes,0.00013,4,3845
ima,0.00013,4,3788
airplane,0.00013,4,3756
built,0.00013,4,3737
leave,0.00013,4,3736
ceo,0.00013,4,3690
relaxed,0.00013,4,3642
ron,0.00013,4,3519
q,0.00013,4,3492
alcohol,0.00013,4,3479
skin,0.00013,4,3476
lowering,0.00013,4,3416
k,0.00013,4,3383
imprison,0.00013,4,3356
throwing,0.00013,4,3345
liberal,0.00013,4,3300
oil,0.00013,4,3290
nerves,0.00013,4,3258
whose,0.00013,4,3251
rapist,0.00013,4,3244
oops,0.00013,4,3215
tight,0.00013,4,3208
missed,0.00013,4,3184
missing,0.00013,4,3177
abt,0.00013,4,3073
moderating,0.00013,4,3066
character,0.00013,4,3010
pbs,0.00013,4,3007
comment,0.00013,4,2988
usa,0.00013,4,2983
scale,0.00013,4,2943
spoken,0.00013,4,2878
waste,0.00013,4,2851
outta,0.00013,4,2843
kanye,0.00013,4,2784
steal,0.00013,4,2766
amount,0.00013,4,2762
huh,0.00013,4,2709
sum,0.00013,4,2677
nbc,0.00013,4,2602
window,0.00013,4,2601
imma,0.00013,4,2548
mf,0.00013,4,2546
slip,0.00013,4,2520
awful,0.00013,4,2470
blow,0.00013,4,2424
snap,0.00013,4,2396
walks,0.00013,4,2393
rambling,0.00013,4,2344
someone's,0.00013,4,2336
staying,0.00013,4,2299
shutup,0.00013,4,2291
power,0.00013,4,2283
drinks,0.00013,4,2223
pissed,0.00013,4,2206
amen,0.00013,4,2205
source,0.00013,4,2170
stole,0.00013,4,2128
fixed,0.00013,4,2124
okay,0.00013,4,2075
