Word1,Word2,Likilihood Ratio,Frequency,Mean Distance,StandardDeviation,Variance
pbs,declared,15.977691944103015,1,2.0,0.0,0.0
education,prices,10.375456436154881,1,1.0,0.0,0.0
failed,education,20.78585656257752,2,1.0,0.0,0.0
gonna,shit,22.3029682106868,5,0.4,2.701851217221259,7.3
working,#p2,9.024342982590468,1,1.0,0.0,0.0
big,fan,23.5319822420671,2,1.0,0.0,0.0
labor,fair,14.734890555862957,1,3.0,0.0,0.0
corporations,#ndaa,12.226073615667275,1,1.0,0.0,0.0
tweets,taking,8.914475872843042,1,3.0,0.0,0.0
run,barry,26.182868007211894,2,0.0,1.4142135623730951,2.0
tag,thanks,14.023482758669907,1,2.0,0.0,0.0
hash,thanks,14.023482758669907,1,3.0,0.0,0.0
sake,cuz,13.592698626959901,1,1.0,0.0,0.0
f,nixon,14.931341560318337,1,3.0,0.0,0.0
supposed,ask,9.486574666172459,1,2.0,0.0,0.0
hire,fire,10.049540118142431,1,3.0,0.0,0.0
doubt,got,8.78878171298414,1,1.0,0.0,0.0
great,reagan,9.8522544704269,1,3.0,0.0,0.0
term,patriotism,11.04239908915092,1,2.0,0.0,0.0
term,economic,9.547925873618425,1,1.0,0.0,0.0
now,liar,24.269367697102524,3,2.0,1.0,1.0
work,#jobs,8.269366601302409,1,3.0,0.0,0.0
training,small,18.544504224330183,3,2.0,1.0,1.0
small,#shevotes,8.377719542602556,1,3.0,0.0,0.0
whip,lol,8.048504663351643,1,3.0,0.0,0.0
racist,piece,11.700962103698572,1,1.0,0.0,0.0
code,skate,13.592698626957716,1,1.0,0.0,0.0
decided,usa,13.746694152856023,1,3.0,0.0,0.0
rich,raising,8.306414340323386,1,2.0,0.0,0.0
something,#democrats,10.184708713852118,1,2.0,0.0,0.0
dhat,now,8.320738366113474,1,1.0,0.0,0.0
solar,failing,11.949857067403833,1,2.0,0.0,0.0
hes,hahaha,10.794076183000087,1,2.0,0.0,0.0
spending,solar,8.57204719081031,1,3.0,0.0,0.0
school,parents,20.60366358839127,2,0.5,3.5355339059327378,12.5
always,mix,12.000214627518503,1,1.0,0.0,0.0
better,saw,9.331734141661016,1,3.0,0.0,0.0
solar,many,8.572047190816818,1,3.0,0.0,0.0
enjoy,staring,13.688686086475691,1,3.0,0.0,0.0
nice,definitely,11.028485965887604,1,3.0,0.0,0.0
help,us,14.203136583447076,3,1.0,0.0,0.0
always,constipated,10.954934529941433,1,3.0,0.0,0.0
balance,debt,11.744883213933988,1,2.0,0.0,0.0
tag,us,8.517826722988794,1,1.0,0.0,0.0
businesses,includes,10.132168411686884,1,1.0,0.0,0.0
lost,times,9.502152539133277,1,3.0,0.0,0.0
good,start,17.43695256233366,3,1.6666666666666667,1.1547005383792517,1.3333333333333335
hurt,policies,12.24978852788174,1,3.0,0.0,0.0
justin,follow,14.197638566542537,1,3.0,0.0,0.0
#obama,jump,8.104603432373448,1,1.0,0.0,0.0
watch,#sorry,9.968425662279053,1,3.0,0.0,0.0
coming,#2012debate,10.459765969021333,1,1.0,0.0,0.0
even,#nobama,11.785263579780235,2,0.0,4.242640687119285,18.0
michelle,speech,8.572047190816818,1,3.0,0.0,0.0
tweets,minute,56.49950965143722,5,2.0,0.0,0.0
ass,games,9.107993058044823,1,2.0,0.0,0.0
many,tonight's,8.847193296649237,1,3.0,0.0,0.0
bin,w,24.21051988107225,2,3.0,0.0,0.0
#election2012,#politics,10.356429963898833,1,1.0,0.0,0.0
guy,one,14.08219393020454,3,0.33333333333333337,2.3094010767585034,5.333333333333334
given,minutes,9.112603998353805,1,2.0,0.0,0.0
detention,us,9.560136209583352,1,2.0,0.0,0.0
#gop,#election2012,18.02083928882493,2,1.5,0.7071067811865476,0.5
food,repeating,13.774719434577975,1,2.0,0.0,0.0
indefinite,us,9.560136209583352,1,3.0,0.0,0.0
lot,student,9.620566602416488,1,2.0,0.0,0.0
claims,substance,14.931341560318337,1,3.0,0.0,0.0
real,lmfaoo,9.982382278394276,1,1.0,0.0,0.0
vague,everything,11.396032729694344,1,2.0,0.0,0.0
speak,registered,9.494342476035882,1,3.0,0.0,0.0
save,us,9.560136209583352,1,1.0,0.0,0.0
btw,funny,11.577844248683547,1,3.0,0.0,0.0
sitting,student,13.344129796237688,1,3.0,0.0,0.0
sure,douche,10.597286132898283,1,3.0,0.0,0.0
right,sentences,9.492093258701647,1,1.0,0.0,0.0
libyan,attacked,17.70368711083119,1,3.0,0.0,0.0
love,rebuplicans,11.283416739329134,1,2.0,0.0,0.0
vote,ima,8.219161997432927,1,2.0,0.0,0.0
days,dumb,10.3511906416134,1,1.0,0.0,0.0
rise,tweet,13.151531379336518,1,2.0,0.0,0.0
us,folk,9.560136209583352,1,2.0,0.0,0.0
mean,fool,10.804096110009596,1,3.0,0.0,0.0
seem,worth,12.504330518454964,1,2.0,0.0,0.0
middleclass,americans,12.226073615664788,1,1.0,0.0,0.0
americans,central,11.04239908915092,1,2.0,0.0,0.0
smirk,ill,20.093576093382808,2,0.0,4.242640687119285,18.0
type,guy,35.12057626220832,4,2.0,0.0,0.0
done,#cantafford4more,9.001119179219188,1,3.0,0.0,0.0
rich,white,28.16872514143421,4,1.25,0.5,0.25
moron,joke,10.12581351188932,1,3.0,0.0,0.0
bc,threatening,13.975005465564408,1,2.0,0.0,0.0
create,basic,9.935417288335756,1,3.0,0.0,0.0
waiting,lines,13.151531379328482,1,3.0,0.0,0.0
race,#mockthevote,13.402089242224406,1,3.0,0.0,0.0
podium,rehearsed,14.734890555861284,1,2.0,0.0,0.0
hilarious,new,10.29413735349403,1,1.0,0.0,0.0
spray,booth,17.70368711083119,1,2.0,0.0,0.0
everybody,knows,9.621784014472055,1,1.0,0.0,0.0
spends,talking,9.492093258701647,1,3.0,0.0,0.0
champion,small,174.3340566104722,17,1.0,0.0,0.0
gov,central,10.64149024480622,1,2.0,0.0,0.0
talking,shit,44.88193654179554,9,0.4444444444444444,1.130388330520878,1.2777777777777777
run,listen,8.76689961656757,1,3.0,0.0,0.0
#denverdebates,#ndaaruling,26.080332460681916,2,2.0,0.0,0.0
looks,pale,8.592636487706823,1,3.0,0.0,0.0
want,famous,8.664864528076475,1,3.0,0.0,0.0
creepy,pedophile,11.544743118635537,1,2.0,0.0,0.0
#ndaaruling,#denverdebate,19.121936051860473,3,0.33333333333333337,1.1547005383792517,1.3333333333333335
gone,votes,9.769975182124966,1,3.0,0.0,0.0
y'all,y,12.436548627755233,1,2.0,0.0,0.0
bit,big,9.788019633923568,1,1.0,0.0,0.0
hopes,#forward,14.93134156032015,1,2.0,0.0,0.0
identical,shit,8.606873526321568,1,2.0,0.0,0.0
saying,private,8.249147705113046,1,3.0,0.0,0.0
y'all,young,9.472373594574435,1,1.0,0.0,0.0
women,keep,9.711263726847761,1,1.0,0.0,0.0
gaze,camera,14.734890555862957,1,3.0,0.0,0.0
says,shit,8.315668330255448,3,1.3333333333333333,2.886751345948129,8.333333333333334
look,dark,20.14461180252897,2,3.0,0.0,0.0
tiny,flag,17.70368711083119,1,1.0,0.0,0.0
bottle,nigga,18.113363316211817,2,3.0,0.0,0.0
go,time,17.208718993320872,4,1.0,0.0,0.0
energy,million,11.119493366686811,2,2.0,0.0,0.0
big,republicans,8.83096218609083,1,1.0,0.0,0.0
shut,fuck,25.549349538806382,4,0.7500000000000001,2.5,6.25
dick,shoved,13.129007355709831,1,1.0,0.0,0.0
used,hair,19.51726718968081,2,2.0,1.4142135623730951,2.0
give,fuck,29.52640065755986,5,2.2,0.4472135954999579,0.19999999999999998
told,everyone,8.208715961644202,1,1.0,0.0,0.0
jay,beyonce,17.70368711083119,1,3.0,0.0,0.0
relevant,answer,10.482481687732221,1,3.0,0.0,0.0
rich,fuck,11.448151692544798,3,1.6666666666666667,0.5773502691896257,0.3333333333333333
saying,pays,9.968425662279053,1,2.0,0.0,0.0
stuck,word,10.022206587226776,1,3.0,0.0,0.0
personal,story,11.744883213937868,1,1.0,0.0,0.0
mitt's,empathy,12.728709534283276,1,1.0,0.0,0.0
ha,romney,15.086993887202993,7,0.5714285714285714,2.5071326821120348,6.285714285714286
might,toilet,11.29584842480007,1,3.0,0.0,0.0
alaska,cause,11.034858554521378,1,1.0,0.0,0.0
congratulate,goes,13.774719434577975,1,1.0,0.0,0.0
skin,roll,15.977691944103015,1,1.0,0.0,0.0
became,boy,9.70148624943522,1,3.0,0.0,0.0
true,#forwardnotback,11.744883213937868,1,3.0,0.0,0.0
shoot,already,9.145106185103273,1,3.0,0.0,0.0
omg,cousin,12.928946921225936,1,3.0,0.0,0.0
lying,bastard,10.022206587226776,1,2.0,0.0,0.0
idk,lmao,8.28103075097647,1,3.0,0.0,0.0
swear,leaving,14.734890555862957,1,2.0,0.0,0.0
remain,silent,17.70368711083119,1,1.0,0.0,0.0
fuck,middle,9.034663448267224,2,2.5,0.7071067811865476,0.5
always,weird,8.502339575579555,1,1.0,0.0,0.0
hd,flat,16.65723945670194,1,1.0,0.0,0.0
term,topdown,11.04239908915092,1,1.0,0.0,0.0
wilson,#obama,8.104603432373448,1,3.0,0.0,0.0
romney,wants,73.59253073851607,24,1.1666666666666667,0.3806934938134404,0.144927536231884
eats,business,28.48020497877313,3,1.0,1.7320508075688772,3.0
handsome,display,13.688686086475691,1,1.0,0.0,0.0
make,energy,11.157980456874611,3,2.3333333333333335,0.5773502691896257,0.33333333333333326
look,trying,8.076189942593373,2,0.5,3.5355339059327378,12.5
capital,millions,12.436562834033566,1,2.0,0.0,0.0
life,worse,10.23955830695624,1,1.0,0.0,0.0
bitches,ya,8.57204719081031,1,3.0,0.0,0.0
slip,yes,10.054515744116507,1,2.0,0.0,0.0
decide,watch,8.925336572058882,1,3.0,0.0,0.0
remember,happens,11.27099056320062,1,3.0,0.0,0.0
lying,ass,17.97304330351352,3,1.0,2.0,4.0
yo,ass,52.45120339842288,6,0.33333333333333337,1.632993161855452,2.666666666666667
many,times,92.03662778615421,7,1.0,0.0,0.0
cheating,corporations,23.247877553160492,2,3.0,0.0,0.0
million,created,35.34910919484605,3,2.3333333333333335,0.5773502691896257,0.33333333333333326
million,jobs,87.0849900256178,10,1.1,1.286683937707919,1.6555555555555557
lookin,boy,9.923584213823887,1,1.0,0.0,0.0
contrast,warfare,15.472397501437317,1,3.0,0.0,0.0
killed,ya,10.36439655293394,1,2.0,0.0,0.0
stopped,#obama,8.104603432373448,1,1.0,0.0,0.0
warfare,#debatedenver,11.042399089156703,1,3.0,0.0,0.0
seconds,minutes,8.093414770056825,1,3.0,0.0,0.0
jimmy,carter,17.70368711083119,1,1.0,0.0,0.0
better,wipe,10.375456436154881,1,1.0,0.0,0.0
business,#denverdebate,16.3730317273546,6,1.5,0.8366600265340756,0.7
convinced,dumb,11.396032729694344,1,3.0,0.0,0.0
breath,lmao,11.777883780775383,1,2.0,0.0,0.0
tl,dats,13.592698626957716,1,1.0,0.0,0.0
reducing,pretty,12.226073615664788,1,3.0,0.0,0.0
end,shyt,13.151531379328482,1,2.0,0.0,0.0
ideas,bad,8.675176957234726,1,3.0,0.0,0.0
previous,grow,15.472397501437317,1,2.0,0.0,0.0
haha,shook,10.173655594820161,1,3.0,0.0,0.0
rmoney,restore,13.129007355709831,1,3.0,0.0,0.0
kill,coal,23.03770961368049,2,0.0,2.8284271247461903,8.0
winning,round,13.746694152853138,1,3.0,0.0,0.0
smile,ya,8.57204719081031,1,2.0,0.0,0.0
increase,production,10.471680888549116,1,3.0,0.0,0.0
#potus,winner,10.917463588712337,1,2.0,0.0,0.0
shady,yo,11.547109810344864,1,1.0,0.0,0.0
ted,see,9.65463463233193,1,3.0,0.0,0.0
agree,believe,13.880702258338488,2,2.0,0.0,0.0
house,fuckin,11.230544429015083,1,1.0,0.0,0.0
romney,trying,22.605092079028054,10,1.8,0.4216370213557839,0.17777777777777778
guess,stuck,10.899614818034479,1,2.0,0.0,0.0
see,many,13.434872507381442,2,2.0,0.0,0.0
parents,big,7.931504701870097,1,3.0,0.0,0.0
north,america,8.427804778706438,1,1.0,0.0,0.0
plan,us,25.41771954599585,5,1.0,2.345207879911715,5.5
gaffe,bothering,13.688686086475691,1,3.0,0.0,0.0
romney,better,13.260541687550017,9,0.33333333333333337,1.9364916731037085,3.75
tf,tf,9.486574666172459,1,2.0,0.0,0.0
shady,#garyjohnsonforpresident,15.977691944103015,1,3.0,0.0,0.0
helping,least,10.640321190765775,1,3.0,0.0,0.0
romney,comes,14.649588568045544,6,1.0,0.0,0.0
look,smell,8.160626270915834,1,1.0,0.0,0.0
millions,latin,10.23955830695624,1,2.0,0.0,0.0
ideas,creating,10.721898226550763,1,2.0,0.0,0.0
love,nah,21.43901405718284,2,3.0,0.0,0.0
take,romney,17.570372486148926,11,1.3636363636363638,1.8040358795061298,3.254545454545455
romney,us,9.955371814634418,10,0.6000000000000001,3.0983866769659336,9.600000000000001
look,bad,9.824123310837876,2,1.0,0.0,0.0
speak,lies,7.945320570683009,1,3.0,0.0,0.0
debate,#4moreyears,14.827763546302414,2,2.5,0.7071067811865476,0.5
fan,killing,14.023482758669907,1,3.0,0.0,0.0
actually,#denver,9.454421210613525,1,2.0,0.0,0.0
romney,wins,58.96452034938369,13,1.0,0.0,0.0
romney,shut,22.303674956033717,8,0.875,1.7268882005337975,2.982142857142857
hopes,restore,12.083192043435758,1,2.0,0.0,0.0
need,programs,8.78878171298414,1,2.0,0.0,0.0
dinner,room,14.023482758669907,1,2.0,0.0,0.0
feel,romney,43.38583711153797,16,2.4374999999999996,1.5041608956491324,2.2625
romney,rich,8.062003365818668,8,0.1250000000000001,2.1671244937540095,4.696428571428571
selfish,conservative,16.657239456691357,1,3.0,0.0,0.0
education,spent,8.152343104655102,1,2.0,0.0,0.0
lmfaoo,see,8.61213021633079,1,2.0,0.0,0.0
bruh,bush,11.034858554524249,1,1.0,0.0,0.0
excellent,hair,10.112952373450966,1,1.0,0.0,0.0
appreciate,thing,8.950927123282142,1,3.0,0.0,0.0
problem,nigger,15.472397501437317,1,2.0,0.0,0.0
oh,wait,11.836463292426856,2,1.0,0.0,0.0
soul,lmao,10.054515744116507,1,2.0,0.0,0.0
corporations,owns,25.51337198995813,2,3.0,0.0,0.0
wasting,talking,8.449929981629865,1,3.0,0.0,0.0
change,views,11.824872860888696,1,3.0,0.0,0.0
education,business,18.15589700227497,4,0.2499999999999999,2.6299556396765835,6.916666666666667
lies,television,10.412996135091163,1,3.0,0.0,0.0
educ,family,15.069735867372525,1,3.0,0.0,0.0
accent,oh,20.013306909333096,2,2.0,1.4142135623730951,2.0
#jobs,#mittromney,8.378405813883319,1,1.0,0.0,0.0
#jobs,knows,8.88680705171663,1,2.0,0.0,0.0
oh,goodness,23.826552857752056,2,2.0,0.0,0.0
line,attention,9.252324443451812,1,3.0,0.0,0.0
independent,race,12.226073615667275,1,3.0,0.0,0.0
nigga,shit,12.017688144333079,3,1.3333333333333333,2.081665999466133,4.333333333333334
field,family,13.344129796237688,1,2.0,0.0,0.0
class,#nbcpolitics,9.057235997778292,1,3.0,0.0,0.0
time,debate,8.315978177960915,4,1.0,2.309401076758503,5.333333333333333
seen,great,8.831459050986382,1,3.0,0.0,0.0
cable,come,9.935417288335756,1,3.0,0.0,0.0
americans,poorer,10.306059629124206,1,2.0,0.0,0.0
economy,seen,8.331160054940597,1,3.0,0.0,0.0
prob,drunk,13.97500546556342,1,2.0,0.0,0.0
line,paying,11.230544429015083,1,1.0,0.0,0.0
playing,drinking,52.90391726727097,5,1.6,2.6076809620810595,6.8
playing,game,16.734470159518082,2,0.5,3.5355339059327378,12.5
outsource,jobs,41.24387032172905,4,1.25,0.5,0.25
jobs,yeah,9.45750079218385,2,2.0,1.4142135623730951,2.0
thinkin,damn,11.454816071661867,1,1.0,0.0,0.0
revenue,let,12.53654168144607,1,1.0,0.0,0.0
businesses,rolling,11.176815798088292,1,2.0,0.0,0.0
questions,gov,8.447598225036245,1,2.0,0.0,0.0
gorgeous,intelligent,14.426095754602905,1,2.0,0.0,0.0
wars,#p2,13.129007355709831,1,3.0,0.0,0.0
ya,eat,9.272390482841331,1,1.0,0.0,0.0
stopped,attention,12.752924523084456,1,2.0,0.0,0.0
independence,latin,27.617647064465928,3,3.0,0.0,0.0
wen,becomes,24.940275638064584,2,2.0,0.0,0.0
relaxed,smooth,12.24978852788174,1,2.0,0.0,0.0
spoken,lot,26.316728206863374,2,3.0,0.0,0.0
bad,worse,36.00343155558325,3,1.0,2.6457513110645907,7.0
end,unemployed,12.472324341942894,1,2.0,0.0,0.0
note,hate,11.125576803191688,1,3.0,0.0,0.0
immature,right,9.492093258701647,1,1.0,0.0,0.0
stupid,shit,8.252215482343843,2,1.0,0.0,0.0
