Phrase,TextRankScore,RakeDegScore,RakeFreqScore,RakeDBFScore,ActualTweet
o preocuparme #debates ,9.223911,471,216,7.521322,
president said sweety ,9.209216,1195,506,7.993891,
go #romney ,9.206005,378,162,4.590416,
looks like mr ,9.205626,568,241,7.351622,
us flag pin ,9.204135,432,141,9.975135,
agree corporate tax rate ,9.198355,249,92,10.951986,
mitt wins ,9.194867,1641,519,5.026627,
#debates america ,9.192472,511,250,3.715199,
debate even starts ,9.189618,763,349,6.746408,
work first play later nigga ,9.186706,607,252,12.52753,
lower corp tax rate ,9.1705,231,73,12.669935,
gonna create jobs ,9.167784,359,173,6.157367,
blue one ,9.159832,271,135,4.346663,
already offering real solutions ,9.149398,189,77,9.873597,
best president ever ,9.147268,1178,528,6.370198,
first poor unemployed woman ,9.140005,649,266,9.020139,
obama's new form ,9.137215,401,144,7.255502,
mitt came ,9.136284,1646,519,5.443294,
get help ,9.129591,260,151,3.267424,
real time undecided voter ticker ,9.115136,331,131,16.47873,
keep tuition low ,9.114644,482,159,9.146138,
killing season one episode one ,9.114379,199,106,9.972789,
start telling us ,9.113665,328,136,7.120374,
#debates look ,9.107449,528,248,4.142902,
question like ,9.098514,509,265,3.789018,
anything mr president ,9.096548,1166,516,6.392262,
getting #romney ,9.093085,276,116,4.277694,
middle class people ,9.078369,448,189,7.055322,
live debate ,9.071,806,347,5.251413,
biggest jobs program ,9.064564,307,138,8.30471,
obama's opening statement ,9.05971,375,141,7.850028,
first lady barack ,9.051515,887,315,8.609855,
mitt answers ,9.048981,1631,514,4.90758,
bullet point specific sorry people ,9.047979,374,166,13.484127,
create jobs #presidentialdebate ,9.04517,405,208,5.816098,
see debate ,9.025198,743,349,4.117487,
even get ,9.025016,254,128,4.020833,
blue nd red matchn dey party ,9.022817,280,107,23.238721,
presidential #debate ,9.022403,393,151,4.929904,
michelle obama's box ,9.017483,458,178,7.14282,
romney's tie ,9.016512,527,169,6.096747,
#debates taking ,9.014804,453,213,3.664179,
says good ideas ,8.994805,346,151,6.97413,
de twitter para ,8.992242,149,51,8.9,
#debates seems ,8.967606,481,220,4.585232,
lower corporate tax rates ,8.967447,229,70,13.69829,
#debates added money ,8.961819,469,225,5.264179,
president tonight ,8.952133,1177,516,4.415969,
one night ,8.950926,223,123,3.646122,
whole red tie ,8.950336,304,124,7.03134,
obamas gonna make history ,8.94561,220,106,10.334631,
#denverdebate please answer ,8.934979,334,160,6.611847,
college students now ,8.934362,268,119,7.329514,
great job thank ,8.933233,194,97,5.774989,
new president ,8.923126,1155,483,5.493891,
see people tweeting ,8.895093,382,173,6.304987,
great president ,8.890174,1098,476,4.555316,
please tell us ,8.863546,338,144,6.560078,
president looks ,8.862631,1165,485,5.572943,
good education ,8.830135,347,161,4.304539,
love political tie messages ,8.824743,377,182,10.844278,
agree w romneys policies ,8.821702,154,65,10.042978,
romney's flag pin ,8.819855,570,158,10.955357,
good job pretending ,8.812734,286,135,6.487301,
now please allow ,8.805416,293,129,7.629793,
anniversary first ,8.795755,1107,451,4.937132,
looks like started ,8.777851,510,207,7.574065,
obamas wedding anniversary ,8.763727,745,306,7.74597,
job now ,8.745768,265,128,4.092469,
current next president ,8.74511,1089,470,7.581304,
pants right now ,8.744964,319,158,6.016279,
see recent hamilton project blog education ,8.74379,305,138,27.744248,
took one minute ,8.738005,242,125,6.659063,
romney's opening statement ,8.736554,463,142,8.738844,
mitt tries ,8.73428,1624,510,4.859961,
relatable mitt ,8.731295,1627,511,5.193294,
us economy rated 16th ,8.72299,276,118,12.248945,
watch something ,8.721534,261,113,4.667585,
obama's first mistake ,8.717915,747,288,7.233893,
obama's plan ,8.707518,359,147,4.692915,
real jobs ,8.702103,335,153,4.646748,
live now ,8.70021,364,145,5.201025,
vote #debates ,8.695149,510,251,3.664179,
dear future president ,8.693631,1071,469,6.766618,
many jobs ,8.680777,319,149,4.431694,
got us ,8.676252,292,131,4.274586,
said please stop touching ,8.670709,306,120,9.176101,
class president ,8.665563,1135,490,4.665014,
larger american flag lapel pin ,8.664274,386,110,16.908008,
make sure ,8.661148,206,118,3.507648,
new math teachers ,8.649128,278,106,7.504186,
#obama million new students ,8.648472,619,238,11.158584,
someone get ,8.641825,237,116,4.408333,
like convo speech ,8.640328,358,161,7.149452,
anniversary joke ,8.628856,690,296,4.376923,
#oil #natgas pay effective tax rate ,8.621394,209,64,24.693745,
wife michelle ,8.613772,331,172,3.908696,
economic debate ,8.612686,745,324,5.527778,
#debates drinking games ,8.608151,486,219,7.564179,
hitting mitt ,8.606476,1629,511,5.693294,
answering first question ,8.599165,710,330,6.151164,
#romney wants ,8.592098,329,140,4.515789,
keep us moving ,8.587086,422,157,7.921961,
just ask people ,8.581149,786,305,7.202778,
president makes ,8.5749,1064,461,4.539346,
best debate ever ,8.574709,787,377,6.224792,
#debates #latism yes ,8.572999,492,233,5.930846,
jobs please ,8.553343,349,159,4.611875,
durante los #debates ,8.54845,462,209,9.664179,
know us ,8.543609,326,154,4.208945,
red states red tie ,8.542842,324,134,6.961896,
mention let detroit go bankrupt ,8.532555,261,116,14.883484,
introduce mitt ,8.530448,1622,509,4.693294,
record #presidentialdebate audience million bit ,8.51673,280,134,10.737302,
#obama say use energy ,8.510698,536,236,9.207724,
card already barack ,8.486289,415,135,8.051046,
obama's econ policy ,8.483008,333,122,8.007017,
entire gop economic policy ,8.475273,223,73,11.083333,
well president ,8.473243,1086,474,4.340644,
even make sense ,8.466724,181,94,5.649513,
see right thru ,8.465717,272,137,7.184153,
love watching debates ,8.459774,422,262,4.958245,
#debates pretty generic ,8.457313,484,218,8.039179,
politics bs like da ,8.454554,358,159,9.42723,
president answer ,8.454529,1138,514,3.952073,
one gets left ,8.453036,251,131,6.041122,
gained million jobs ,8.441666,373,160,8.184075,
young ppl #obama now ,8.440179,554,247,9.157732,
middle class first ,8.44014,705,284,7.198864,
hire math science teachers ,8.430496,232,106,8.672795,
debate drinking game ,8.429571,708,318,7.813726,
customary 20th anniversary gift ,8.413784,772,310,11.962029,
romney's economic goals ,8.40658,468,134,9.423611,
anniversary answer ,8.392235,741,335,4.016923,
watching something educational beneficial ,8.386742,290,164,10.949597,
lehrer asks #romney ,8.380521,271,107,7.715789,
debate tonight ,8.379574,786,365,4.270563,
fucking amazing president ,8.379,1051,455,6.7848,
bring back class ,8.373376,214,102,6.014978,
education system #presidentialdebate ,8.36696,315,160,6.175601,
people talk shit ,8.366548,366,164,6.434211,
one time ,8.347893,337,171,3.997903,
president seems ,8.329175,1061,458,4.733126,
real time tonight ,8.325603,401,181,6.844064,
nice one ,8.311083,223,125,3.509826,
second anniversary shout ,8.310845,682,294,6.652056,
one wants ,8.304272,267,143,3.806122,
anniversary opening ,8.303599,702,291,5.0866,
mitt ,8.299391,1619,507,3.193294,
dj mitt ,8.299391,1621,508,5.193294,
first debate ,8.28549,1113,479,4.726876,
economic patriotism line ,8.283643,222,69,9.315657,
one thing ,8.271752,245,127,4.15095,
jobs taking ,8.263353,274,134,3.598361,
#presidential debates now ,8.259772,257,127,6.916279,
best one ,8.256452,278,162,3.384247,
#romney yes ,8.247537,292,125,4.282456,
now ready ,8.244993,215,110,3.491279,
big government trickledown govt ,8.241046,238,109,9.771516,
see live tweets popping ,8.216825,316,126,11.235566,
stop telling us ,8.211793,270,107,7.279714,
president imagined spending today ,8.211086,1074,470,9.000962,
watching tge debate ,8.208482,827,417,6.729167,
get used ,8.203087,221,110,4.315476,
one way ,8.197752,262,148,3.506122,
let us ,8.196828,284,112,5.00652,
zinger number one ,8.183918,224,121,5.904607,
right now ,8.182463,315,156,4.016279,
mitt's head already seems ,8.173412,182,72,10.625628,
us college kids ,8.164078,261,100,8.207278,
tax people ,8.161964,350,132,5.694445,
corporate tax rate ,8.159441,211,66,9.490448,
good opening statement ,8.15808,317,136,7.354122,
tax plan ,8.157382,223,88,5.297009,
obama's race ,8.152152,313,127,4.517434,
start talking shit ,8.131007,243,117,6.315873,
jim lehrer say questions ,8.130742,234,104,9.506795,
wedding anniversary bit ,8.130395,730,300,7.662637,
20th anniversary ,8.104597,763,307,5.462029,
#obama just say ,8.097444,1001,406,7.149692,
economic patriotism key phrase ,8.089976,230,74,11.191559,
#romney #obama ,8.086421,566,237,4.818606,
education right ,8.085341,284,141,4.026761,
come grab one ,8.058537,211,116,5.939455,
twitter tonight use #dkden ,8.043731,236,110,10.48821,
seems like jack nicholson ,8.043021,387,165,14.681616,
american education ,8.022093,252,104,5.187367,
good job ,8.003309,279,132,4.153968,
debate makes ,8.002341,673,310,4.39394,
good shit mr ,7.999729,363,173,6.3413,
hearing #romney ,7.995237,262,108,4.28502,
givin shout outs like ,7.992186,379,173,9.964267,
#debates #obama ,7.982101,762,343,4.466996,
hire new teachers ,7.981138,284,108,7.590724,
watch live ,7.973243,369,141,5.365234,
one top ,7.965759,234,138,3.231122,
#skimm debate party ,7.951415,692,312,7.992754,
wife first ,7.934504,620,282,3.999769,
lets get ,7.930103,268,120,5.291666,
debate night ,7.923442,670,313,4.006667,
just go die ,7.920203,682,273,6.08296,
#romney starts ,7.915571,312,124,5.03303,
#obama creates jobs ,7.915284,590,267,6.734511,
obama's joke ,7.906972,326,131,4.673684,
romney's media team failed ,7.896479,379,113,10.740278,
#romney thanks ,7.89076,259,106,4.333971,
first lady know ,7.889985,691,296,6.853543,
get reagan #gop ,7.885616,204,103,7.125,
hearing obama's words ,7.884039,302,116,7.567915,
next president ,7.880646,1074,465,4.581304,
first #presidentialdebate tonight ,7.871278,751,331,6.251407,
year anniversary ,7.870001,667,286,4.261538,
#debate #denverdebate ,7.868337,183,77,4.699712,
#romney sounds ,7.867834,271,107,5.182456,
romantic place joke ,7.857024,221,109,6.081203,
us needs ,7.85311,232,93,4.582278,
now watching ,7.837692,382,214,3.678779,
wife years ,7.836916,205,142,2.89054,
#romney gets ,7.83073,298,120,4.875789,
next anniversary ,7.818352,677,286,4.646154,
thru economic patriotism ,7.812442,212,64,9.921717,
looks like ,7.811988,471,188,5.521433,
president's anniversary working ,7.802928,644,271,7.055494,
best president ,7.801527,1116,503,3.890198,
#potus #romney ,7.794311,246,100,3.915789,
talk like reagan ,7.782766,398,186,6.111441,
actually watch ,7.781655,266,116,4.604017,
#debates ladies ,7.774105,443,207,3.497512,
100k science math teachers ,7.761983,201,84,11.711257,
making jobs ,7.755145,298,144,4.007452,
help us ,7.749085,276,134,3.891369,
help us measure sentiment ,7.749085,284,136,11.891369,
presidential debates ,7.738894,400,162,4.488525,
presidential debates epitomize ,7.738894,403,163,7.488525,
like watching ,7.730398,521,270,3.823063,
debate shit ,7.71934,694,318,4.5,
everytime one ,7.704377,195,104,4.806122,
get em ,7.700715,205,103,4.386904,
better jobs ,7.693325,333,158,4.23725,
#debates hire ,7.692823,486,227,4.125717,
new government spending ,7.691803,287,123,6.863174,
#potus #debates ,7.689991,442,206,3.564179,
presidential 1st lady ,7.680979,498,184,8.167692,
low energy start ,7.675431,271,102,7.878303,
good looking men ,7.673736,263,125,5.988235,
trickledown president ,7.673009,1073,462,4.833812,
obama's answer ,7.670351,377,170,4.313684,
#romney took ,7.664085,279,112,4.86873,
#denverdebate w ,7.662259,181,64,6.395833,
happy 20th #anniversary #president ,7.659835,490,173,13.300553,
someone just lost ,7.65219,596,229,6.458333,
#romney's american flag pin ,7.651538,334,97,12.953463,
romantic anniversary activity ,7.643215,699,299,7.429555,
holler #romney ,7.640624,243,97,4.515789,
want real change ,7.631137,201,112,5.900335,
#presidentialdebate remember us ,7.624192,318,152,5.56958,
great 1st answer ,7.623014,296,144,6.695743,
make valid points ,7.615189,185,98,6.250776,
sync w traditnl broadcast tv ,7.613561,131,46,18.854167,
black president ,7.611237,1059,463,4.145406,
like really ,7.607516,456,202,4.510563,
full time job ,7.607281,265,125,6.367971,
romney's joke ,7.583816,414,132,5.5625,
domestic #debates ,7.583729,466,210,5.608623,
president speak ,7.582877,1037,450,4.312073,
first #debate ,7.577678,554,220,4.801588,
unemployment issues #debate ,7.575874,121,53,6.884735,
new job creation ,7.574226,235,92,7.158008,
twitter just told ,7.563137,595,230,6.675,
#romney agree ,7.559872,277,121,3.977327,
dictating education policy ,7.558828,226,96,8.126761,
#obama debating like ,7.552402,661,290,6.730047,
anniversary 1st ,7.550638,708,292,5.189423,
question tonight ,7.544876,350,200,3.632351,
uses one ,7.544188,198,103,6.006122,
en pleno debate ,7.543735,681,305,8.541667,
one gets ,7.542904,236,123,4.166122,
race got nothing ,7.531149,159,92,5.036058,
#romney respond ,7.526175,266,109,4.44436,
help just wanted ,7.515063,627,267,5.650758,
already made mention ,7.513242,168,70,7.201751,
home one ,7.511131,213,117,3.700859,
red tie ,7.503866,287,116,4.90634,
like america ,7.503398,397,191,3.811583,
first good quote ,7.492067,690,283,7.237987,
debate vote ,7.484159,699,338,3.666667,
take women health care ,7.463541,151,84,8.65327,
great tie ,7.457606,268,110,4.77749,
change tax code ,7.456808,159,52,9.186869,
first question avoid ,7.450792,680,315,7.088664,
first question ,7.450792,677,314,4.088664,
say something ,7.447552,213,95,4.558972,
corp tax rate ,7.442666,187,58,9.736602,
een crises #debates ,7.433556,458,205,11.830846,
american flag pin ,7.433339,329,95,10.453463,
que se realizan antes de ,7.431358,157,47,20.294047,
create jobs ,7.42766,305,145,4.228796,
viable presidential candidate ,7.420917,366,139,7.388525,
damn question better ,7.420681,294,169,6.567344,
look like ,7.418375,414,189,4.239286,
#romney wins ,7.416434,261,107,4.349122,
encanta #obama hablando de su ,7.414585,461,182,19.18615,
creating jobs invest ,7.402422,287,141,5.496088,
#romney answered ,7.388888,261,104,4.960233,
#debates kick ,7.380366,454,210,4.27529,
romney's lapel pin ,7.379135,500,135,11.909902,
least one sentence ,7.373607,200,110,6.624304,
tv friendly tie ,7.368352,240,100,7.450914,
anniversary falls flat ,7.361528,632,266,7.126923,
#debates using ,7.361208,455,211,4.164179,
president #obama ,7.34367,1342,581,4.61489,
stage #debates ,7.328363,445,209,3.414179,
#romney begins ,7.324728,257,103,4.765789,
debate time ,7.320409,784,361,4.358448,
good public speaker ,7.31919,255,115,6.859596,
just got ,7.319171,623,252,4.367308,
good drinking game ,7.316322,280,120,7.824837,
make america ,7.315318,179,104,3.423747,
give tax cuts ,7.314716,187,65,11.82906,
answer something ,7.289965,197,106,4.027097,
new tps record tonight ,7.28485,327,132,11.385714,
right mr pres ,7.280225,290,147,6.230189,
really just wana close ,7.277409,690,268,11.210714,
blue tie ,7.272339,279,110,5.074788,
wide blue tie ,7.272339,282,111,8.074788,
great job avoiding ,7.257141,170,81,6.219433,
get rid ,7.253371,198,99,5.291666,
decent vice president ,7.25216,1032,445,7.97874,
wanna provide tax breaks ,7.251324,183,57,12.811111,
pretty darn good speakers ,7.251311,255,111,10.219445,
opening statement talking ,7.248109,207,91,7.087455,
obama's investments spend lots ,7.246456,306,128,9.801889,
better act like ,7.246039,425,186,7.774452,
corporate tax rates ,7.239613,185,55,10.764957,
president's anniversary ,7.239097,635,267,4.805494,
just getting started ,7.236062,611,240,6.489537,
wearing republican red ,7.234991,195,84,6.972571,
barack getting ,7.222113,355,115,5.144884,
bo just say ,7.221638,684,268,7.346875,
r living ur life wrong ,7.214147,102,39,14.339682,
corporate income tax ,7.205661,186,58,9.431624,
zinger one ,7.200674,200,110,3.722789,
please let gov ,7.199376,199,86,6.562756,
someone better call ,7.197757,165,77,6.446032,
s recommends middle class ,7.178463,270,115,11.019607,
mr president ,7.171845,1112,492,4.142262,
something seems ,7.164611,120,50,4.80815,
favorite #debates tweeter ,7.149592,465,208,9.664179,
old talking points ,7.147719,184,92,7.28916,
one hashtag ,7.147326,188,102,4.556122,
like man ,7.144296,425,194,4.260563,
man like ,7.144296,425,194,4.260563,
undecided voters graph shows ,7.140477,137,50,10.774638,
like men don frye style ,7.129751,383,166,17.482785,
anderson cooper just said ,7.129081,720,268,13.356818,
#obama2012 uhn uhn x factor went ,7.12202,73,35,14.892857,
#romney congratulations ,7.12191,249,100,4.515789,
many great things ,7.119461,173,78,6.505147,
really happy ,7.115447,469,183,4.965447,
anniversary mr ,7.109551,715,313,4.207112,
real man gon shoutout ,7.106084,202,91,10.38172,
said spend less yrs ,7.100653,249,107,8.666083,
mitt's term trickledown government ,7.091215,213,98,10.003095,
get married ,7.090379,204,107,3.412878,
#debates okay ,7.088488,444,207,3.664179,
lower middle class ,7.088132,260,108,7.571988,
one mentioned ,7.086416,215,111,4.729199,
people ever think ,7.077075,410,193,6.507778,
wedding anniversary ,7.074619,703,288,5.412637,
sound like ,7.065663,352,154,4.843896,
program called race ,7.064937,130,55,8.264385,
good call ,7.055852,235,111,4.034921,
just take ,7.052298,605,243,4.302907,
bring back #obama ,7.051483,421,193,5.964854,
ya people lets pick ,7.04987,348,134,10.85,
answer question ,7.047272,311,198,3.168455,
saturday night live ,7.043755,237,88,7.174746,
tax code close loopholes ,7.034384,162,51,12.230159,
wishing barack ,7.03319,383,130,5.188535,
fun one ,7.030776,195,105,4.377551,
public debate ,7.023248,659,302,4.666667,
great job ,7.022877,166,79,4.219433,
education system price fixing ,7.022812,225,101,10.588299,
tie thing sucks ,7.013675,266,111,6.323519,
get owned ,7.011343,206,101,5.558333,
savvy men debate ,7.006882,667,307,7.388889,
good joke ,7.005342,268,126,4.177778,
get pregnant ,7.00416,196,99,4.625,
credits american people ,7.002428,336,130,8.477273,
american people ,7.002428,333,129,5.477273,
good points ,6.998191,273,131,4.055827,
please watch ,6.996047,280,119,4.794002,
state government class ,6.990763,252,118,6.859297,
#debates super geeked ,6.977287,447,206,7.414179,
education rate ,6.973487,203,88,5.185585,
really good ,6.972351,331,150,4.427778,
love like ,6.970177,471,236,3.856308,
salt lake city last night ,6.967348,149,63,17.190574,
snl #debates skit ,6.960317,444,204,8.164179,
never liked race ,6.959861,98,52,5.788194,
opening question ,6.958636,272,154,4.238132,
#denverdebate looks stronger ,6.956109,275,97,8.052536,
now time ,6.949619,342,159,4.30806,
president gov ,6.947752,1041,455,3.937073,
jobs high ,6.944799,290,139,4.098361,
lower corp tax load ,6.934749,183,57,13.611111,
#debates coverage ,6.928202,450,209,4.039179,
#debates livestream ,6.926744,439,203,4.164179,
really saying anything ,6.923105,267,121,6.608108,
make work ,6.921378,151,89,3.284492,
numbers #romney ,6.91843,243,98,3.849122,
makes sure ,6.918357,152,85,3.862194,
speech take ,6.916537,104,61,3.516796,
#debates da ,6.915809,441,203,5.164179,
say colored people ,6.915391,383,163,8.588542,
appear authentic like ,6.913609,336,150,6.093896,
anniversary shoutout ,6.909165,629,266,4.210256,
#debates #jjp stiff ,6.908142,443,204,7.664179,
#debates #jjp ,6.908142,440,203,4.664179,
candidates please disclose ,6.906403,188,81,7.653049,
aww get ,6.898144,205,104,4.083333,
jobs flat ,6.895264,265,126,4.348361,
fox news actually predicted ,6.893046,111,47,9.656862,
love barack ,6.892599,468,188,4.978724,
current political office look ,6.891136,163,74,9.818009,
1st question round ,6.889096,285,158,6.674288,
let #obama bring ,6.885608,446,199,6.352059,
just talking ,6.8805,621,245,4.586111,
low information voters forgetful heavy drinkers ,6.87791,232,75,26.10058,
keeping tuition low ,6.862389,310,100,8.523122,
segment one ,6.859305,186,101,4.806122,
just race ,6.856195,594,232,4.51875,
#denverdebate obozo looks shook ,6.853511,285,99,12.969203,
create many small business ,6.850028,140,61,9.530435,
guy keep saying ,6.843968,279,111,6.799306,
get educated ,6.841593,194,100,3.458333,
mil people next yr ,6.840335,311,128,11.352565,
obama's eyes ,6.832333,273,107,4.257017,
good night ,6.810193,242,115,4.017778,
one month ,6.809838,183,101,3.806122,
go watch ,6.792938,326,149,4.355115,
debate #election2012 ,6.791246,633,292,4.416667,
learn something ppl ,6.788551,103,47,6.012097,
#obama kicks us ,6.787879,539,224,7.551762,
make use ,6.784877,139,72,3.990374,
look good ,6.78321,289,137,4.156501,
get laid ,6.777566,195,99,4.291666,
#debates #trickledowngovernment ,6.773493,437,202,4.164179,
get confused ,6.76575,192,99,3.291666,
best education ,6.761056,252,135,3.704886,
#debates yep ,6.75163,441,206,3.364179,
real plan ,6.750405,184,83,4.567618,
education system ,6.74945,215,97,4.588299,
improved education system ,6.74945,218,98,7.588299,
just going ,6.743808,680,321,3.873347,
michelle years ,6.741364,274,132,3.920116,
day one ,6.738157,190,106,3.431122,
one day ,6.738157,190,106,3.431122,
jobs bill ,6.738149,274,129,4.66979,
many people ,6.733661,295,123,4.75,
shake romney's hand ,6.733489,416,122,9.229167,
anniversary story ,6.732921,659,277,4.788688,
get trained ,6.732127,192,98,3.958333,
manufacturing tax breaks ,6.727685,153,46,10.277778,
relaxed first joke ,6.724708,568,231,6.310209,
now #obama explains ,6.722369,514,230,6.919096,
score one ,6.721417,184,102,3.556122,
actually going ,6.7195,224,155,3.521876,
president mess ,6.718232,1027,446,4.026359,
de negro para ,6.71717,120,38,9.133333,
leading #romney ,6.705173,243,97,4.515789,
new teachers ,6.704953,233,82,5.629186,
watching #obama talk ,6.703082,591,308,5.549528,
just watching ,6.700906,735,328,4.2375,
straight talking points ,6.700577,170,88,7.28916,
say live ,6.699261,321,123,5.256621,
rubio debates allow voters ,6.69554,147,69,11.209091,
prolly got number running ,6.694586,144,78,9.01049,
obama's wearing ,6.689486,295,117,4.53732,
wife 1st ,6.689387,221,123,4.25206,
think many women ,6.689267,202,111,5.861111,
get thrown ,6.688715,191,98,3.458333,
one heck ,6.684069,184,103,3.206122,
sitting president ,6.683542,1026,443,5.062073,
bill clinton 1st 2nd 3rd method ,6.682704,162,53,21.000596,
current tax code ,6.680767,153,46,10.277778,
good opening ,6.680085,280,121,4.887455,
actually watching ,6.676598,279,162,3.886029,
celebrate anniversary ,6.675552,635,276,3.439423,
people want ,6.671787,333,166,3.859524,
just started digging thru ,6.661673,599,227,10.560965,
just call ,6.661525,574,221,4.532143,
#debates cmo crear empleos ,6.657615,450,206,12.497512,
sounded like speaking ,6.655795,361,160,7.823063,
live tv ,6.654759,228,83,5.001413,
adam russell first personal story ,6.652615,584,230,15.6825,
breathy whispering shudder thing going ,6.65257,234,156,15.209842,
#vftcdebate #debates ,6.636989,439,203,4.164179,
already said ,6.636317,258,100,5.064171,
bho gives mo anniversary greetings ,6.635827,664,274,20.195105,
live show et ,6.615944,232,81,7.418079,
#debates chris matthews peeing ,6.597871,447,204,14.164179,
b softballed tonight's debate ,6.588612,656,299,11.690477,
cut tax ,6.580891,144,45,6.166667,
just keep staring ,6.57817,719,264,8.548016,
really just ,6.578024,670,260,4.925,
green jobs ,6.574668,263,126,3.848361,
romney's pin ,6.566926,451,124,7.455357,
michelle o ,6.566383,233,95,4.826279,
use personal stories ,6.564266,118,52,6.828173,
support gary johnson libertarian party ,6.564029,183,61,15.498309,
lick george w bush's anal hairs ,6.561778,107,27,27.4375,
president opens ,6.551335,1044,452,4.542842,
offer us ,6.537992,214,85,4.248945,
increase take home pay ,6.533354,133,71,9.879787,
just say ,6.531981,674,264,4.846875,
millionaire told us ,6.531442,234,96,6.315611,
million students even ,6.527447,218,84,7.736449,
good start ,6.527286,283,132,4.249207,
seen #debate ,6.525245,134,51,5.377743,
presidential candidate ,6.522726,361,137,4.888525,
second best game show ,6.521114,206,106,9.129946,
#romney ,6.520958,239,95,2.515789,
jackassy #romney ,6.520958,241,96,4.515789,
intimidate #romney ,6.520958,241,96,4.515789,
new low ,6.51953,290,91,6.373307,
see actual loss ,6.517941,161,76,7.15082,
debate gets testy ,6.51542,686,314,7.526667,
economic patriotism ,6.51388,192,58,6.588384,
economic patriotism huey ,6.51388,195,59,9.588384,
romney's eyes ,6.509177,361,108,5.145833,
corporate tax reform leaves ,6.505108,174,54,13.181624,
point plan hello ,6.499199,179,90,6.90812,
discusses anniversary ,6.496027,668,271,6.922378,
middle class americans ,6.495188,234,101,6.888655,
actually policy ,6.494856,151,58,5.323529,
de los ,6.481727,112,36,6.133333,
one understands ,6.481472,180,100,3.306122,
president isnt ,6.479436,1022,442,4.645406,
gotta love jim lehrer ,6.46623,220,122,9.073522,
cutest president ,6.461759,1021,442,4.312073,
romney's policies ,6.460602,365,108,5.479167,
candidates start ,6.453134,179,85,4.210964,
romney's specifics ,6.446353,368,110,5.419643,
get heated ,6.435659,190,97,3.958333,
get cooties ,6.435659,190,97,3.958333,
get ,6.435659,188,96,1.958333,
get benefits ,6.435659,190,97,3.958333,
get cable ,6.435659,190,97,3.958333,
get cannabis rescheduled ,6.435659,194,98,7.958333,
vague sound bite ideas ,6.435478,81,34,9.535714,
much like ,6.418395,369,168,4.106717,
#debates ,6.416638,435,201,2.164179,
#abc #debates ,6.416638,437,202,4.164179,
#debates whats ,6.416638,437,202,4.164179,
#domesticissues #debates ,6.416638,437,202,4.164179,
beaming #debates ,6.416638,437,202,4.164179,
#debates #e ,6.416638,437,202,4.164179,
#debates tickle ,6.416638,437,202,4.164179,
#debates click ,6.416638,437,202,4.164179,
#debates reaganesque ,6.416638,437,202,4.164179,
help people ,6.412003,304,151,3.725758,
wonderful president ,6.411778,1022,443,4.062073,
creating jobs ,6.40951,273,130,4.223361,
#obama says wants ,6.406116,535,234,6.813455,
#obama mentions getting rid ,6.403987,394,174,9.898055,
little like ,6.403322,348,157,4.060563,
feel now ,6.401583,214,103,3.998632,
tv saying thats ,6.397814,144,69,6.524775,
president second ,6.39716,1033,446,4.883502,
gone take pell grant ,6.393348,126,60,11.461241,
well just ,6.393108,606,235,4.703571,
find jobs ,6.383714,275,131,4.209472,
hot debate ,6.383152,641,296,4.291667,
college students vote ,6.378015,161,83,6.713235,
good point ,6.369744,264,126,4.066667,
just put ,6.369459,571,218,4.675,
best tie ,6.368959,286,137,4.112372,
female president ,6.368316,1024,443,4.562073,
romney's wearing ,6.36633,383,118,5.426136,
middle class rules ,6.352702,234,101,6.888655,
economy segment jill stein students ,6.352653,132,63,12.754902,
creates jobs ,6.349821,263,125,4.431694,
interesting tie choice ,6.345695,220,94,5.950914,
actually put ,6.345151,115,52,4.323529,
biggest tax increase ,6.343262,142,45,9.206349,
economic plans ,6.340324,178,61,5.641111,
great debates ,6.326294,155,77,4.043243,
keep tuition loan ,6.320173,338,114,8.954649,
cnn's undecided voters pool ,6.320151,126,46,10.536542,
elected president ,6.318245,1020,443,3.562073,
classic president ,6.304135,1021,442,4.312073,
porque hoy celebran su aniversario de ,6.304093,152,43,29.883333,
president describes ,6.303697,1024,442,5.312073,
good move ,6.301405,221,104,3.963492,
hitting higher education ,6.301147,175,81,6.960094,
obama's hand movements remind ,6.300819,298,110,13.340351,
yea lets see ,6.298815,216,94,7.173042,
obamas exactly right ,6.296531,195,98,6.233333,
feel like ,6.294289,353,159,4.142916,
now speaking ,6.28917,215,102,4.178779,
barack giving ,6.277782,345,107,5.459902,
anniversary wishes ,6.275835,657,274,5.162637,
candidates use ,6.26364,128,60,4.257182,
mittens just reminded ,6.261634,571,216,6.841667,
points right ,6.253397,210,111,3.778049,
ass tonight ,6.250306,217,98,4.722944,
made sure ,6.241116,159,86,4.069704,
even stronger woman ,6.236782,167,80,6.484722,
keeps tuition low ,6.234546,304,97,9.273122,
tuition low ,6.234546,301,96,6.273122,
engage one ,6.233132,179,99,3.806122,
one ,6.233132,177,98,1.806122,
much make ,6.230315,151,81,3.718881,
million people ,6.228562,340,131,5.502381,
economic policy ,6.22813,193,60,6.361111,
good ideas ,6.225292,228,104,4.463492,
#debate yes ,6.224415,118,59,4.008046,
first let ,6.221517,569,224,4.984451,
always mentions community colleges ,6.212554,96,36,10.253968,
making sure ,6.211622,145,85,3.544012,
say bitch please ,6.209384,246,108,6.685389,
#debate2012 #2012debate fuck ,6.208308,59,25,6.777778,
good time ,6.20716,356,163,4.369559,
1st question ,6.205675,278,155,4.340955,
ver que nos dice el ,6.19931,155,31,23.987468,
