Phrase,TextRankScore,RakeDegScore,RakeFreqScore,RakeDBFScore,ActualTweet
tweet tough qs #obama ,3.944141,355,155,9.40996,
prob turn ,3.944064,25,17,3.4,
many rights ,3.942243,70,31,4.083333,
nervous watching ,3.938976,232,144,3.5625,
benefited million students ,3.93809,158,54,8.673949,
public havent made ,3.937052,94,38,7.934783,
times tonight ,3.93397,173,82,4.303896,
couple everyone ,3.933956,52,23,5.105263,
pres starts ,3.933595,133,53,5.017241,
much love ,3.933444,198,120,3.441899,
ya help ,3.925985,98,65,3.909091,
just shouted ,3.919811,541,203,4.675,
hit back ,3.919544,64,31,4.287037,
idea first ,3.917761,512,198,5.845923,
wear blue ,3.917729,112,47,4.340541,
lower manufacturing taxes ,3.914166,78,27,8.87619,
job ,3.91091,83,42,1.97619,
views ate different ,3.907617,56,25,7.126051,
program called ,3.906814,71,23,6.420635,
top campaign contributors ,3.905265,100,58,6.777941,
always someone ,3.895076,91,32,5.95,
saying specifics ,3.89393,104,51,3.965251,
please respond ,3.893373,120,51,4.442085,
already lying ,3.892683,93,40,4.382353,
romantic way ,3.891922,163,88,3.752632,
never realized ,3.891265,45,23,3.944444,
raise tuition costs ,3.88934,171,56,8.281633,
oh yah #obama ,3.888151,377,169,6.142817,
best politics ,3.884429,119,73,3.578125,
loves america ,3.883875,89,55,3.717687,
anyone else notice ,3.882453,51,22,7.044444,
want reagan ,3.874133,114,76,3.609524,
1st thing ,3.873345,158,61,5.157328,
just figured ,3.869567,539,203,4.008333,
spent next half ,3.866396,89,39,6.81685,
hearing trickle ,3.866371,87,62,3.075353,
live overseas ,3.865352,184,60,5.084746,
live ,3.865352,182,59,3.084746,
instill live ,3.865352,184,60,5.084746,
go check ,3.863929,153,77,3.474627,
boring blue ,3.861856,106,45,4.040541,
food let ,3.856146,86,36,4.424242,
specific sorry places ,3.855178,74,35,6.678571,
simple points ,3.853423,85,45,3.878049,
hope mr ,3.851629,154,81,3.865903,
really hoping ,3.849102,149,68,4.0,
great group ,3.845799,91,40,4.90991,
back http ,3.844874,66,31,4.787037,
federal government ,3.842808,123,63,4.881356,
supporting public school ,3.839309,67,29,7.166667,
#debate2012 ,3.830563,25,9,2.777778,
smart move ,3.829204,47,26,3.619047,
npr last week ,3.824749,85,34,7.350574,
never falls ,3.824056,40,20,4.444444,
want answered ,3.821646,123,79,3.887301,
see ,3.81955,119,61,1.95082,
see exchange ,3.81955,121,62,3.95082,
barry #obama2012 ,3.812366,37,25,2.97619,
many forgot ,3.811091,73,35,3.583333,
q el ,3.811086,106,21,7.368421,
please tell ,3.808393,134,65,3.9778,
#obama took office ,3.80796,384,167,6.780758,
writing class ,3.805476,136,60,4.130719,
take shot ,3.792887,80,48,3.627907,
dont ya love ,3.792777,181,106,6.695745,
unemployment rate ,3.791262,76,28,5.240642,
real improvement ,3.79049,92,35,5.798387,
sound keystone pipeline ,3.789512,58,23,7.516666,
relatable right ,3.779509,141,74,3.9,
many times #startups ,3.775634,77,33,7.533333,
many times ,3.775634,74,32,4.533333,
libertarian party ,3.775384,76,27,5.576087,
big applause ,3.772195,49,22,3.701754,
work tomorrow ,3.771002,63,42,3.286765,
low wage sectors add ,3.768646,165,51,14.691489,
anger tonight ,3.761584,166,79,4.103896,
hope everybody ,3.760516,71,35,4.035714,
michelle ,3.75911,200,81,2.469136,
marry michelle ,3.75911,202,82,4.469136,
look human ,3.756391,118,58,4.25145,
gary johnson wants ,3.756291,162,64,9.588889,
reference race ,3.743887,64,35,3.510417,
#obama2012 lmaoooooo ,3.74236,35,23,3.47619,
million dollar pie ,3.734758,119,39,8.752381,
blame bush ,3.732562,35,17,3.939394,
phrase lol ,3.731389,101,41,5.232639,
hair gave ,3.727666,100,36,5.555555,
whole point ,3.723815,85,44,4.013889,
people ,3.718071,232,96,2.416667,
40mil people ,3.718071,234,97,4.416667,
proud american ,3.716789,106,37,4.310606,
strong point ,3.715712,81,41,4.488889,
political statement ,3.714486,75,29,5.180953,
plan ,3.713489,105,52,2.019231,
president's lies fool ,3.713423,39,16,7.0,
ahora en vivo ,3.707427,75,22,10.375,
first q ,3.704616,493,193,4.560209,
great intro ,3.70304,88,40,3.90991,
first term ,3.702903,507,197,5.560209,
look past watever ,3.701616,119,61,6.747954,
#obama talk ,3.700248,391,180,3.987028,
first second ,3.698795,507,198,5.131638,
just described ,3.698072,537,201,4.675,
just ,3.698072,535,200,2.675,
just sealed ,3.698072,537,201,4.675,
just cursed ,3.698072,537,201,4.675,
just arrived ,3.698072,537,201,4.675,
going moving ,3.697571,182,136,3.665014,
taking office ,3.697536,35,20,3.625,
#presidentialdebate #nobama opens ,3.697021,134,79,5.484738,
already tried ,3.696338,87,37,4.382353,
gay man ,3.692353,121,60,4.125,
great delivery ,3.688447,87,39,4.243243,
go fall ,3.687358,145,72,3.274627,
reinforce party id ,3.68553,80,29,8.226087,
#obama saying ,3.683913,405,179,4.410925,
government dems ,3.680562,115,62,3.214689,
black guy ,3.67845,64,35,3.651515,
really excited ,3.67455,151,74,3.392857,
actually ,3.673764,79,34,2.323529,
first meeting ,3.672311,501,196,4.960209,
point mr ,3.670983,165,89,3.719078,
great strategy ,3.662577,93,41,4.743243,
right barry ,3.662073,139,74,3.4,
woman grabbed ,3.661369,138,58,5.473504,
already wished ,3.657341,98,42,4.507353,
little shout ,3.651737,73,42,3.503704,
basic policy proposals ,3.647295,80,27,8.5,
million americans ,3.645381,126,43,5.335714,
house senate wont pass ,3.643294,40,16,11.791667,
gotten married years ,3.636974,93,63,5.905525,
yes thank ,3.636935,81,48,3.322223,
reducir el dficit ,3.636657,114,22,12.868421,
#obama wants ,3.636603,417,187,4.302817,
next stop ,3.635454,88,39,4.5,
black men ,3.634264,84,42,4.055555,
really interested ,3.630312,139,63,3.583333,
go folks ,3.625008,160,77,4.174627,
got ,3.621099,88,52,1.692308,
got umpa lumps ,3.621099,94,54,7.692308,
got dressed ,3.621099,90,53,3.692308,
got murdered ,3.621099,90,53,3.692308,
bs flag ,3.619639,132,40,5.666667,
whole campaign ,3.619108,57,25,4.477941,
weird hearing #obama ,3.618631,356,157,7.072048,
giving stories ,3.617678,67,29,4.576923,
#mittromney starts writing ,3.617549,116,49,6.749564,
wonderful years ,3.615825,81,55,3.20098,
someone tells ,3.613816,72,30,4.75,
telling stories ,3.613507,77,31,4.966667,
need money ,3.608788,73,58,2.560526,
social media ever ,3.608348,86,34,7.88,
pres suit ,3.607976,70,29,4.5,
listening tonight ,3.606833,166,79,4.103896,
reducing tuition ,3.591345,158,52,5.414966,
audience stay quiet ,3.590262,41,23,5.547619,
lot better ,3.589835,97,55,3.191521,
#teamobama ew ,3.584478,31,15,3.653846,
family man ,3.583724,126,62,4.2,
point breakdown #mittromney ,3.582161,98,48,7.343434,
really tune ,3.581761,142,65,3.65,
next statement ,3.580434,96,41,4.735898,
think #obama ,3.578726,443,214,3.913928,
politicians speak bs ,3.578667,41,20,6.166667,
warm hearted joke ,3.570657,80,39,7.5,
american citizens ,3.566899,105,35,5.060606,
dayton part ,3.564142,55,28,3.923077,
speech ,3.562311,34,18,1.888889,
speech writer ,3.562311,36,19,3.888889,
campaign tomorrow ,3.561746,55,25,4.227941,
entire economy ,3.560505,70,40,4.166667,
teachers ,3.560034,93,38,2.447368,
want pandering ,3.558613,104,72,2.942857,
even started ,3.55522,105,51,4.115132,
y ahora debaten ,3.549707,112,23,12.078432,
#expandthedebate tonight ,3.549431,164,78,4.103896,
republican family ,3.548299,74,29,4.936842,
guys love ,3.545744,170,106,3.262412,
boost energy production ,3.54173,56,22,7.465385,
response race ,3.541691,77,41,3.84375,
nice life ,3.540852,58,32,4.103704,
tweets start flowing ,3.540659,102,49,6.271429,
whole making ,3.536428,59,30,4.034091,
high student loans ,3.536171,68,29,7.75,
let gerry spence cross examine ,3.533564,101,38,20.424242,
looking less ,3.532047,52,28,3.860962,
political world ,3.530631,54,25,4.168831,
#obama way ,3.530083,412,192,4.002817,
#presidentialdebate thank ,3.527866,128,81,3.142858,
sweet though ,3.526491,40,24,3.356644,
even began ,3.525405,84,36,6.5625,
really hurting ,3.517704,142,64,4.0,
college due ,3.515951,52,21,4.625,
fun night ,3.515438,64,32,4.411429,
already hitting ,3.512393,91,38,4.882353,
time mr ,3.508399,257,126,4.02197,
real results ,3.508129,81,32,4.548387,
please ignore ,3.503552,98,41,3.763514,
mrs #obama ,3.500892,350,158,3.740317,
#obama2012 ,3.497898,31,21,1.47619,
#obama2012 h ,3.497898,33,22,3.47619,
already annoyed ,3.49734,86,37,4.04902,
keep count ,3.493615,192,70,4.444445,
first issue ,3.493614,501,196,4.960209,
anything #obama ,3.490166,381,166,4.552817,
solid answer ,3.488879,133,81,3.306667,
know ,3.488456,122,75,1.626667,
keeping tuition ,3.487778,160,53,5.331633,
first memorized ,3.487573,493,193,4.560209,
first bob ,3.487136,495,194,4.560209,
math liberal arts matter ,3.483785,65,35,9.75,
needs studying ,3.483341,36,19,3.6,
opening goes ,3.477916,120,46,5.109677,
keep pointing ,3.477309,188,66,5.206349,
colorado tonight ,3.47471,165,79,3.603896,
love ya ,3.474666,176,104,4.195745,
well defined bold ,3.471808,80,39,7.028571,
really cool ,3.470997,142,66,3.416667,
horrible answer ,3.470088,126,77,3.14,
gonna lower ,3.467958,98,43,4.861904,
first response ,3.46341,507,200,4.560209,
questions asked ,3.462945,91,45,4.065476,
big ole screen ,3.461808,64,27,8.201754,
mention switch grass ,3.459539,41,18,6.384615,
many #zingers ,3.45822,70,31,4.083333,
call bullshit ,3.45765,46,25,3.607143,
put faces ,3.45231,42,21,4.0,
fed court oct 16th ,3.451445,24,7,14.0,
policy segment ,3.447265,81,27,6.0,
bring em ,3.443526,56,31,4.053571,
domestic oil production ,3.438508,63,22,8.419444,
better speaker ,3.437329,101,47,4.320707,
many votes ,3.435413,70,31,4.083333,
ass handed ,3.434383,60,24,4.285715,
campaign season ,3.433341,49,20,5.352941,
best speaker ,3.432511,125,75,3.759943,
said ,3.431009,177,66,2.681818,
economy moving ,3.430681,97,51,4.133334,
start things ,3.426791,114,56,4.0,
boost economy ,3.4237,69,40,3.916667,
want somebody ,3.422606,116,74,5.192857,
comercio con amrica latina ,3.419298,46,9,19.166667,
nice touch ,3.416635,73,41,3.632275,
ready ,3.410135,33,24,1.375,
il put ,3.409682,61,21,10.333333,
never ,3.408518,35,18,1.944444,
never struggled ,3.408518,37,19,3.944444,
economic freedom ,3.407038,123,37,5.361111,
poor man ,3.403376,131,65,4.076923,
audience come ,3.400183,51,29,3.514286,
#teamobama ,3.397233,28,13,2.153846,
score points ,3.394077,84,45,3.628049,
ya hear ,3.393947,68,36,4.215385,
keep focusing ,3.392579,188,69,4.039683,
gives hope ,3.377905,88,39,4.853896,
class act ,3.377693,147,59,5.727941,
turn ,3.376188,21,15,1.4,
think football unions ,3.375833,137,80,7.444444,
low ,3.374611,150,47,3.191489,
ever seen ,3.37315,131,47,5.616364,
#denverdebate ,3.370501,118,48,2.458333,
#romneyisgonnacry #pdslive #denverdebate ,3.370501,124,50,8.458333,
#denverdebate #yesitdoesha ,3.370501,120,49,4.458333,
#denverdebate bahahahaha ,3.370501,120,49,4.458333,
#electionfyc #denverdebate ,3.370501,120,49,4.458333,
o reading ,3.369953,39,17,4.357143,
first yr ,3.367681,500,194,6.226876,
jim lehrer ,3.36457,49,19,5.144444,
first section ,3.363817,494,193,5.060209,
take ,3.354226,70,43,1.627907,
finna take ,3.354226,72,44,3.627907,
take longer ,3.354226,72,44,3.627907,
first network ,3.350685,492,193,4.060209,
anyone playing ,3.350026,47,23,4.230158,
previous years ,3.348832,79,53,3.95098,
right ,3.347605,133,70,1.9,
womans right ,3.347605,137,72,3.9,
leaning right ,3.347605,135,71,3.9,
toughy right ,3.347605,135,71,3.9,
hell yea shut ,3.346737,52,27,5.688889,
personal story ,3.345999,83,36,4.622291,
mitt's money ,3.345529,53,30,3.95,
teacher making ,3.343098,49,27,3.309091,
playing nice ,3.341534,71,41,3.489418,
look ahead ,3.340884,102,51,4.228723,
means everyone ,3.327025,55,26,4.24812,
keep waiting ,3.32167,192,72,4.095238,
many reasons ,3.311998,67,29,4.333333,
words trickledown ,3.310533,83,31,5.646739,
specific tone set ,3.309122,64,30,6.595238,
civility back ,3.30755,57,28,4.037037,
back ,3.30755,55,27,2.037037,
stalin back ,3.30755,57,28,4.037037,
simple gave examples ,3.305486,69,27,7.122222,
really informative ,3.302753,138,62,3.75,
go pee ,3.301952,142,69,3.574627,
government ,3.296603,111,59,1.881356,
shitty government ,3.296603,113,60,3.881356,
say aww ,3.296394,156,72,4.296875,
even try ,3.289422,75,38,3.5625,
american ,3.284357,101,33,3.060606,
union program ,3.275652,45,14,5.977778,
young voters ,3.273875,79,33,4.772727,
everyone agree ,3.269351,78,45,3.566801,
random ideas ,3.256098,40,18,4.285714,
shake hands ,3.251347,85,28,6.071429,
attended public school ,3.250383,62,27,7.5,
try lol ,3.249532,84,38,3.84375,
little big ,3.246318,72,34,4.168421,
huge twitter integration ,3.242109,41,18,7.266667,
white man ,3.23999,124,59,4.857143,
mason county news ,3.233901,34,13,8.5,
real concerned ,3.232176,82,33,4.048387,
oh wait ,3.231959,74,45,3.24,
public speaker ,3.226791,59,25,4.681818,
drinking game ,3.223923,84,30,5.647059,
definitely vote ,3.220987,87,57,3.214286,
id vote ,3.218274,87,55,3.9,
debates ,3.214327,72,40,1.8,
debates lose ,3.214327,74,41,3.8,
year old grandma ,3.213587,73,33,8.384615,
addressed anything else ,3.209505,73,32,6.85,
sweet smart ,3.206457,42,25,3.371795,
already zoning ,3.205308,83,35,4.382353,
already ,3.205308,81,34,2.382353,
fascinated already ,3.205308,83,35,4.382353,
already bothered ,3.205308,83,35,4.382353,
policy heavy ,3.204876,80,26,7.0,
really curious ,3.198922,139,63,3.583333,
big lie ,3.19862,61,27,4.368421,
really addressed ,3.196409,141,63,4.25,
#obama giving ,3.193259,354,155,4.37974,
rom says ,3.191688,123,49,5.010638,
watching aha ,3.191647,205,132,2.8125,
gay marriage ,3.19117,43,22,3.982143,
republican state ,3.188111,73,27,5.361842,
el ,3.186312,102,19,5.368421,
go follow ,3.183069,149,75,3.324627,
#presidentialdebate #obama ,3.182973,427,205,3.890119,
talking ,3.182428,86,45,1.911111,
heels talking ,3.182428,88,46,3.911111,
talking reckless ,3.182428,88,46,3.911111,
likes talking ,3.182428,88,46,3.911111,
please lord jesus ,3.180731,104,42,7.513514,
trash talk ,3.179156,75,43,3.884211,
saturday night ,3.178403,55,29,4.09,
lil jokey joke ,3.176967,81,40,7.0,
brownie points ,3.176368,81,43,3.878049,
tonight ,3.173926,162,77,2.103896,
diversity seminar tonight ,3.173926,168,79,8.103896,
#sprout tonight ,3.173926,164,78,4.103896,
enlightened tonight ,3.173926,164,78,4.103896,
past year ,3.164893,72,39,3.653846,
everyone loses ,3.161427,48,21,6.105263,
red tops ,3.158227,104,44,4.372093,
beet red ,3.158227,104,44,4.372093,
bills dyed red ,3.158227,108,45,8.372093,
red ,3.158227,102,43,2.372093,
race ,3.158123,59,32,1.84375,
politics 2nd ,3.156909,34,14,5.2,
america's 1st lady ,3.156412,176,64,8.479167,
yellow line graph ,3.154183,44,17,7.227273,
fuckin joke ,3.152026,78,39,4.0,
1st rule ,3.148911,102,38,4.8125,
woman ,3.146241,94,45,2.088889,
faceless woman ,3.146241,96,46,4.088889,
opening remarks ,3.14609,94,36,4.709677,
new york ,3.144919,146,47,5.181818,
new divisive slogan ,3.144919,146,46,9.181818,
new material ,3.144919,142,45,5.181818,
new leadership ,3.144919,142,45,5.181818,
new qb ,3.144919,142,45,5.181818,
new ,3.144919,140,44,3.181818,
care less ,3.141903,62,34,3.881423,
easy answer ,3.141698,130,79,3.39,
let ,3.141675,80,33,2.424242,
let hym ,3.141675,82,34,4.424242,
ima let ,3.141675,82,34,4.424242,
keep thinking ,3.141034,190,70,4.15873,
men touch ,3.139918,67,32,4.150793,
men gel touch ,3.139918,70,33,7.150793,
hate politics ,3.138451,40,20,4.0,
talk cause ,3.127962,77,45,3.541354,
class reunion ,3.127209,124,53,4.352941,
someone tell ,3.126403,90,48,3.914286,
bull shit ,3.122194,86,36,5.0,
really glad ,3.121316,144,65,4.05,
important show ,3.117249,71,34,4.145833,
great balance ,3.111967,85,38,4.243243,
great ,3.111967,83,37,2.243243,
usa flag ,3.110458,130,40,5.333333,
boring ties ,3.109776,50,28,3.4,
feel free ,3.109254,48,24,4.168067,
nice #zinger ,3.108538,52,30,3.703704,
gonna pay ,3.106898,74,35,4.785714,
patriotism ,3.106842,71,22,3.227273,
really necessary ,3.103429,138,62,3.75,
failed policies ,3.102675,39,21,3.694445,
gotta love ,3.10166,171,103,3.929078,
bad worker smh ,3.08669,55,26,6.635965,
political views ,3.086433,50,21,4.428572,
daily show ,3.086219,46,20,4.333333,
looks ,3.084424,150,46,3.26087,
oh yeah ,3.084057,72,37,4.006667,
shout trillion ,3.080477,51,30,3.370371,
thank gov ,3.079901,54,34,3.180556,
first ,3.079842,489,191,2.560209,
first breath ,3.079842,491,192,4.560209,
first contestants ,3.079842,491,192,4.560209,
ass ,3.07638,55,21,2.619048,
ass whippin ,3.07638,59,23,4.619048,
sexist ass ,3.07638,57,22,4.619048,
valid points ,3.075705,82,43,4.378049,
community colleges ,3.074959,34,16,4.253968,
pte #obama por aniversario ,3.072402,353,149,14.302817,
well trust ,3.072135,79,40,3.628571,
important year ,3.063792,78,42,3.697115,
answer response ,3.05989,141,84,3.64,
different ,3.057675,41,17,2.411765,
wish someone ,3.05612,89,47,3.931481,
improve schools ,3.054235,50,33,3.146154,
doubled pell grant funding ,3.052615,51,15,13.833334,
alright though ,3.048359,28,15,3.818182,
money loss ,3.047721,37,25,3.35,
going ,3.045736,145,121,1.198347,
#redsox going ,3.045736,147,122,3.198347,
year goes ,3.044318,85,41,4.284615,
la ora ora ,3.043633,41,19,4.166667,
million tweets ,3.042414,119,40,5.285714,
work force ,3.040856,55,37,3.745098,
oh god ,3.039212,60,31,4.173333,
help finding ,3.038284,77,58,2.975758,
sound moderate ,3.038118,35,15,3.916666,
real confrontation ,3.036916,81,32,4.548387,
real ,3.036916,79,31,2.548387,
real genuine ,3.036916,81,32,4.548387,
real trick ,3.036916,81,32,4.548387,
even stand ,3.035858,78,40,3.5625,
specific enough ,3.03557,56,27,4.095238,
lame opening ,3.020764,93,34,5.709677,
bigger part ,3.020033,59,30,3.923077,
anyone thinks ,3.01923,35,15,4.611111,
night joking ,3.019131,48,26,3.84,
place ,3.016779,71,35,2.028571,
prez wants ,3.016385,102,54,3.333333,
many ,3.01559,63,27,2.333333,
many bodyguards ,3.01559,65,28,4.333333,
many uuh ,3.01559,65,28,4.333333,
drink everytime smacks ,3.013386,34,15,7.625,
lower hand wave ,3.009549,88,31,8.6,
point format ,3.004782,76,40,3.888889,
contain health care costs ,3.004334,78,35,12.308696,
corp #tax rates ,3.004031,59,13,15.733333,
watching ,3.002834,200,128,1.5625,
watching premiere ,3.002834,202,129,3.5625,
fascinating watching ,3.002834,202,129,3.5625,
cellys watching ,3.002834,202,129,3.5625,
watching #ncis ,3.002834,202,129,3.5625,
survive watching ,3.002834,202,129,3.5625,
adam says ,2.996287,125,49,6.010638,
dc voucher program ,2.995124,59,19,9.063492,
wrong choice ,2.993263,38,23,3.428571,
last response ,2.99294,91,38,4.517241,
trained well ,2.991504,75,37,4.028571,
#obama gas prices ,2.989903,348,149,8.302817,
opens #presidentialdebate pointing ,2.987849,136,79,6.151404,
united states ever ,2.986525,122,54,6.626465,
bold move ,2.985778,31,17,3.785714,
years ,2.982254,74,51,1.45098,
pretty funny ,2.981846,65,26,4.775,
couple eff yous ,2.981139,21,8,7.5,
getting educated ,2.978061,43,25,3.261905,
definitely seen ,2.969885,81,29,4.85065,
call ,2.963453,39,21,1.857143,
gotta give ,2.963096,70,35,4.217948,
season politician babe ,2.959786,20,8,7.333333,
want ,2.953716,101,70,1.442857,
mention tim tebow ,2.951623,43,18,7.217948,
complete dem control ,2.949496,30,11,8.5,
taking action ,2.948386,21,14,3.0,
everybody song ,2.947595,34,12,6.0,
full minute ,2.943356,47,20,4.7,
plans ,2.933286,57,25,2.28,
blue ,2.9267,94,37,2.540541,
blue sundae ,2.9267,96,38,4.540541,
begin spreading lies ,2.926693,49,22,7.571429,
least favorite part ,2.926195,72,30,8.241259,
anyone notice ,2.914108,38,17,4.444444,
called security ,2.913213,50,20,4.809524,
joke ,2.912943,72,36,2.0,
insert joke ,2.912943,74,37,4.0,
fun rhyme time ,2.912405,181,81,7.76321,
governing minute closing ,2.911903,37,16,6.5,
stupid shit ,2.910584,84,35,5.133333,
blame potus ,2.908565,51,21,4.4,
nigga hand ,2.907388,72,28,5.166667,
points ,2.905792,77,41,1.878049,
outlining points ,2.905792,79,42,3.878049,
billeted points ,2.905792,79,42,3.878049,
quick points ,2.905792,79,42,3.878049,
bonus points ,2.905792,79,42,3.878049,
dice tener puntos para ,2.903851,42,11,15.833333,
long way ,2.893899,109,64,3.414286,
started anything ,2.890566,93,43,4.302632,
stop tweeting ,2.890487,60,29,4.168269,
mention ed ,2.890423,40,16,5.384615,
hope #mittens vetoed ,2.890109,65,32,6.702381,
please ,2.888156,93,37,2.513514,
please buckle ,2.888156,95,38,4.513514,
please encourage others ,2.888156,99,39,8.513514,
making fun ,2.887602,60,29,4.48052,
class ,2.887356,120,51,2.352941,
#blacklove 20th #anniversary ,2.883886,155,50,9.585106,
bush's policies ,2.881718,38,17,4.916667,
keep ,2.880098,181,63,2.873016,
really ,2.879952,135,60,2.25,
really wading ,2.879952,137,61,4.25,
better wish ,2.878092,117,63,3.62037,
start dodging ,2.877884,93,45,4.071429,
govt mr ,2.872719,121,61,4.830189,
handed shit ,2.871695,75,33,4.0,
next hours ,2.871043,66,31,3.669231,
saying nothing ,2.870377,90,45,3.608108,
black person ,2.860366,57,32,3.458333,
lehrer mr ,2.860331,124,63,4.530189,
tuition ,2.859935,151,49,3.081633,
president's name ,2.858813,41,19,4.428571,
future husband ,2.858159,53,33,3.363636,
graduating college ,2.855119,45,18,4.125,
run thru ,2.849517,37,14,5.458333,
crowd gonna obey ,2.848388,77,38,7.150793,
audience member ,2.84682,30,16,4.714286,
amazing voice ,2.845264,50,22,4.545454,
s story ,2.835173,91,38,4.792717,
major parties ,2.83428,37,17,4.016667,
say ,2.833909,139,64,2.171875,
say swerve ,2.833909,141,65,4.171875,
opening statements ,2.832307,92,33,6.709677,
putting ideas ,2.830411,41,19,4.085714,
policy ,2.821092,72,24,3.0,
dry policy discussions ,2.821092,78,26,9.0,
tailgating policy ,2.821092,74,25,5.0,
policy slogans ,2.821092,74,25,5.0,
birth control ,2.820093,27,10,5.5,
nice opener ,2.819525,53,29,5.203704,
feel enough #planning ,2.815668,47,24,6.882353,
o ,2.807273,33,14,2.357143,
lol jk ,2.801253,78,34,3.84375,
needs ,2.797957,28,14,2.0,
half decent debator ,2.797642,24,11,7.0,
makes ,2.796693,49,22,2.227273,
stop playing ,2.796598,54,27,4.016483,
socialist country ,2.792953,26,19,2.885714,
pretty rough ,2.790099,53,18,6.375,
tv ,2.789407,46,24,1.916667,
tv studio ,2.789407,48,25,3.916667,
support gary johnson ,2.788645,107,34,9.922222,
educational system ,2.781979,76,30,5.461538,
play book ,2.779303,27,12,3.888889,
economy ,2.778846,60,36,1.666667,
slow economy ,2.778846,62,37,3.666667,
using black dialogue ,2.7776,67,35,6.833333,
favorite la tan ,2.776587,69,25,9.666667,
america ,2.775834,76,49,1.55102,
ruining america ,2.775834,78,50,3.55102,
latin america ,2.775834,78,50,3.55102,
north america ,2.775834,78,50,3.55102,
butts america ,2.775834,78,50,3.55102,
green energy ,2.775414,41,17,4.365385,
top states ,2.771603,94,58,3.480556,
says ,2.769513,118,47,2.510638,
forget specifics ,2.768731,38,23,3.190476,
marriage today ,2.763811,43,23,3.746032,
s si ,2.760439,82,28,6.952381,
cnn's lines ,2.759272,28,11,5.071429,
strong open ,2.756193,45,20,4.733333,
federal income taxes ,2.755169,54,20,8.142857,
vote based ,2.74954,84,54,3.75,
party ,2.745767,65,23,2.826087,
electoral party convenience ,2.745767,71,25,8.826087,
party platforms ,2.745767,67,24,4.826087,
considered home court ,2.744377,50,24,7.72807,
always part ,2.741676,67,25,5.423077,
gonna double ,2.740742,67,37,3.373015,
classic move ,2.734934,31,17,3.785714,
second time ,2.733714,178,80,4.76321,
little bit ,2.731534,54,27,4.05,
ask #obama ,2.730469,346,151,4.413928,
admin campaign ,2.729283,42,18,4.352941,
tough questions ,2.728942,55,25,4.440476,
ohio told ,2.728523,47,27,3.483333,
left s ,2.728297,65,29,4.255952,
cutest thing ,2.722172,74,32,4.344828,
science hello reading ,2.721147,55,23,7.388889,
next min ,2.720622,70,34,3.644231,
s andrea mitchell calls ,2.718233,81,30,13.666666,
night ,2.717794,46,25,1.84,
playoff night ,2.717794,48,26,3.84,
nite wishing ,2.717255,68,38,3.305556,
message trickle ,2.71647,67,51,2.806122,
wishing #flotus ,2.716276,68,38,3.305556,
best subject ,2.714752,106,67,3.244792,
poor lower ,2.714478,71,28,5.010256,
personal level ,2.714457,47,22,3.877193,
convince voters ,2.713995,58,26,3.659091,
realized everyone hates ,2.713184,53,25,7.105263,
fake americans ,2.710718,32,15,4.25,
born months earlier ,2.703726,42,24,5.403509,
worst entrepreneurship rate ,2.699423,61,21,8.058824,
well ,2.695036,71,35,2.028571,
well spoken ,2.695036,73,36,4.028571,
well tailored ,2.695036,73,36,4.028571,
help ,2.693932,72,55,1.309091,
look ,2.690811,93,47,1.978723,
radical look ,2.690811,95,48,3.978723,
ill give ,2.690231,61,31,4.284615,
manufacturing sector ,2.689674,60,19,6.728571,
domestic issues ,2.689618,63,22,5.905982,
gray hair ,2.688782,57,20,5.833333,
little breathy ,2.687238,35,18,4.466667,
go ,2.685047,139,67,2.074627,
correct #obama ,2.684594,335,146,4.302817,
future depends ,2.678843,35,24,2.954545,
answer ,2.676322,123,75,1.64,
definitive answer ,2.676322,125,76,3.64,
depth answer ,2.676322,125,76,3.64,
love listening ,2.67552,154,96,3.595745,
college tuitions ,2.671905,44,17,4.625,
college ,2.671905,42,16,2.625,
college graduates ,2.671905,44,17,4.625,
put ,2.671387,36,18,2.0,
put repub ,2.671387,38,19,4.0,
lady coming ,2.669663,95,39,4.333334,
campaign funding ,2.665257,46,19,5.352941,
give props ,2.664256,57,30,3.884615,
classic cut ,2.662926,32,12,4.888889,
sorry mr ,2.659574,122,65,3.913522,
green lines ,2.658024,25,11,4.321429,
meet someone ,2.655353,52,22,3.95,
fucking idiot ,2.65522,16,9,3.45,
unemployment office ,2.654881,41,19,4.306818,
creates solutions ,2.653159,22,10,4.47619,
ccott brown tactic ,2.652394,20,7,8.75,
gonna win ,2.651657,72,40,3.428571,
world coming ,2.642116,31,20,3.121212,
someone attack ,2.641521,61,26,4.45,
#obama showing ,2.641246,334,146,4.052817,
worst ties ,2.638292,44,23,3.9,
marriage certificate ,2.632212,32,17,3.857143,
perfect time ,2.625867,171,78,4.391781,
twitter ,2.624412,34,15,2.266667,
dirty hands ,2.622058,53,19,5.071429,
bush ,2.622045,25,11,2.272727,
bush shyt ,2.622045,27,12,4.272727,
screen mean ,2.621412,29,15,3.833333,
fuckin republican ,2.62039,58,22,4.736842,
candidate believes ,2.618258,47,21,4.533333,
economics line ,2.616021,35,15,3.977273,
big city ,2.614125,59,25,4.701754,
parties though ,2.613718,28,16,3.418182,
othr ppl running ,2.612324,40,20,7.011364,
white house ,2.611711,37,15,4.982143,
political conversations ,2.611197,42,16,4.714286,
2nd rule ,2.609986,28,11,5.2,
last ,2.609372,73,29,2.517241,
vagina hair ,2.604026,55,20,4.833333,
