Word,Prob,Freq,Index
although,0.00012,3,6126
colored,0.00012,3,6111
messed,0.00012,3,6006
vivo,0.00012,3,5991
blog,0.00012,3,5986
patriot,0.00012,3,5953
#fourmoreyears,0.00012,3,5933
leads,0.00012,3,5910
#mittens,0.00012,3,5835
conversation,0.00012,3,5828
#nerd,0.00012,3,5805
accomplish,0.00012,3,5797
hall,0.00012,3,5747
funnier,0.00012,3,5690
wont,0.00012,3,5617
speakers,0.00012,3,5569
#jjp,0.00012,3,5565
pregnant,0.00012,3,5554
season,0.00012,3,5450
explains,0.00012,3,5407
fans,0.00012,3,5405
pretend,0.00012,3,5359
group,0.00012,3,5336
cheers,0.00012,3,5303
#oct3presdebate,0.00012,3,5264
uh's,0.00012,3,5186
bold,0.00012,3,5080
colors,0.00012,3,5077
filthy,0.00012,3,5075
gentlemen,0.00012,3,5051
cont,0.00012,3,5037
idgaf,0.00012,3,5022
dodging,0.00012,3,5002
throws,0.00012,3,4882
ed,0.00012,3,4852
ignores,0.00012,3,4849
planned,0.00012,3,4813
politician,0.00012,3,4795
pandering,0.00012,3,4783
empty,0.00012,3,4781
c'mon,0.00012,3,4754
stronger,0.00012,3,4734
average,0.00012,3,4697
#ajstream,0.00012,3,4691
doin,0.00012,3,4668
#romneyeconomy,0.00012,3,4626
struck,0.00012,3,4614
barack's,0.00012,3,4586
describes,0.00012,3,4555
lo,0.00012,3,4550
decent,0.00012,3,4518
stem,0.00012,3,4516
dishonest,0.00012,3,4475
btw,0.00012,3,4474
gained,0.00012,3,4466
society,0.00012,3,4362
seat,0.00012,3,4355
hisses,0.00012,3,4320
meaning,0.00012,3,4241
it'll,0.00012,3,4208
pants,0.00012,3,4202
considered,0.00012,3,4190
mejor,0.00012,3,4149
#education,0.00012,3,4119
houses,0.00012,3,4096
given,0.00012,3,4071
teaching,0.00012,3,4069
stare,0.00012,3,4066
funding,0.00012,3,4054
washington,0.00012,3,4020
reducing,0.00012,3,3937
tebow,0.00012,3,3910
dung,0.00012,3,3891
prison,0.00012,3,3840
touts,0.00012,3,3804
fed,0.00012,3,3772
hello,0.00012,3,3685
ahead,0.00012,3,3640
bob,0.00012,3,3624
voucher,0.00012,3,3594
finding,0.00012,3,3561
worn,0.00012,3,3532
#ronpaul,0.00012,3,3522
jill,0.00012,3,3502
q,0.00012,3,3492
stump,0.00012,3,3491
quotes,0.00012,3,3483
liked,0.00012,3,3474
friendly,0.00012,3,3455
faith,0.00012,3,3450
#professional,0.00012,3,3438
youth,0.00012,3,3369
#obamacare,0.00012,3,3343
marijuana,0.00012,3,3337
announce,0.00012,3,3336
je,0.00012,3,3313
hour,0.00012,3,3307
moderate,0.00012,3,3296
ole,0.00012,3,3254
hearts,0.00012,3,3248
pool,0.00012,3,3197
#youtubepolitics,0.00012,3,3171
whoa,0.00012,3,3166
handed,0.00012,3,3162
bringing,0.00012,3,3127
lake,0.00012,3,3108
certainly,0.00012,3,3099
thanking,0.00012,3,3085
leg,0.00012,3,3081
caring,0.00012,3,3053
#presidentialdebates,0.00012,3,3038
biased,0.00012,3,3034
dvr,0.00012,3,3019
taught,0.00012,3,3011
m,0.00012,3,3001
#factcheck,0.00012,3,2982
ha,0.00012,3,2980
empleos,0.00012,3,2962
anywhere,0.00012,3,2945
trillion,0.00012,3,2942
rooting,0.00012,3,2903
pie,0.00012,3,2892
cleaning,0.00012,3,2882
approval,0.00012,3,2881
turning,0.00012,3,2834
butt,0.00012,3,2820
sort,0.00012,3,2818
forever,0.00012,3,2768
table,0.00012,3,2756
cunt,0.00012,3,2727
reference,0.00012,3,2720
hairs,0.00012,3,2680
attention,0.00012,3,2640
#g442,0.00012,3,2633
truly,0.00012,3,2630
info,0.00012,3,2614
#latism,0.00012,3,2612
reality,0.00012,3,2573
certificate,0.00012,3,2572
sign,0.00012,3,2568
blink,0.00012,3,2562
option,0.00012,3,2552
fool,0.00012,3,2550
warm,0.00012,3,2542
confidence,0.00012,3,2473
kicks,0.00012,3,2472
meet,0.00012,3,2451
#essencedebate,0.00012,3,2428
edge,0.00012,3,2385
practicing,0.00012,3,2364
mad,0.00012,3,2347
fan,0.00012,3,2335
quite,0.00012,3,2328
governing,0.00012,3,2311
hood,0.00012,3,2305
matters,0.00012,3,2298
#2012debates,0.00012,3,2293
lights,0.00012,3,2286
power,0.00012,3,2283
programs,0.00012,3,2282
x,0.00012,3,2270
air,0.00012,3,2260
tries,0.00012,3,2222
vamos,0.00012,3,2220
yikes,0.00012,3,2213
would've,0.00012,3,2179
ignorance,0.00012,3,2175
roast,0.00012,3,2162
lowkey,0.00012,3,2161
joker,0.00012,3,2150
lil,0.00012,3,2138
#usa,0.00012,3,2123
rid,0.00012,3,2113
entertaining,0.00012,3,2106
sweetheart,0.00012,3,2088
shouted,0.00012,3,2081
bell,0.00012,3,2076
af,0.00012,3,2068
handshake,0.00012,3,2058
vice,0.00012,3,2032
debaten,0.00012,3,2016
ahora,0.00012,3,2015
mano,0.00012,3,2012
comienza,0.00012,3,2009
kissing,0.00012,3,2005
van,0.00012,3,2004
subject,0.00012,3,1990
slick,0.00012,3,1985
included,0.00012,3,1972
remembering,0.00012,3,1970
shorter,0.00012,3,1943
respect,0.00012,3,1905
tl,0.00012,3,1903
failures,0.00012,3,1889
saving,0.00012,3,1859
healthcare,0.00012,3,1815
coloring,0.00012,3,1801
democrats,0.00012,3,1794
catch,0.00012,3,1779
fit,0.00012,3,1767
kandidat,0.00012,3,1752
obviously,0.00012,3,1731
investment,0.00012,3,1727
decision,0.00012,3,1698
honey,0.00012,3,1666
annoyed,0.00012,3,1653
cuz,0.00012,3,1604
becoming,0.00012,3,1592
spots,0.00012,3,1579
mil,0.00012,3,1578
page,0.00012,3,1528
aint,0.00012,3,1478
soo,0.00012,3,1475
continues,0.00012,3,1468
applause,0.00012,3,1453
level,0.00012,3,1446
ap,0.00012,3,1400
fox,0.00012,3,1355
#solyndra,0.00012,3,1352
paper,0.00012,3,1329
creates,0.00012,3,1311
nicely,0.00012,3,1280
latina,0.00012,3,1258
comercio,0.00012,3,1255
code,0.00012,3,1250
everything,0.00012,3,1232
emotional,0.00012,3,1223
interested,0.00012,3,1213
among,0.00012,3,1191
il,0.00012,3,1134
pointing,0.00012,3,1131
football,0.00012,3,1124
channel,0.00012,3,1114
pick,0.00012,3,1040
slots,0.00012,3,1024
explain,0.00012,3,972
york,0.00012,3,940
tried,0.00012,3,925
learning,0.00012,3,923
isnt,0.00012,3,889
intro,0.00012,3,812
places,0.00012,3,802
train,0.00012,3,792
suck,0.00012,3,768
force,0.00012,3,750
auditorium,0.00012,3,746
county,0.00012,3,732
address,0.00012,3,719
lame,0.00012,3,708
team,0.00012,3,706
deal,0.00012,3,680
retirement,0.00012,3,605
morning,0.00012,3,599
straight,0.00012,3,593
#anniversary,0.00012,3,573
self,0.00012,3,551
club,0.00012,3,545
decide,0.00012,3,536
fuckin,0.00012,3,506
classic,0.00012,3,489
pulled,0.00012,3,488
episode,0.00012,3,485
changed,0.00012,3,482
brought,0.00012,3,480
original,0.00012,3,463
figured,0.00012,3,461
retweet,0.00012,3,426
fat,0.00012,3,411
#47percent,0.00012,3,398
smell,0.00012,3,345
end,0.00012,3,344
canadian,0.00012,3,313
bye,0.00012,3,307
market,0.00012,3,264
#pmtdebate,0.00012,3,212
younger,0.00012,3,211
14yrs,0.00012,3,210
despite,0.00012,3,209
greyer,0.00012,3,207
marginally,0.00012,3,206
racist,0.00012,3,184
set,0.00012,3,148
poverty,0.00012,3,136
checks,0.00012,3,131
#america,0.00012,3,103
ring,0.00012,3,74
#awkward,0.00012,3,48
usually,0.00012,3,34
tree,0.00008,2,8398
boos,0.00008,2,8393
acceptable,0.00008,2,8312
reunion,0.00008,2,8265
cray,0.00008,2,8252
#nw,0.00008,2,8140
healthy,0.00008,2,8112
faggot,0.00008,2,8101
iyi,0.00008,2,8090
trkiye,0.00008,2,8085
pathnot,0.00008,2,8081
lmaoooooo,0.00008,2,8063
mistake,0.00008,2,8003
results,0.00008,2,7961
loving,0.00008,2,7956
ora,0.00008,2,7874
burnin,0.00008,2,7853
canned,0.00008,2,7767
eeuu,0.00008,2,7732
bite,0.00008,2,7656
standard,0.00008,2,7647
convo,0.00008,2,7624
luke,0.00008,2,7618
network,0.00008,2,7602
thrown,0.00008,2,7600
stating,0.00008,2,7587
fails,0.00008,2,7540
weave,0.00008,2,7503
band,0.00008,2,7494
#syria,0.00008,2,7436
definition,0.00008,2,7399
colorado,0.00008,2,7356
tack,0.00008,2,7353
#lmao,0.00008,2,7335
hawaii,0.00008,2,7318
#mittsthetits,0.00008,2,7315
wife's,0.00008,2,7267
treats,0.00008,2,7247
admin,0.00008,2,7216
picked,0.00008,2,7193
cough,0.00008,2,7177
willard,0.00008,2,7145
candidatos,0.00008,2,7133
surprise,0.00008,2,7128
sho,0.00008,2,7110
iphone,0.00008,2,7066
iron,0.00008,2,7065
boredom,0.00008,2,7058
surplus,0.00008,2,7056
quote,0.00008,2,7017
kossacks,0.00008,2,7007
fail,0.00008,2,6972
massa,0.00008,2,6970
exciting,0.00008,2,6951
#trickledowngovernment,0.00008,2,6941
loses,0.00008,2,6923
#expandthedebate,0.00008,2,6922
trained,0.00008,2,6893
anderson,0.00008,2,6863
mine,0.00008,2,6846
traduzindo,0.00008,2,6836
#traitor,0.00008,2,6795
#flagdesecration,0.00008,2,6794
practice,0.00008,2,6792
opener,0.00008,2,6777
fellow,0.00008,2,6729
sons,0.00008,2,6683
prep,0.00008,2,6677
delivery,0.00008,2,6609
#support,0.00008,2,6604
amerika,0.00008,2,6589
outfits,0.00008,2,6503
#roorxn,0.00008,2,6499
#millennials,0.00008,2,6498
ideology,0.00008,2,6491
battling,0.00008,2,6490
gents,0.00008,2,6449
practiced,0.00008,2,6438
murdered,0.00008,2,6412
should've,0.00008,2,6400
holler,0.00008,2,6387
evenly,0.00008,2,6355
#flotus,0.00008,2,6349
brownie,0.00008,2,6348
bother,0.00008,2,6339
helps,0.00008,2,6319
obamai,0.00008,2,6308
tipo,0.00008,2,6295
ta,0.00008,2,6283
ie,0.00008,2,6265
branch,0.00008,2,6234
fivepoint,0.00008,2,6229
perry,0.00008,2,6227
#again,0.00008,2,6218
crushed,0.00008,2,6212
campaigning,0.00008,2,6178
greeting,0.00008,2,6164
sweetness,0.00008,2,6160
repeatedly,0.00008,2,6151
podiums,0.00008,2,6148
busting,0.00008,2,6117
cooler,0.00008,2,6099
pressure,0.00008,2,6098
#teamsnark,0.00008,2,6088
#blue,0.00008,2,6077
reminder,0.00008,2,6069
members,0.00008,2,6068
effective,0.00008,2,6056
drawing,0.00008,2,6039
vented,0.00008,2,6034
desperate,0.00008,2,6011
#lol,0.00008,2,6004
repeal,0.00008,2,5952
slash,0.00008,2,5948
emotion,0.00008,2,5937
gift,0.00008,2,5932
octagon,0.00008,2,5930
babbling,0.00008,2,5925
sophistication,0.00008,2,5921
adds,0.00008,2,5920
#respect,0.00008,2,5911
assistance,0.00008,2,5906
australia,0.00008,2,5891
appears,0.00008,2,5885
men's,0.00008,2,5883
conspiracy,0.00008,2,5874
luxury,0.00008,2,5860
whispering,0.00008,2,5847
dirt,0.00008,2,5837
thoroughly,0.00008,2,5825
economically,0.00008,2,5789
hometown,0.00008,2,5788
anger,0.00008,2,5780
shits,0.00008,2,5755
heavy,0.00008,2,5753
information,0.00008,2,5751
performance,0.00008,2,5734
hub,0.00008,2,5730
congrats,0.00008,2,5723
net,0.00008,2,5721
lls,0.00008,2,5669
newsroom,0.00008,2,5660
aka,0.00008,2,5659
fellas,0.00008,2,5656
bombing,0.00008,2,5649
otro,0.00008,2,5644
uno,0.00008,2,5643
vagina,0.00008,2,5622
livestream,0.00008,2,5620
gal,0.00008,2,5619
eachother,0.00008,2,5614
romance,0.00008,2,5613
cared,0.00008,2,5606
phony,0.00008,2,5598
babe,0.00008,2,5597
action,0.00008,2,5594
killin,0.00008,2,5584
teenager,0.00008,2,5553
single,0.00008,2,5545
sticking,0.00008,2,5525
road,0.00008,2,5513
refused,0.00008,2,5511
replace,0.00008,2,5508
box,0.00008,2,5503
followed,0.00008,2,5498
thumb,0.00008,2,5492
aniversario,0.00008,2,5459
ht,0.00008,2,5456
#obamavsromney,0.00008,2,5451
highest,0.00008,2,5438
rivals,0.00008,2,5435
#democracy,0.00008,2,5419
citizen,0.00008,2,5418
#nascar,0.00008,2,5404
pattern,0.00008,2,5383
daily,0.00008,2,5374
understands,0.00008,2,5364
computer,0.00008,2,5334
strength,0.00008,2,5307
necessary,0.00008,2,5301
absolutely,0.00008,2,5290
cell,0.00008,2,5268
fought,0.00008,2,5263
dang,0.00008,2,5230
16th,0.00008,2,5226
oct,0.00008,2,5225
boys,0.00008,2,5192
fill,0.00008,2,5168
chose,0.00008,2,5158
chills,0.00008,2,5151
accuses,0.00008,2,5148
#palinlike,0.00008,2,5136
introduce,0.00008,2,5133
sight,0.00008,2,5126
ind,0.00008,2,5124
#presidential,0.00008,2,5111
obummer,0.00008,2,5108
coincidence,0.00008,2,5104
birds,0.00008,2,5099
donde,0.00008,2,5093
section,0.00008,2,5086
pivot,0.00008,2,5028
#obamanation,0.00008,2,5023
suddenly,0.00008,2,4997
layaway,0.00008,2,4987
whippin,0.00008,2,4986
sets,0.00008,2,4977
dubbed,0.00008,2,4975
continue,0.00008,2,4950
wise,0.00008,2,4936
uhhs,0.00008,2,4921
browning,0.00008,2,4918
makeupforever,0.00008,2,4917
nc45,0.00008,2,4916
loan,0.00008,2,4903
unpatriotic,0.00008,2,4894
blackface,0.00008,2,4891
conversations,0.00008,2,4883
#vftcdebate,0.00008,2,4873
romey,0.00008,2,4871
lover,0.00008,2,4864
anniversaryhe,0.00008,2,4859
als,0.00008,2,4828
rap,0.00008,2,4819
wed,0.00008,2,4814
originally,0.00008,2,4812
mujeres,0.00008,2,4811
durante,0.00008,2,4809
pray,0.00008,2,4771
givin,0.00008,2,4755
gunna,0.00008,2,4748
responsibility,0.00008,2,4743
pair,0.00008,2,4742
digging,0.00008,2,4729
#yankees,0.00008,2,4720
yankees,0.00008,2,4719
message,0.00008,2,4717
carries,0.00008,2,4698
anythingyou,0.00008,2,4694
resilience,0.00008,2,4693
laying,0.00008,2,4689
indication,0.00008,2,4688
purple,0.00008,2,4687
likei,0.00008,2,4652
eyebrow,0.00008,2,4644
massive,0.00008,2,4630
#sensata,0.00008,2,4627
addressing,0.00008,2,4622
entered,0.00008,2,4621
nap,0.00008,2,4616
detained,0.00008,2,4615
millionaire,0.00008,2,4609
wom,0.00008,2,4607
spell,0.00008,2,4593
envision,0.00008,2,4557
grabbing,0.00008,2,4556
ambos,0.00008,2,4551
light,0.00008,2,4544
difficult,0.00008,2,4515
funds,0.00008,2,4461
mandate,0.00008,2,4430
picturing,0.00008,2,4429
don,0.00008,2,4418
texas,0.00008,2,4403
#merica,0.00008,2,4368
graduating,0.00008,2,4363
expand,0.00008,2,4354
leading,0.00008,2,4313
slow,0.00008,2,4310
statements,0.00008,2,4282
illuminati,0.00008,2,4261
#romneysucks,0.00008,2,4256
horns,0.00008,2,4254
incredibly,0.00008,2,4218
whites,0.00008,2,4195
center,0.00008,2,4189
conference,0.00008,2,4188
slc,0.00008,2,4187
technical,0.00008,2,4184
rephrasing,0.00008,2,4181
avoiding,0.00008,2,4180
dials,0.00008,2,4164
spike,0.00008,2,4162
negro,0.00008,2,4158
va,0.00008,2,4152
clase,0.00008,2,4151
pas,0.00008,2,4147
#crnc,0.00008,2,4124
rebuttal,0.00008,2,4123
mormons,0.00008,2,4114
reasons,0.00008,2,4097
sobre,0.00008,2,4088
congress,0.00008,2,4082
killing,0.00008,2,4078
prevent,0.00008,2,4077
attend,0.00008,2,4057
#fail,0.00008,2,4030
actions,0.00008,2,4028
concern,0.00008,2,4002
flirt,0.00008,2,3957
te,0.00008,2,3940
#debatefest,0.00008,2,3924
npr,0.00008,2,3915
tim,0.00008,2,3909
ge,0.00008,2,3898
pepper,0.00008,2,3877
systems,0.00008,2,3869
#lame,0.00008,2,3867
etc,0.00008,2,3863
glass,0.00008,2,3841
perhaps,0.00008,2,3838
overunder,0.00008,2,3829
acknowledged,0.00008,2,3828
afraid,0.00008,2,3813
cross,0.00008,2,3800
lick,0.00008,2,3790
hasnt,0.00008,2,3784
climate,0.00008,2,3781
silence,0.00008,2,3780
nite,0.00008,2,3776
representing,0.00008,2,3765
mouths,0.00008,2,3750
#romantic,0.00008,2,3748
depends,0.00008,2,3728
#funny,0.00008,2,3720
yous,0.00008,2,3718
bacardi,0.00008,2,3714
#brobama,0.00008,2,3709
angry,0.00008,2,3708
acknowledging,0.00008,2,3707
everyone's,0.00008,2,3667
simply,0.00008,2,3666
common,0.00008,2,3665
delicious,0.00008,2,3663
ruin,0.00008,2,3653
pt,0.00008,2,3627
replaced,0.00008,2,3614
kid,0.00008,2,3599
mentioning,0.00008,2,3582
smfh,0.00008,2,3575
advocates,0.00008,2,3560
nowhere,0.00008,2,3550
classy,0.00008,2,3548
destroyed,0.00008,2,3545
crook,0.00008,2,3537
debatepresident,0.00008,2,3531
responses,0.00008,2,3498
lead,0.00008,2,3495
familiar,0.00008,2,3490
distract,0.00008,2,3482
passing,0.00008,2,3461
switch,0.00008,2,3447
goals,0.00008,2,3445
dressed,0.00008,2,3434
slim,0.00008,2,3430
turned,0.00008,2,3414
#cspan2012,0.00008,2,3390
counters,0.00008,2,3379
pivots,0.00008,2,3375
court,0.00008,2,3350
cans,0.00008,2,3339
#vs2012,0.00008,2,3326
maar,0.00008,2,3318
liberal,0.00008,2,3300
potheads,0.00008,2,3289
yearold,0.00008,2,3288
stands,0.00008,2,3278
managers,0.00008,2,3277
kitty,0.00008,2,3273
lips,0.00008,2,3270
smacks,0.00008,2,3269
#fashion,0.00008,2,3268
days,0.00008,2,3265
informative,0.00008,2,3259
earlier,0.00008,2,3249
reforms,0.00008,2,3227
channels,0.00008,2,3190
component,0.00008,2,3187
enter,0.00008,2,3179
uhhhhhhhhh,0.00008,2,3169
imaginehere,0.00008,2,3160
therefore,0.00008,2,3144
grants,0.00008,2,3143
neighbor,0.00008,2,3139
dey,0.00008,2,3113
dats,0.00008,2,3110
alamo,0.00008,2,3104
ear,0.00008,2,3098
buzz,0.00008,2,3096
#obamagang,0.00008,2,3063
rumble,0.00008,2,3060
happiest,0.00008,2,3054
generation,0.00008,2,3052
memory,0.00008,2,3037
sheep,0.00008,2,3032
divorce,0.00008,2,3028
mix,0.00008,2,3026
crips,0.00008,2,3014
bloods,0.00008,2,3013
proposed,0.00008,2,3003
non,0.00008,2,2984
apoyar,0.00008,2,2959
como,0.00008,2,2956
reducir,0.00008,2,2954
theater,0.00008,2,2940
hacking,0.00008,2,2928
breast,0.00008,2,2921
often,0.00008,2,2915
eff,0.00008,2,2901
viable,0.00008,2,2899
stayed,0.00008,2,2884
propaganda,0.00008,2,2875
compassion,0.00008,2,2858
visuals,0.00008,2,2856
waste,0.00008,2,2851
lied,0.00008,2,2848
imagined,0.00008,2,2846
hospitality,0.00008,2,2791
wears,0.00008,2,2783
traditionally,0.00008,2,2782
austerity,0.00008,2,2776
reason,0.00008,2,2764
scholarships,0.00008,2,2761
confront,0.00008,2,2757
setting,0.00008,2,2755
patriotic,0.00008,2,2754
debator,0.00008,2,2738
ones,0.00008,2,2732
nigger,0.00008,2,2728
socc,0.00008,2,2725
reelecting,0.00008,2,2699
web,0.00008,2,2692
diner,0.00008,2,2687
gray,0.00008,2,2679
prob,0.00008,2,2671
adam,0.00008,2,2668
whoot,0.00008,2,2653
gangsta,0.00008,2,2616
outs,0.00008,2,2609
swear,0.00008,2,2599
sold,0.00008,2,2593
legalize,0.00008,2,2585
member,0.00008,2,2577
gate,0.00008,2,2564
imma,0.00008,2,2548
welcome,0.00008,2,2543
latinos,0.00008,2,2531
authentic,0.00008,2,2506
t,0.00008,2,2487
#snark,0.00008,2,2478
child,0.00008,2,2450
previous,0.00008,2,2443
swinging,0.00008,2,2436
risen,0.00008,2,2431
orange,0.00008,2,2413
occasion,0.00008,2,2403
memorized,0.00008,2,2381
rick,0.00008,2,2379
yellow,0.00008,2,2372
available,0.00008,2,2367
streams,0.00008,2,2366
reach,0.00008,2,2355
yah,0.00008,2,2337
joking,0.00008,2,2333
claiming,0.00008,2,2320
segments,0.00008,2,2310
uhn,0.00008,2,2269
heroin,0.00008,2,2257
shirt,0.00008,2,2254
rolled,0.00008,2,2253
cpd,0.00008,2,2244
posing,0.00008,2,2239
valid,0.00008,2,2226
hacia,0.00008,2,2219
sino,0.00008,2,2218
estamos,0.00008,2,2217
dnde,0.00008,2,2216
amen,0.00008,2,2205
heart,0.00008,2,2196
wasting,0.00008,2,2176
jk,0.00008,2,2172
dance,0.00008,2,2166
slipping,0.00008,2,2153
nicholson,0.00008,2,2149
jack,0.00008,2,2148
crappy,0.00008,2,2146
sounded,0.00008,2,2137
acknowledges,0.00008,2,2135
benefited,0.00008,2,2131
initiative,0.00008,2,2130
method,0.00008,2,2107
referring,0.00008,2,2097
today's,0.00008,2,2082
myspace,0.00008,2,2080
aumentar,0.00008,2,2052
primera,0.00008,2,2045
advantage,0.00008,2,2041
dat,0.00008,2,2033
civilizados,0.00008,2,2018
pitiyankis,0.00008,2,2017
sonrien,0.00008,2,2014
saludan,0.00008,2,2013
#romney2013,0.00008,2,2007
promise,0.00008,2,1976
#imhereivote,0.00008,2,1973
passes,0.00008,2,1968
caught,0.00008,2,1954
microphone,0.00008,2,1937
#tax,0.00008,2,1927
falls,0.00008,2,1924
fooled,0.00008,2,1908
none,0.00008,2,1907
dunes,0.00008,2,1901
hammer,0.00008,2,1896
#romeny,0.00008,2,1887
talent,0.00008,2,1884
priorities,0.00008,2,1883
somewhat,0.00008,2,1848
bullshitter,0.00008,2,1843
#o,0.00008,2,1842
#excited,0.00008,2,1839
sounding,0.00008,2,1796
#xboxpoll,0.00008,2,1760
di,0.00008,2,1754
presiden,0.00008,2,1753
dalam,0.00008,2,1750
kalinya,0.00008,2,1749
pertama,0.00008,2,1748
untuk,0.00008,2,1747
berhadapan,0.00008,2,1746
#copolitics,0.00008,2,1734
botox,0.00008,2,1717
later,0.00008,2,1714
supported,0.00008,2,1690
enjoying,0.00008,2,1656
#fraudward,0.00008,2,1640
matrix,0.00008,2,1617
hes,0.00008,2,1613
nameless,0.00008,2,1606
proposal,0.00008,2,1581
add,0.00008,2,1577
lmfao,0.00008,2,1571
#president,0.00008,2,1565
bowl,0.00008,2,1563
standing,0.00008,2,1540
niggas,0.00008,2,1538
privatize,0.00008,2,1529
dammit,0.00008,2,1523
repeats,0.00008,2,1514
remark,0.00008,2,1513
hunger,0.00008,2,1504
spinning,0.00008,2,1502
biofuel,0.00008,2,1472
whisper,0.00008,2,1470
opened,0.00008,2,1461
rough,0.00008,2,1457
geez,0.00008,2,1456
along,0.00008,2,1452
clue,0.00008,2,1448
connect,0.00008,2,1444
#beinformed,0.00008,2,1412
predicted,0.00008,2,1395
boxing,0.00008,2,1394
wives,0.00008,2,1386
voz,0.00008,2,1380
corre,0.00008,2,1378
michele,0.00008,2,1376
revealed,0.00008,2,1373
acknowledge,0.00008,2,1362
convincing,0.00008,2,1354
supporters,0.00008,2,1348
unproportional,0.00008,2,1341
largely,0.00008,2,1340
behing,0.00008,2,1338
claims,0.00008,2,1315
clbrer,0.00008,2,1309
un,0.00008,2,1303
anniversaire,0.00008,2,1301
lehrer's,0.00008,2,1278
streaming,0.00008,2,1262
addresses,0.00008,2,1247
detroit,0.00008,2,1188
honesty,0.00008,2,1165
recommend,0.00008,2,1161
#denver,0.00008,2,1158
apply,0.00008,2,1142
fk,0.00008,2,1111
tired,0.00008,2,1107
guns,0.00008,2,1103
#romney's,0.00008,2,1025
however,0.00008,2,1012
cold,0.00008,2,1006
growing,0.00008,2,996
pro,0.00008,2,960
wit,0.00008,2,956
worked,0.00008,2,928
size,0.00008,2,882
substance,0.00008,2,865
flowing,0.00008,2,854
asks,0.00008,2,851
boss,0.00008,2,848
filter,0.00008,2,827
indicate,0.00008,2,817
stations,0.00008,2,797
cbs,0.00008,2,796
special,0.00008,2,767
awe,0.00008,2,764
gon,0.00008,2,761
dodged,0.00008,2,753
tuitions,0.00008,2,748
weird,0.00008,2,738
socially,0.00008,2,736
mason,0.00008,2,727
america's,0.00008,2,725
english,0.00008,2,714
ew,0.00008,2,669
concerned,0.00008,2,657
ways,0.00008,2,637
chris,0.00008,2,633
da,0.00008,2,626
habla,0.00008,2,607
bummed,0.00008,2,596
commence,0.00008,2,579
#vote,0.00008,2,563
strip,0.00008,2,544
explaining,0.00008,2,526
sumn,0.00008,2,508
chuckledlike,0.00008,2,505
played,0.00008,2,462
darn,0.00008,2,452
eye,0.00008,2,447
meanwhile,0.00008,2,434
backwards,0.00008,2,383
frantically,0.00008,2,374
womans,0.00008,2,371
huge,0.00008,2,365
#voterit,0.00008,2,362
charge,0.00008,2,337
coordinated,0.00008,2,294
dont,0.00008,2,283
discuss,0.00008,2,227
stress,0.00008,2,202
dude,0.00008,2,172
takes,0.00008,2,168
democrat,0.00008,2,152
become,0.00008,2,151
#occupythedebates,0.00008,2,140
#obamaisntworking,0.00008,2,98
#msnb,0.00004,1,8516
#mitts,0.00004,1,8515
accomplishing,0.00004,1,8514
quiz,0.00004,1,8506
depressing,0.00004,1,8502
#parishgov,0.00004,1,8499
begging,0.00004,1,8491
starving,0.00004,1,8490
cracks,0.00004,1,8489
breakdown,0.00004,1,8488
#pbhsco2003,0.00004,1,8487
yoo,0.00004,1,8486
mumford,0.00004,1,8484
blew,0.00004,1,8483
#better,0.00004,1,8481
pa,0.00004,1,8474
gigantic,0.00004,1,8473
partido,0.00004,1,8471
acuerdo,0.00004,1,8470
corbata,0.00004,1,8469
escogi,0.00004,1,8468
cada,0.00004,1,8467
minicampaign,0.00004,1,8465
flooding,0.00004,1,8464
hmmmm,0.00004,1,8463
vampire,0.00004,1,8462
seclusion,0.00004,1,8459
beenbecause,0.00004,1,8456
hollas,0.00004,1,8455
#wheresyodollah,0.00004,1,8454
attitude,0.00004,1,8451
expressed,0.00004,1,8450
processes,0.00004,1,8449
whistles,0.00004,1,8448
clicks,0.00004,1,8447
sentance,0.00004,1,8443
poll,0.00004,1,8441
nbcwsjtelemundo,0.00004,1,8440
shiz,0.00004,1,8439
#letsgo,0.00004,1,8430
bureau,0.00004,1,8429
playoff,0.00004,1,8427
fasfa,0.00004,1,8425
scholarship,0.00004,1,8424
wwf,0.00004,1,8422
illusion,0.00004,1,8421
controlled,0.00004,1,8420
submitted,0.00004,1,8419
fucc,0.00004,1,8418
militaryforeign,0.00004,1,8417
#milehighhooey,0.00004,1,8416
#knedebate,0.00004,1,8415
#breadncircus,0.00004,1,8413
10mins,0.00004,1,8412
systemto,0.00004,1,8402
#flowersforalgernongameproper,0.00004,1,8401
charly,0.00004,1,8400
partisanship,0.00004,1,8399
filmed,0.00004,1,8394
compassionate,0.00004,1,8392
slows,0.00004,1,8391
cooper,0.00004,1,8390
batman#fail,0.00004,1,8388
bleed,0.00004,1,8387
lawsuits,0.00004,1,8386
undermined,0.00004,1,8385
noone,0.00004,1,8384
prosecute,0.00004,1,8383
enthusiasm,0.00004,1,8377
goode,0.00004,1,8374
virgil,0.00004,1,8373
timeless,0.00004,1,8372
canal,0.00004,1,8371
cazal,0.00004,1,8370
goateed,0.00004,1,8367
saluting,0.00004,1,8366
helmet,0.00004,1,8360
deadmau5,0.00004,1,8359
badseriouslymy,0.00004,1,8358
#yum,0.00004,1,8356
plate,0.00004,1,8355
chimen,0.00004,1,8354
#shishkabob,0.00004,1,8353
#tryingtohard,0.00004,1,8348
#romneyzinger,0.00004,1,8347
lauer's,0.00004,1,8346
soort,0.00004,1,8336
